name,address,type,unit
The Field House,53 Simcoe St Scotland ON N0E 1R0,,brant
The Lighthouse Fish & Chips,1-750 Colborne Street Brantford ON N3S 3S1,,brant
The Log House Restaurant,131 King St. Burford ON N0E 1A0,,brant
The Oaks of St. George Golf Club,269 German School Rd. Paris ON N3L 3E1,,brant
The Ring Restaurant,271 Colborne St E (7549997) Brantford ON N3T 2H5,,brant
The Rise Centre Inc.,411 Elgin St Brantford ON N3S 7P5,,brant
The Rose & Thistle,48 Dalhousie St Brantford ON N3T 2H8,,brant
The Windmill,701 Mt. Pleasant Rd Mt. Pleasant ON N0E 1K0,,brant
The Works,80 Dalhousie St Brantford ON N3T 2J2,,brant
Thistle Stop Cafe,41 Main St. S St. George ON,,brant
Tim Horton Donuts,1290 Colborne St E Brantford ON N3T 5L4,,brant
Tim Hortons,265 King George Rd. Brantford ON N3R 6Y1,,brant
Tim Hortons,53 Dalhousie St. Brantford ON N3T 2H9,,brant
Tim Hortons,200 Terrace Hill St Brantford ON N3R 1G9,,brant
Tim Hortons,50 Market St.South Brantford ON N3S 2E3,,brant
Tim Horton's,225 Henry St Brantford ON N3S 7R4,,brant
Tim Horton's,610 West St Brantford ON N3R 5M7,,brant
Tim Horton's,648 Colborne Street Brantford ON N3S 3P8,,brant
Tim Horton's,164 Colborne St. W. Brantford ON N3T 1L2,,brant
Tim Horton's,304 Grand River St N. Paris ON N3L 3R7,,brant
Tim Horton's,1084 Rest Acres Rd Paris ON N3L 3K7,,brant
Tim Horton's,184 Brant Rd St. George ON N0E 1N0,,brant
Tim Horton's,151 Dundas St. E. Paris ON N3L 3H4,,brant
Tim Horton's - (Sinclair food Court),11 Sinclair Blvd. Brantford ON N3S 7X6,,brant
Tim Horton's - 226 West St.,226 West St. Brantford ON N3R 3V8,,brant
Tim Horton's - KGR,80 King George Rd Brantford N3R 5K4,,brant
Tim Horton's - Lynden Rd,155 Lynden Rd Brantford ON N3T 5L8,,brant
Tim Hortons 2 Lower Level,200 Terrace Hill St Brantford ON N3R 1G9,,brant
Tim Horton's Conklin Rd.,C-360 Conklin Road Brantford ON N3T 0G8,,brant
Tim Horton's Paris Rd,177 Paris Road Brantford ON N3R 1J2,,brant
Tim Horton's West,440 Colborne St W Brantford ON N3T 0J2,,brant
Tito's Pizza,A-69 Main St. S St. George ON N0E 1N0,,brant
Two Doors Down,139 Market Street Brantford ON N3T 2Z9,,brant
Vegas World Lounge,112 Dalhousie St Brantford ON N3T 2J3,,brant
Veritas Cafe,229-1 Market Street Brantford ON N3T 6C8,,brant
Viet Thai Basil Restaurant,63-67D Brant Avenue Brantford ON N3T 3G7,,brant
Wendy's,620 West St Brantford ON N3R 6M7,,brant
Wendy's- (Sinclair Food Court),11 Sinclair Blvd. Brantford ON N3S 7W5,,brant
Wendy's Restaurant,78 Icomm Dr Brantford ON N3S 2X5,,brant
West Garden Buffet,560 West St. Brantford ON N3R 6M7,,brant
Wild Wing,A-4-248 Lynden Rd Brantford ON N8R 8A3,,brant
Williams Fresh Cafe,615 West St Brantford ON N3R 7C5,,brant
Wimpy's Diner,3 Dunsdon St Brantford ON N3R 3J2,,brant
Wincey Mills Market - Paris Brewing Co.,31 Mechanic St Brant ON N3L 1K2,,brant
Wingmaster,70 Erie Ave Brantford ON N3E 2E8,,brant
Yong Great Wall Buffet,C-82 King George Brantford ON N3R 5K4,,brant
Zaaika Indian Cuisine,46 Dalhousie Street Brantford ON N3T 2H8,,brant
Zanders Fire Grill and Brew Lounge,#10-190 King George Rd Brantford ON N3R 5L3,,brant
ZaZa's Pizzeria Inc.,1C-155 Lynden Rd Brantford ON N3R 8A7,,brant
(B-M) Karl`s Schnitzel and Sausage House,79 Icomm Drive Brantford ON N3S 7N5,,brant
A & W Restaurant - (LPM- Food Court),E16-84 Lynden Rd Brantford ON N3R 6B8,,brant
A Pizza Factory,213 Market Street Brantford ON N3T 3A7,,brant
A Super Deal Pizza,3-26 Brantwood Park Rd. Brantford ON N3P 1N7,,brant
A&W (Brantford #4883),1182 Colborne St. Brantford ON N3S 0H4,,brant
Alice & Terry's Food Shack,202 Jenkins Rd Scotland Ontario N0E 1R0,,brant
Archie's Place Fish and Chips,216 Erie Ave. Brantford ON N3S 2G9,,brant
Asian Court,300 Grand River Street Paris ON N3L 3R7,,brant
Banh Mi Vietnam,8 King St. Brantford ON N3T 2H6,,brant
Big Box Pizza,E6-360 Conklin Road Brantford ON N3T 0N5,,brant
Booster Juice,J2-300 King George Rd Brantford ON N3R 5L8,,brant
Booster Juice,A2-175 Lynden Road Brantford ON N3R 8A7,,brant
Brant Park Concession,119 Jennings Rd. Brantford ON N3T 5L7,,brant
Brant Sports Complex,944 Powerline Rd County of Brant ON N3L 0B2,,brant
Broaster's Crispy Fried Chicken,170 Brantwood Park Rd. Brantford ON,,brant
Canton Chinese Food,3-170 Brantwood Park Rd Brantford ON N3P 1N7,,brant
Carmen's Homestyle Pizza,Unit 2-170 Brantwood Park Rd. Brantford ON N3P 1N7,,brant
Chocolate Sensations,89-Grand River Street North Paris ON N3L 2M3,,brant
Circle K Store,230 Shellard Lane Brantford ON N3T 0B9,,brant
City Pizza,39 King George Rd. Brantford ON N3R 5K2,,brant
Dairee Delite,8 King George Rd. Brantford ON N3R 5J7,,brant
Dairy Queen,115 King George Rd. Brantford ON N3R 5K5,,brant
Dairy Queen,930 Colborne Street East Brantford ON N3S 3T4,,brant
Domino's Pizza,308 Grand River St. N. Paris ON N3L 3R7,,brant
Drongkowski's Farm Market and Deli,5 Beverly St. E St. George ON N0E 1N0,,brant
Earl Haig Fun Park,101 Market St. S. Brantford ON N3T 6A9,,brant
Envy Cafe,B-127 King St Burford ON N0E 1A0,,brant
Esso Gas Station & Urban Express - MR. Sub & Country Style,"80 Colborne St.,West Brantford ON N3T 1K5",,brant
Fast Eddie's,55 Edmonson St. Brantford ON N3R 7J2,,brant
Fast Eddie's,9 Stanley St Brantford ON N3S 6L7,,brant
Flora's Homestyle Pizza,48 Main St. S St. George ON N0E 1N0,,brant
Freshly Squeezed- (LPM-Food court),K-7-84 Lynden Rd Brantford ON N3R 6B8,,brant
Gigi's Pizzeria,68 Colborne St. W. Brantford ON N3T 1K5,,brant
Gino's Pizza,6A-190 King George Rd Brantford ON N3R 4K3,,brant
Gino's Pizza,63 Brant Ave Brantford ON N3T 3H2,,brant
Golden Grounds,154 Dalhousie Street Brantford ON,,brant
Good Friends Sandwich Company,108-West St Brantford ON N3T 3E7,,brant
Goo's Take Out,C6-230 Shellard Lane Brantford ON N3T 0B9,,brant
Guac Mexi Grill,G4-218 Henry St Brantford ON,,brant
Jamrock Jerk Kitchen,118 Dalhousie Street Brantford ON N3T 2J3,,brant
Jimmy The Greek- (LPM-Food Court),E-17-84 Lynden Rd Brantford ON N3R 6B8,,brant
KFC/Taco Bell - (LPM-Food Court),Unit E15-84 Lynden Rd Brantford ON N3R 6B8,,brant
La Bottega,358 King George Rd Brantford ON N3T 5L8,,brant
Little Caesars,50-Market St. Brantford ON N3S 2E3,,brant
Little Caesar's,265 King George Road Brantford ON N3R 6Y1,,brant
Louie's Fries N Things,1165 Colborne St E Brantford ON N3S 0H4,,brant
