name,address,type,unit
Mr. Prime Rib,777 Barrydowne Rd Sudbury ON P3A 3T6,restaurant,sudbury
Mr. Souvlaki,1349 Lasalle Blvd Sudbury ON P3A 1Z2,restaurant,sudbury
Mucho Burrito,1250 Lasalle Blvd Sudbury ON P3A 1Y7,restaurant,sudbury
Mum's Restaurant & Bakery,2215 Hwy 551 Mindemoya ON P0P 1S0,restaurant,sudbury
My Thai Palace,893 Notre Dame Ave Sudbury ON P3A 2T6,restaurant,sudbury
Nemegosenda Lake Lodge,Nemegosenda Lake Foleyet ON P0M 1T0,restaurant,sudbury
Neomo medical,885 Prete St Sudbury ON,restaurant,sudbury
New Trevi Restaurant,1837 Lasalle Blvd Sudbury ON P3A 2A3,restaurant,sudbury
Noelville Restaurant,8 St David St N Noëlville ON P0M 2N0,restaurant,sudbury
Northbury Hotel and Conference Centre,50 Brady St Sudbury ON P3E 1C8,restaurant,sudbury
Northern Essential Salt Cave and Cafe,221 Regent St Sudbury ON P3C 4C4,restaurant,sudbury
Northern Lights Restaurant,14 Young St Foleyet ON P0M 1T0,restaurant,sudbury
Northwest Trading Company,327 Hwy 17 W McKerrow ON P0P 1M0,restaurant,sudbury
Okinawa Sushi,798 Lasalle Blvd Sudbury ON P3A 4V4,restaurant,sudbury
Old Rock Coffee,212 Minto St Sudbury ON P3E 3G9,restaurant,sudbury
Onaping Golf & Beach Club,725 Lochhead Dr Onaping ON P0M 2R0,restaurant,sudbury
Orient Restaurant,1500 Regent St Sudbury ON P3E 3Z6,restaurant,sudbury
Oscar's Grill,86 Durham St Sudbury ON P3E 3M6,restaurant,sudbury
Osmows,E2-1380 Lasalle Blvd Sudbury ON P3A 3E9,restaurant,sudbury
Osmows Restaurant,13 A 2040 Algonquin Road Sudbury ON,restaurant,sudbury
Overtime Sports Bar & Grill,3702 Hwy. 144 Chelmsford ON P0M 1L0,restaurant,sudbury
Overtime Sports Bar and Grill,941 Notre Dame Ave Sudbury ON P3A 2T7,restaurant,sudbury
P&M's Kouzzina,1463 Lasalle Blvd Sudbury ON P3A 1Z8,restaurant,sudbury
Parkside Centre,140 Durham St Sudbury ON P3E 3M7,restaurant,sudbury
Pasta e Vino Ristorante,118 Paris Street Sudbury ON P3E 3E1,restaurant,sudbury
Peace Cafe,5263 Hwy 551 Providence Bay ON P0P 1T0,restaurant,sudbury
Peddler's Pub and Eatery,63 Cedar St Sudbury ON P3E 1A7,restaurant,sudbury
Peking Palace,19 Front St Capreol ON P0M 1H0,restaurant,sudbury
Peppi Panini,93 Durham St Sudbury ON P3E 3M5,restaurant,sudbury
Perkins,1401 Paris St Sudbury ON P3E 3B6,restaurant,sudbury
Pier Side Restaurant,Highway 6 South Baymouth ON P0P 1Z0,restaurant,sudbury
Pine Grove Centre,Pine Grove Plaza Cartier ON P0M 1J0,restaurant,sudbury
Pine Grove Golf Club,6131 Estaire Rd Sudbury ON P3E 4N1,restaurant,sudbury
Pinewood Motor Inn,378 Centre St Espanola ON P5E 1G3,restaurant,sudbury
Pita Pit,1338 Kingsway Blvd Sudbury ON P3B 0A3,restaurant,sudbury
Pita Pit,1897 Regent St Sudbury ON P3E 3Z7,restaurant,sudbury
Pita Pit,1486 Lasalle Blvd Sudbury ON P3A 1Z7,restaurant,sudbury
Pizza Hut,4544 Hwy 69 N Val Therese ON P3P 1P9,restaurant,sudbury
Pizza Hut,944 Barrydowne Rd Sudbury ON P3A 3V3,restaurant,sudbury
Pizza Hut,121 Loach's Rd Sudbury ON P3E 2P8,restaurant,sudbury
Pizza Pazzaz,3140 Hwy 69 N Val Caron ON P3N 1G3,restaurant,sudbury
Quesada Burritos and Tacos,900 Lasalle Blvd Sudbury ON P3A 5W8,restaurant,sudbury
Quiznos (Store #4486),2040 Algonquin Rd Sudbury ON P3E 4Z6,restaurant,sudbury
Quiznos (Store #4487),1560 Lasalle Blvd Sudbury ON P3A 1Z6,restaurant,sudbury
Radisson - Pestos,85 Ste. Anne Rd Sudbury ON P3E 4S4,restaurant,sudbury
Rainbow Ridge Golf Course,26 B-Clover Valley Rd Manitowaning ON P0P 2J0,restaurant,sudbury
Red Carpet Inn - Golden Palace,450 Regional Rd 55 Lively ON P3Y 1C4,restaurant,sudbury
Red Dog Grill,1203 Whitefish Falls Rd Whitefish Falls ON P0P 2H0,restaurant,sudbury
Red Lobster,1600 Lasalle Blvd Sudbury ON P3A 1Z7,restaurant,sudbury
Red Lodge Resort,368 Red Lodge Rd Sheguiandah ON P0P 1W0 Canada,restaurant,sudbury
Reise's Restaurant,300-2354 Maley Dr Garson ON P3L 1P7,restaurant,sudbury
Respect Is Burning,82 Durham St Sudbury ON P3E 3M6,restaurant,sudbury
Respect Is Burning - Mess Hall,82 Durham St Sudbury ON P3E 3M6,restaurant,sudbury
Rhythm 'N' Cues,1855 Lasalle Blvd Sudbury ON P3A 2A3,restaurant,sudbury
Rich Cat Cafe,4764 Regional Road 15 Chelmsford ON P0M 1L0,restaurant,sudbury
Ricky-Lee's Da Bomb Diner,1308 Lasalle Blvd Sudbury ON,restaurant,sudbury
Ripe Restaurant,1788 Regent St Sudbury ON P3E 3Z8,restaurant,sudbury
Ristorante Verdicchio / Frank's Delicatessen,1351 Kelly Lake Rd Sudbury ON P3E 5P5,restaurant,sudbury
Rock Garden Terrace,1358 Monument Rd Spring Bay ON P0P 2B0,restaurant,sudbury
Rocky Raccoon Cafe,24 Water St Gore Bay ON P0P 1H0,restaurant,sudbury
Roger Rabbits,92 Park St Espanola ON P5E 1E9,restaurant,sudbury
Rose Apple Asian Restaurant,1875 Paris St Sudbury ON P3E 3C5,restaurant,sudbury
Rosy's Corner,104 Durham St Sudbury ON P3E 3M7,restaurant,sudbury
Rudy's Restaurant,483 Lasalle Blvd Sudbury ON P3A 1W8,restaurant,sudbury
Rustic Cabin Restaurant & Pub,4 Pine Street West Chapleau ON P0M 1K0,restaurant,sudbury
Sahar of Sudbury,497 Notre Dame Ave Sudbury ON P3C 5L1,restaurant,sudbury
Salty Dog Bagel,104-96 Larch St Sudbury ON P3E 1C1,restaurant,sudbury
Salute Coffee Company,2195 Armstrong St Sudbury ON P3E 4W2,restaurant,sudbury
School House Restaurant,46 McNevin St Providence Bay ON P0P 1T0,restaurant,sudbury
Shaftesbury Inn,19 Robinson St Little Current ON P0P 1K0,restaurant,sudbury
Shay's Cafe,205-800 Centre St Espanola ON P5E 1J1,restaurant,sudbury
Shenango Lodge,Foleyet ON P0M 1T0,restaurant,sudbury
Shoeless Joe's Sports Grill,2260 Regent St Sudbury ON P3E 0B4,restaurant,sudbury
Silver Styx Golf Course,257 Ratter Lake Rd Markstay ON P0M 2G0 Canada,restaurant,sudbury
Sizzle Mongolian Grill,1145 Lorne St Sudbury ON P3C 4S8,restaurant,sudbury
Spacecraft - SPCRFT,854 Notre Dame Avenue Sudbury ON P3A 2T4,restaurant,sudbury
Sportsman's Inn Resort & Marina (Anchorage ),37 Channel St Killarney ON P0M 2A0,restaurant,sudbury
Sportsman's Lodge,240 Kukagami Lake Rd Wahnapitae ON P0M 3C0,restaurant,sudbury
St. Bartholomew's Church,32 Church St Levack ON P0M 2C0,restaurant,sudbury
St. Louis Bar & Grill,5003 Hwy 69 N Hanmer ON P3P 1J6,restaurant,sudbury
St. Louis Bar and Grill,1835 Regent St Sudbury ON P3E 3Z7,restaurant,sudbury
Stack Brewhouse,947 Falconbridge Rd Sudbury ON P3A 5K8,restaurant,sudbury
Starbucks,555 Barrydowne Road Sudbury ON P3A 3T4,restaurant,sudbury
Starbucks,1935 Paris Street Sudbury ON P3E 3C6,restaurant,sudbury
Starbucks,1425 Kingsway Blvd Sudbury ON P3B 0A2,restaurant,sudbury
Starlite Restaurant,31 Birch St Chapleau ON P0M 1K0,restaurant,sudbury
Starvin Marvin's Restaurant,3560 Errington Ave Chelmsford ON P0M 1L0,restaurant,sudbury
Stonehill Golf Club,566 Silver Lake Rd Sudbury ON P3E 4M9,restaurant,sudbury
Stop 540 Diner,20641 Hwy 540 Silverwater ON P0P 1Y0,restaurant,sudbury
Subway (Restaurant #12273),900 Lasalle Blvd Sudbury ON P3A 1X5,restaurant,sudbury
Subway (Restaurant #13407),3140 Hwy 69 N Val Caron ON P3N 1G3,restaurant,sudbury
Subway (Restaurant #13903),1895 Regent St Sudbury ON P3E 3Z7,restaurant,sudbury
Subway (Restaurant #14558),3183 Errington Ave Chelmsford ON P0M 1L0,restaurant,sudbury
Subway (Restaurant #14891),43 Durham St Sudbury ON P3E 3M2,restaurant,sudbury
Subway (Restaurant #14933),943 Lorne St Sudbury ON P3C 4R8,restaurant,sudbury
Subway (Restaurant #15267),116 Centre St Espanola ON P5E 1S4,restaurant,sudbury
Subway (Restaurant #23113),1400 Kingsway Blvd Sudbury ON P3A 4R7,restaurant,sudbury
Subway (Restaurant #23520),140 Regional Rd 24 Lively ON P3Y 1C3,restaurant,sudbury
Subway (Restaurant #24691),1133 Notre Dame Ave Sudbury ON P3A 2T7,restaurant,sudbury
Subway (Restaurant #40138),4558 Elmview Dr Hanmer ON P3P 1P6,restaurant,sudbury
Subway (Restaurant #41788),161 Hwy 17 E Wahnapitae ON P0M 3C0,restaurant,sudbury
Subway (Restaurant #47611),1199 Marcus Dr Sudbury ON P3B 4K6,restaurant,sudbury
Subway (Restaurant #48614),2408 Long Lake Rd Sudbury ON P3E 5H5,restaurant,sudbury
Subway (Restaurant #53306),2156 Lasalle Blvd Sudbury ON P3A 2A7,restaurant,sudbury
Subway (Restaurant #53871),29 Lorne Street Chapleau ON P0M 1K0,restaurant,sudbury
Subway (Restaurant #54384),93 Notre Dame St W Azilda ON P0M 1B0,restaurant,sudbury
Subway (Restaurant #56481),568 Kathleen St Sudbury ON P3C 2N3,restaurant,sudbury
Subway (Restaurant #59850),29 Regional Rd 84 Capreol ON P0M 1H0,restaurant,sudbury
Subway (Restaurant #6024),233 Brady St Sudbury ON P3B 4H5,restaurant,sudbury
Subway (Restaurant #60962),168 Regional Rd 8 Onaping ON P0M 2R0,restaurant,sudbury
Sudbury Downs - Champion Lounge,400 Bonin Rd Chelmsford ON P0M 1L0,restaurant,sudbury
Sudbury Sapporo Ichibang,67 Cedar St Sudbury ON P3E 1A7,restaurant,sudbury
Sudbury Subs,3-208 Loach's Rd Sudbury ON P3E 2P7,restaurant,sudbury
Sugar Bush Canadian Coffee House,22 Yonge Street Kagawong Ontario P0P 1J0,restaurant,sudbury
Sukhdev Restaurant and Inn,585 Centre St Espanola ON P5E 1J9,restaurant,sudbury
Sun Wah,1540 Lasalle Blvd Sudbury ON P3A 1Z7,restaurant,sudbury
Suzanne's Sub Shop,4533 Notre Dame Ave Hanmer ON P3P 1X5,restaurant,sudbury
Swiss Chalet,1109 Barrydowne Rd Sudbury ON P3A 5Z9,restaurant,sudbury
