name,address,type,unit
BENTO SUSHI,"#1187 Fischer-Hallman Rd,  Kitchener ON N2E 4H9",,waterloo
BERLIN 95,"#380 Lake Louise Blvd,  Waterloo ON N2V 2H2",,waterloo
BEST ASIAN GROCERS,"#F-500 Can-Amera Pky,  CAMBRIDGE ON N1T 0A2",,waterloo
BEST WESTERN PLUS,"#730 OLD HESPELER RD,  CAMBRIDGE ON N3H 5L8",,waterloo
BEST WESTERN PLUS - BISTRO 54/7,"#547 King St N,  Waterloo ON N2L 5Z7",,waterloo
BESTVILLE KITCHEN,"#J-500 Can-Amera Pky,  Cambridge ON N1T 0A2",,waterloo
BESTVILLE PIZZA,"#E- 500 Can-Amera Pky Cambridge,  ON N1T 0A2",,waterloo
BETHANY EVANGELICAL CHURCH,"#160 LANCASTER ST E,  KITCHENER ON N2N 1N2",,waterloo
BETTER CHEF,"#22-160 University Avenue West,  Waterloo ON",,waterloo
BHIMA'S WARUNG,"#262 KING ST N,  WATERLOO ON N2J 2Y9",,waterloo
BIANCA'S PIZZA,"#363 KING ST N,  WATERLOO ON N2J 2Z4",,waterloo
BIG BEAR FOOD MART,"#1-1401 River RD,  KITCHENER ON",,waterloo
BIG BEAR FOOD MART,"#585 WEBER ST N,  WATERLOO ON N2V 1V8",,waterloo
BIG BEAR FOOD MART,"#159 HIGHLAND RD E,  KITCHENER ON N3M 3W1",,waterloo
BIG BITE PIZZA AND WINGS,"#A-645 LAURELWOOD DR,  WATERLOO ON N2V 2W9",,waterloo
BIG FAT PITA,"#85 KING ST W,  KITCHENER ON N2G 1A7",,waterloo
BIG GENERAL'S 2 FOR 1 PIZZA,"#564 King St E,  KITCHENER ON N2G 2M1",,waterloo
BIG JOHN SUBS,"#699 BELMONT Ave W,  KITCHENER ON N2M 1P1",,waterloo
BIG ORANGE,"#319-355 HESPELER RD,  CAMBRIDGE ON N1R 6B3",,waterloo
BIG ORANGE,"#N9A- 550 KING ST N,  WATERLOO ON N2L 5W6",,waterloo
BILL'S SUPER VARIETY,"#4-270 BLEAMS RD,  KITCHENER ON N2C 2K6",,waterloo
BINGEMAN COMMISSARY KITCHEN,"#40 SHIRLEY Ave,  KITCHENER ON N2B 2E1",,waterloo
BINGEMAN PARK-EMBASSY ROOM,"#425 BINGEMAN CENTRE DR,  KITCHENER ON N2B 3X7",,waterloo
BINGEMAN PARK-FUNWORX,"#425 BINGEMANS CENTRE DR,  KITCHENER ON N2B 3X7",,waterloo
BINGEMAN PARK-MARSHALL HALL/BALLROOM KITCHEN,"#425 BINGEMAN CENTRE DR,  KITCHENER ON N2B 3X7",,waterloo
BINGEMAN PARK-TIDAL TREATS,"#425 BINGEMANS CENTRE DR,  KITCHENER ON N2B 3X7",,waterloo
BIRDIE'S HOLY GUACAMOLE,"#8-338 Waterloo St,  New Hamburg Ontario",,waterloo
BITE ME SLOWLY,"#112-4195 King Street E,  Kitchener N2P 2E8",,waterloo
BITTE SCHON BRAUHAUS INC,"#68 Huron St,  NEW HAMBURG ON N3A 1K1",,waterloo
BITTERSWEETTART,"#4-100 Park St,  KITCHENER ON N2G 1M6",,waterloo
"BLACK BADGER, THE","#55 WATER ST N,  CAMBRIDGE ON N1R 3B3",,waterloo
BLACK BOX,"#216 and 217-130  Columbia St W,  Waterloo ONT",,waterloo
BLACK HOLE BISTRO - PERIMETER INSTITUTE,"#31 CAROLINE ST N,  WATERLOO ON N2J 2Y5",,waterloo
BLACK ISLAND BAKERY STUDIO,"#291 Hiawatha Dr,  WATERLOO ON N2L 2V9",,waterloo
BLACKBERRY WATERLOO  C,"#2240 University Ave E,  WATERLOO ON N2K 0A9",,waterloo
BLACKMARKET HUMMUS ( MARLEN FAHEL),"#173 Roger St,  WATERLOO ON N2J 1B1",,waterloo
BLACKSHOP RESTAURANT & WINE BAR,"#595 HESPELER RD,  CAMBRIDGE ON N1R 6J3",,waterloo
BLACKWING COFFEE BAR,"#135 George St. N,  Cambridge ON N1S 5C3",,waterloo
BLAIR ROAD PUBLIC SCHOOL - BEFORE AND AFTER SCHOOL PROGRAM,"#85 Sunset Blvd,  CAMBRIDGE ON N1S 1A9",,waterloo
BLISS CREATIONS,"#3692 Nafziger Rd,  Wellesley Ontario",,waterloo
BLOOD SWEAT & SUPPLEMENTS,"#5-1001 Langs Dr,  Cambridge ON N1R-7K7",,waterloo
BLOOMINGDALE COMMUNITY CENTRE,"#1031 Snyders Flat Rd,  Bloomingdale ON N0B 1K0",,waterloo
BLOOMINGDALE MENNONITE CHURCH,"#1151 Snyder's Flats Rd,  WOOLWICH ON N0B 1K0",,waterloo
BLUE WHISK BAKES,"#5 Lowell St N,  Cambridge N1R 5E1",,waterloo
BLUEVALE COLLEGIATE,"#80 BLUEVALE ST N,  WATERLOO ON N2J 3R5",,waterloo
BOARD OF EDUCATION CAFETERIA,"#51 ARDELT Ave,  KITCHENER ON N2C 2E1",,waterloo
"BOAT, THE","#805 King ST N,  WOOLWICH ON N0B 2N0",,waterloo
BOBBA BOY TEA SHOP,"#253 KING ST N,  WATERLOO ON N2J 2Y8",,waterloo
BOBBY O'BRIENS,"#125 KING ST W,  KITCHENER ON N2G 1A7",,waterloo
BO-DE FOODS INC,"#551 PARKSIDE DR,  WATERLOO ON N2L 5E7",,waterloo
BODY READY,"#6-871  Victoria St. N,  Kitchener ON",,waterloo
BODY SYSTEMS NUTRITION,"#5-561 HESPELER RD,  CAMBRIDGE ON N1R 6J4",,waterloo
BOGDA RESTAURANT,"#B103-62 BALSAM ST,  WATERLOO ON N2L 3H2",,waterloo
BOMBAY BHEL,"#G5, G6-4336 King ST E,  KITCHENER ON N2P 3W6",,waterloo
BOMBAY SIZZLER,"#110 MAIN ST,  CAMBRIDGE ON N1R 1V7",,waterloo
BOMBAY83,"#6-1500 Weber St E,  Kitchener ON N2A 2Y5",,waterloo
BON APATREAT,"#3-255 Highview Drive,  Kitchener Ontario N2N 2K7",,waterloo
BONNIE LOU'S CAFE,"#2238 Floradale Rd,  FLORADALE ON N0B 1V0",,waterloo
BOOSTER JUICE,"#355 Hespeler Rd,  Cambridge ON N1R 6B3",,waterloo
BOOSTER JUICE,"#E2-123 Pioneer Dr.,  Kitchener ON N2P2A3",,waterloo
BOOSTER JUICE,"#3A-970 FRANKLIN BLVD,  CAMBRIDGE ON N1R 843",,waterloo
BOOSTER JUICE,"#5-247 KING ST N,  WATERLOO ON N2J 2Y8",,waterloo
BOOSTER JUICE,"#655 FAIRWAY RD S,  KITCHENER ON N2C 1X4",,waterloo
BOOSTER JUICE,"#6-235 THE BOARDWALK ,  KITCHENER ON N2N 0B1",,waterloo
BOREALIS GRILLE & BAR,"#4336 King St E,  KITCHENER ON N2P 3W6",,waterloo
BOSANSKI BUREK,"#27 Lynn Crt,  KITCHENER ON N2A 4H6",,waterloo
BOSS SUPPLEMENTS,"#655 Parkside Dr,  Waterloo ON N2L 5E7",,waterloo
BOSTON PIZZA,"#2-721 OTTAWA ST S,  KITCHENER ON N2E 0A9",,waterloo
BOSTON PIZZA,"#14 PINEBUSH RD,  CAMBRIDGE ON N1R 8K5",,waterloo
BOSTON PIZZA,"#597 KING ST N,  WATERLOO ON N2V 2N3",,waterloo
BOSTON PIZZA,"#205 FRANKLIN BLVD,  CAMBRIDGE ON N1R 8P1",,waterloo
BOSTON PIZZA FOOD TRUCK,"#425 BINGEMANS CENTRE DRIVE,  KITCHENER ON N2B 3X7",,waterloo
BOSTON PIZZA KINGPIN,"#425 BINGEMAN CENTRE DR,  KITCHENER ON N2B 3X7",,waterloo
BOURBON ST. GRILL,"#F9-550 KING ST N,  WATERLOO ON N2L 5W6",,waterloo
BOURBON ST. GRILL,"#2960 KINGSWAY DR,  KITCHENER ON N2C 1X1",,waterloo
"BOUTIQUE BAKER, THE","#1-1225 KING ST E,  CAMBRIDGE ON N3H 3P9",,waterloo
BOUTIQUE CATERING,"#145 Dearborn Pl,  WATERLOO N2J 4N5",,waterloo
BOX MARLEY,"#253 King St N,  Waterloo ON N2J 2Y8",,waterloo
BRADY'S MEAT & DELI,"#8-465 PHILLIP ST,  WATERLOO ON N2L 3X2",,waterloo
BRANT VARIETY,"#70 BRANT RD S,  CAMBRIDGE ON N1S 2W6",,waterloo
BRASON ACADEMY MONTESSORI SCHOOL,"#1 Groh Ave,  CAMBRIDGE ON N3C 1Y6",,waterloo
BREAD & BRETZEL BASKET,"#255 TOLL GATE BLVD,  WATERLOO ON N2L 4M3",,waterloo
