name,address,type,unit
Montana's BBQ and Bar - Restaurant,89 Foster Dr Sault Ste Marie ON P6A 5X6,,algoma
Moose Tracks Cafe - Sunset Shores - Restaurant,10243 Highway 17 N Batchawana ON P0S 1A0,,algoma
Mount Dufour Ski Area - Restaurant,10 Ski Hill Rd Elliot Lake ON P5A 2J6,,algoma
Mountainview Lodge - Restaurant,4280 Highway 556 Searchmont ON P0S1J0,,algoma
Mr. Submarine - Restaurant,255 Trunk Rd Sault Ste. Marie ON P6A 3S7,,algoma
Muio's Restaurant - Restaurant,685 Queen St E Sault Ste. Marie ON P6A 2A6,,algoma
Mulligan's Irish Pub - Restaurant,1804 Queen St E Sault Ste. Marie ON P6A 2G8,,algoma
Mum's Place - Restaurant,4 Prince Edward Walk Elliot Lake ON P5A 2Z7,,algoma
Mustang's Grill - Restaurant,24 Woodward Ave Blind River ON P0R 1B0,,algoma
New York Fries - Restaurant,293 Bay St Sault Ste. Marie ON P6A 1X3,,algoma
Normandy Lodge - Restaurant,Kabenung Lake Dahl Wawa ON P0S 1K0,,algoma
North 82 Steak & Beverage - Restaurant,82 Great Northern Rd Sault Ste. Marie ON P6B 4Y5,,algoma
North of 17 Restaurant - Restaurant,68 Broadway Ave Wawa ON P0S 1K0,,algoma
Northcrest Bowling Lanes - Restaurant,229 Great Northern Rd Sault Ste. Marie ON P6B 4Z2,,algoma
Northwinds Restaurant - Restaurant,Vankoughne-2771 Highway 17 N Goulais River ON P0S 1E0,,algoma
Odeno - Sault College Student's Union - Restaurant,443 Northern Ave Sault Ste. Marie ON P6B 4J3,,algoma
Oh Sweet Cheese Us - Restaurant,1195 Richards Street Richards Landing ON P0R 1J0,,algoma
Pier Seventeen - Restaurant,1-Causley St Blind River ON P0R 1B0,,algoma
Pita Pit - Restaurant,659 Queen St E Sault Ste. Marie ON P6A 2A6,,algoma
Pita Pit - Restaurant,710 Second Line Sault Ste Marie ON,,algoma
Popeye's Louisiana Kitchen - Restaurant,1 Great Northern Road Sault Ste. Marie ON P6B 4Y4,,algoma
Primo Pizza - Restaurant,151 Trunk Rd Sault Ste. Marie ON P6A 3S5,,algoma
Q Cafe & Bakery - Restaurant,508 Queen St E Sault Ste Marie ON P6A 2A1,,algoma
QDOBA - Restaurant,747 Great Northern Road Sault Ste. Marie ON P6B 5X5,,algoma
Quattro Vinotecca - Restaurant,229 Great Northern Road Sault Ste. Marie ON P6B 4Z2,,algoma
Red Top Motor Inn - Restaurant,22133 Highway 17 Iron Bridge ON P0R 1H0,,algoma
