name,address,unit,group
CLASSIC INDIAN RESTAURANT,"#3-10 Wyman Rd,  Waterloo ON N2V 1K7",waterloo,control
CLEAN FORK,"#139 FERRIS DRIVE,  WELLESLEY ON N0B 2T0",waterloo,control
CLOVERLEAF FARMS,"#4-3589 BLEAMS RD,  NEW HAMBURG ON N3A 2J1",waterloo,control
CLUB ELEMENTS,"#90 KING ST W,  KITCHENER ON N2G 1A6",waterloo,control
CNC VARIETY,"#195 WATERLOO ST,  NEW HAMBURG ON N0B 2G0",waterloo,control
COBBLE CREEK RESIDENCE INC.,"#210 Woolwich St,  Kitchener ON N2K 1S7",waterloo,control
COBS BREAD,"#6-245 The Boardwalk ,  Waterloo ON N2T 0A6",waterloo,control
COBS BREAD FAIRWAY PLAZA,"#B2-10 Manitou Drive,  Kitchener ON N2C 2N3",waterloo,control
COCABELLA CAKE STUDIO/THE SQUEAKY ROLLING PIN COOKIE CO.,"#2151 KINGSWAY DR,  KITCHENER ON N2C 1A1",waterloo,control
COCO FRESH TEA AND JUICE,"#3-203 Lester St,  WATERLOO ON N2L 0B5",waterloo,control
COFFEE & T,"#3650 Lobsinger Line ,  St. Clements ON",waterloo,control
COFFEE CULTURE,"#1-215 The Boardwalk,  KITCHENER ON N2N 0B1",waterloo,control
COFFEE CULTURE CAFE & EATERY,"#138 Main St,  CAMBRIDGE ON N1R 1V7",waterloo,control
COFFEE CULTURE CAFE & EATERY,"#1 King St W,  KITCHENER ON N2G 1A1",waterloo,control
"COFFEE HOUSE ON GREENBROOK, THE","#15-421 Greenbrook Drive,  Kitchener ON N2M 4K1",waterloo,control
COFFEE OF THE WORLD,"#1A-573 King St N,  WATERLOO ON N2L 5Z7",waterloo,control
COFFEE TIME,"#2351 FISCHER-HALLMAN RD,  NORTH DUMFRIES ON N0B 2E0",waterloo,control
COFFEE TIME DONUTS,"#255 KING ST W,  KITCHENER ON N2G 4P9",waterloo,control
COLIN'S HOT DOG CART,"#3188 KING ST E,  KITCHENER ON N2A 1B3",waterloo,control
COLUMBIA FOREST LONG TERM CARE CENTRE,"#650 MOUNTAIN MAPLE AVE,  WATERLOO ON N2V 2P7",waterloo,control
COLUMBUS CONFERENCE CENTRE,"#145 DEARBORN PL,  WATERLOO ON N2J 4N5",waterloo,control
COME FRY WITH ME,"#4592 KING ST E,  KITCHENER ON N2P 2G6",waterloo,control
COMMERCIAL TAVERN,"#1303 MARYHILL RD,  MARYHILL ON N0B 2B0",waterloo,control
COMMUNITY KITCHEN CO-OPERATIVE KITCHENER,"#23 Water St N,  Kitchener ON N2H 5A4",waterloo,control
COMMUNITY LIVING CAMBRIDGE - NORTH LODGE,"#162 HESPELER RD,  CAMBRIDGE ON N1R 6V7",waterloo,control
COMMUNITY LIVING CAMBRIDGE - SOUTH LODGE,"#162 HESPELER RD,  CAMBRIDGE ON N1R 6V7",waterloo,control
CONCORDIA CLUB,"#429 OTTAWA ST S,  KITCHENER ON N2M 3P6",waterloo,control
CONCORDIA FARM CAMPGROUND - HOME ON THE RANGE,"#1212 CHRISTNER RD,  WILMOT ON N3A 3K6",waterloo,control
CONESTOGA CATERING,"#110 MANITOU DR,  KITCHENER ON N3A 4M6",waterloo,control
CONESTOGA COLLEGE - BLOOM RESTAURANT,"#108 UNIVERSITY Ave E,  WATERLOO ON N2J 2W2",waterloo,control
CONESTOGA COLLEGE - CHARTWELLS MAIN KITCHEN,"#299 DOON VALLEY DR,  KITCHENER ON N2G 4M4",waterloo,control
CONESTOGA COLLEGE - KING EDWARD YOUTH DEVELOPMENT PROGRAM,"#709 KING ST W,  KITCHENER ON N2G 1E3",waterloo,control
CONESTOGA COLLEGE CHILD MINDING WATERLOO,"#108 University Ave E,  Waterloo ON N2J 2W2",waterloo,control
CONESTOGA COLLEGE DAY CARE - DOON,"#299 DOON VALLEY DR,  KITCHENER ON N2G 4M4",waterloo,control
CONESTOGA COLLEGE JF CARMICHAEL YDP,"#80 Patricia Ave,  KITCHENER ON N2M 1J3",waterloo,control
CONESTOGA CONVENIENCE,"#E-209 LEXINGTON RD,  WATERLOO ON N2K 2E1",waterloo,control
CONESTOGA COUNTRY CLUB,"#400 GOLF COURSE RD,  CONESTOGO ON N0B 1N0",waterloo,control
CONESTOGA LODGE,"#55 HUGO CRES,  KITCHENER ON N2M 5J1",waterloo,control
CONESTOGA STUDENT SERVICES INCORPORATED(PITA PIT),"#299 Doon Valley DR,  KITCHENER ON N2G 4M4",waterloo,control
CONFECTIONERY COUSINS,"#5-73 Hincks St,  NEW HAMBURG ON N3A 2N2",waterloo,control
CONRAD CENTRE FOR THE PERFORMING ARTS,"#36 KING ST W,  KITCHENER ON N2G 1A3",waterloo,control
CONRAD GREBEL COLLEGE,"#140 WESTMOUNT RD N,  WATERLOO ON N2L 3G1",waterloo,control
CONTINENTE AZORES PASTRY AND CATERING,"#47 Hazelwood Cres,  CAMBRIDGE ON N1R 7T8",waterloo,control
CONVENIENCE AT DUKE,"#8 Duke St E,  KITCHENER ON N2H 1A3",waterloo,control
COPPER BRANCH,"#106-80 KING ST S,  WATERLOO ON N2J 1P5",waterloo,control
CORA BREAKFAST AND LUNCH,"#75 King St S,  WATERLOO ON N2J 1P2",waterloo,control
CORE LIFESTYLE & RECREATION CENTER,"#401 NEW DUNDEE RD,  North Dumfries ON N2P 2N8",waterloo,control
"CORNER STORE, THE","#5190 AMENT LINE,  LINWOOD ON N0B 2A0",waterloo,control
CORONATION EARLY LEARNING CENTRE,"#C2-765 Coronation Blvd,  Cambridge ON N1R 0B6",waterloo,control
COSTCO,"#4438 KING ST E,  KITCHENER ON N2E 3W6",waterloo,control
COSTCO WHOLESALE,"#930 ERB St WST,  WATERLOO ON N2J 3Z4",waterloo,control
COUNTERPOINT BREWING COMPANY INC,"#4-935 FREDERICK ST,  KITCHENER ON N2B 2B9",waterloo,control
COUNTRY BOY FAMILY RESTAURANT,"#5 MANITOU DR,  KITCHENER ON N2C 2J6",waterloo,control
COUNTRY BULK,"#845 WEBER ST N,  WOOLWICH ON N2J 4G8",waterloo,control
COUNTRY GARDENS SNACK BAR,"#1335 WITMER RD,  WILMOT ON N0B 2H0",waterloo,control
COUNTRY GIRL FAMILY RESTAURANT,"#15-561 HESPELER RD,  CAMBRIDGE ON N1R 6J4",waterloo,control
COUNTRY HILLS COMMUNITY CENTRE,"#100 RITTENHOUSE RD,  KITCHENER ON N2E 2M9",waterloo,control
COUNTRY PANTRY,"#3048 Lobsinger Line,  HEIDELBERG ON N0B 2M1",waterloo,control
COUNTRY STYLE PRODUCTS,"#4933 WILMOT-EASTHOPE RD,  WILMOT ON N0B 2T0",waterloo,control
COURT AT LAURELWOOD,"#605 LAURELWOOD DR,  WATERLOO ON N2V 2W7",waterloo,control
COURTLAND ESSO,"#1321 COURTLAND Ave E,  KITCHENER ON N2C 1K8",waterloo,control
COURTYARD KITCHENS THE,"#104-141 Whitney Pl,  KITCHENER ON N2G 2X8",waterloo,control
COURTYARD MARRIOTT,"#50 BENJAMIN RD,  WOOLWICH ON N2V 2G8",waterloo,control
CRABBY JOE'S TAP & GRILL,"#65 University Ave E,  WATERLOO ON N2J 2V9",waterloo,control
CRABBY JOE'S TAP & GRILL,"#70 KING ST E,  KITCHENER ON N2G 2K6",waterloo,control
CRAFTY RAMEN,"#5-276 King Street W,  Kitchener ON N2G 1B6",waterloo,control
CRAZY CANUCK,"#845 Weber ST N,  WOOLWICH ON N2J 4G8",waterloo,control
CRAZY CANUCK CABOOSE,"#845 WEBER ST N,  Woolwich ON N0B 2N0",waterloo,control
CRAZY CANUCK SMALL TRUCK,"#845 WEBER ST N,  WOOLWICH ON N0B 2M0",waterloo,control
"CRAZY CANUCK, THE","#141 Ontario St N,  Kitchener ON N2H 4Y5",waterloo,control
CREATIVE BEGINNINGS CHILD CARE CENTRE - SIR ADAM BECK,"#1140 Snyder's RD W,  WILMOT ON N3A 3L3",waterloo,control
CREATIVE BEGINNINGS DAY CARE,"#155 LIVINGSTON BLVD,  BADEN ON N3A 4M6",waterloo,control
CREEKSIDE PHEASANTRY,"#5420 Streicher Line,  Wellesley ON N0K 1L0",waterloo,control
CREMA PASTRY AND BAKE SHOP,"#17-421 GREENBROOK DR,  KITCHENER ON N2M 4K1",waterloo,control
CREME CAFE,"#101-2 QUEEN ST E,  CAMBRIDGE ON N3C 2A6",waterloo,control
CREPE DE LICIOUS,"#352-355 Hespeler RD,  CAMBRIDGE ON N1R 6B3",waterloo,control
CRESSMANS MEATS LTD.,"#562 HURON ST,  NEW HAMBURG ON N3A 1J9",waterloo,control
CRISPY SLICE,"#A7-2480 Homer Watson Blvd,  Kitchener Ontario N2P 2R5",waterloo,control
CROSSROADS BOARD GAME CAFE,"#11-258 King St N,  WATERLOO ON N2J 2Y9",waterloo,control
CROWSFOOT SMOKEHAUS,"#-1872 SAWMILL ROAD,  CONESTOGO ON N0B1N0",waterloo,control
CRYSTAL PALACE CHINESE RESTAURANT,"#10 KING ST S,  WATERLOO ON N2J 1N8",waterloo,control
CRYSTAL VIEW MENNONITE CHURCH,"#2167 FLORADALE RD,  FLORADALE ON N0B 1V0",waterloo,control
CS BAKED GOODS,"#33 Queen St S,  Kitchener",waterloo,control
CS BAKED GOODS,"#V17 -  154 Victoria St. S,  Kitchener ON N2G 2B5",waterloo,control
CT SHAWARMA,"#500-115 Christopher Dr,  CAMBRIDGE ON N1R 4S1",waterloo,control
"CULINARY STUDIO KW INC, THE","#A-740 BELMONT Ave W,  KITCHENER ON N2M 1P2",waterloo,control
"CULTURE BOX, THE","#188 HIGHLAND ROAD WEST,  KITCHENER ON N2M 3C2",waterloo,control
CULTURES,"#F12-550 KING ST N,  WATERLOO ON N2L 5W6",waterloo,control
D SPOT CAFE,"#1002-225 Fairway Rd S,  Kitchener ON N2C 1X2",waterloo,control
"DAILY GRILL, THE","#7-615 DAVENPORT RD,  WATERLOO ON N2V 2G2",waterloo,control
DAIRY QUEEN,"#238 WEBER ST N,  WATERLOO ON N2J 3H4",waterloo,control
DAIRY QUEEN,"#328 KING ST E,  CAMBRIDGE ON N3H 3M8",waterloo,control
DAIRY QUEEN,"#13-720 WESTMOUNT RD E,  KITCHENER ON N2E 2M6",waterloo,control
DAIRY QUEEN,"#258 WATER ST N,  CAMBRIDGE ON N1R 3C2",waterloo,control
DAIRY QUEEN,"#120 OTTAWA ST N,  KITCHENER ON N2H 3K4",waterloo,control
DAIRY QUEEN,"#123 PIONEER DR,  KITCHENER ON N2P 1K8",waterloo,control
DAIRY QUEEN,"#A1-628 KING ST N,  WATERLOO ON N2B 0C7",waterloo,control
DAIRY QUEEN,"#50 WESTMOUNT RD N,  WATERLOO ON N2L 2R5",waterloo,control
DAIRY QUEEN,"#140-600 LAURELWOOD DR,  WATERLOO ON N2V 0A2",waterloo,control
DAIRY QUEEN  BOARDWALK,"#1-330 The Boardwalk,  WATERLOO ON N2T 0A6",waterloo,control
DAIRY QUEEN ORANGE JULIUS,"#C031- 2960 KINGSWAY DR,  KITCHENER ON N2C 1X1",waterloo,control
DAIRY QUEEN/ORANGE JULIUS,"#355 HESPELER RD,  CAMBRIDGE ON N1R 6B3",waterloo,control
DAISY MART,"#21 McKay ST,  CAMBRIDGE ON N1R 4G2",waterloo,control
DAISY MART,"#500 GLEN FORREST BLVD,  WATERLOO ON N2L 5G4",waterloo,control
DAISY MART,"#3-304 ST ANDREWS ST,  CAMBRIDGE ON N2S 1P3",waterloo,control
DAISY MART,"#1241 OTTAWA ST S,  KITCHENER ON N2E 1L9",waterloo,control
DAISY MART- FISCHER HALLMAN,"#8-851 Fischer-Hallman Rd,  KITCHENER ON N2M 5N8",waterloo,control
DAKSHIN,"#5A-600 Hespeler Rd,  N1R 6J8",waterloo,control
DALLAS,"#312 KING ST W,  KITCHENER ON N2G 1B7",waterloo,control
DANA SHORTT GOURMET INC,"#101-55 ERB ST E,  WATERLOO ON N2J 4K8",waterloo,control
DANIEL'S CHEESE AND DELI,"#4-250 THOMPSON DR,  CAMBRIDGE ON N1T 2E3",waterloo,control
DARING RESIDENTIAL HOMES,"#226 QUEEN ST S,  KITCHENER ON N2G 1W3",waterloo,control
DARLISE CAFE,"#33 Queen St S,  KITCHENER ON N2G 1V8",waterloo,control
DAS FRITTER HAUS,"#44 Woolwich St,  KITCHENER ON N2K 1S1",waterloo,control
DAVENPORT CATERING,"#6-100 FROBISHER DR,  WATERLOO ON N2V 2A1",waterloo,control
DAVENPORT PIZZA,"#5-615 DAVENPORT RD,  WATERLOO ON N2L 5Z3",waterloo,control
DAVID MARTIN,"#5190 AMENT LINE LINWOOD,  ON N0B 2A0",waterloo,control
DAVID SIMON BROUGHTON  2ND,"#336 Eagle St N,  Cambridge N3H 1C2",waterloo,control
DAVID'S FRESH CUT FRIES,"#36 LANCASTER ST W,  KITCHENER ON N2H 4S9",waterloo,control
DAVIDSTEA,"#114B-355 HESPELER RD,  CAMBRIDGE ON N1R 6B3",waterloo,control
DAVIDSTEA,"#2960 KINGSWAY DR,  KITCHENER ON N2C 1X1",waterloo,control
DEARBORN RESTAURANT,"#12-105 LEXINGTON RD,  WATERLOO ON N2J 4R7",waterloo,control
DEBRODNIKS DONUTS,"#6-36 Northfield Dr,  Waterloo ON N2V 2G2",waterloo,control
DEBRODNIKS DONUTS,"#8-700 Strasburg Rd,  KITCHENER ON N2E 2M2",waterloo,control
DEER RIDGE GOLF CLUB,"#200 DEER RIDGE DR,  KITCHENER ON N2P 2K5",waterloo,control
DEE'S BAKERY,"#118 St Andrews St,  CAMBRIDGE ON N1S 1M8",waterloo,control
DELI WORKS - PARTY SOLUTIONS,"#40 WEBER ST E,  KITCHENER ON N2H 6R3",waterloo,control
DELICIOUS PIZZA BAKERY,"#900 FAIRWAY CRES,  KITCHENER ON N2A 0A1",waterloo,control
DELS,"#2980 KING ST E,  KITCHENER ON N2A 1A9",waterloo,control
DELTA HOTEL SERVERY,"#110 Erb St W,  WATERLOO ON N2L 6C2",waterloo,control
DERBECKER'S HERITAGE HOUSE,"#54 EBY ST,  ST. JACOBS ON N0B 2N0",waterloo,control
DEROS ESSO/ TIM HORTONS,"#593 VICTORIA ST N,  KITCHENER ON N2H 5B9",waterloo,control
DESCENDANTS BEER & BEVERAGE LTD,"#319 Victoria St N,  KITCHENER ON N2H 5E1",waterloo,control
DESIGN ME A CUPCAKE,"#16 BOWIE DR,  CAMBRIDGE ON N1R 8M4",waterloo,control
DETTWEILER'S SAUSAGE,"#2057 VICTORIA ST N,  BRESLAU ON N0B 1M0",waterloo,control
DI PATTY SHOP,"#5-368 Queen ST W,  Cambridge ON N3C 1G8",waterloo,control
DI PIETRO'S,"#30 GLAMIS RD,  CAMBRIDGE ON N1R 7H5",waterloo,control
DIA'S DELI,"#14-100 PARK ST,  KITCHENER ON N2G 1M6",waterloo,control
DINO'S PIZZA & WINGS,"#40 DUNDAS ST S,  CAMBRIDGE ON N1R 5N6",waterloo,control
"DISPENSARY, THE","#10 Victoria St S,  KITCHENER ON N2G 1J8",waterloo,control
DISTINCTLY TEA INC.,"#5-187 King St S,  WATERLOO ON N2J 1R1",waterloo,control
DISTRICT NIGHTCLUB,"#667 KING ST W,  KITCHENER ON N2G 1C9",waterloo,control
DIVA PETROLEUM,"#22 Concession ST,  CAMBRIDGE ON N1R 2G7",waterloo,control
DIVE BAR,"#85 KING ST N,  WATERLOO ON N2J 2X3",waterloo,control
DIVINE-O-MITE-FOOD TRUCK,"#485 Dundas St N,  Cambridge ON N1R 5R6",waterloo,control
DIWAN RESTAURANT,"#9,10,11-1001 Langs DR,  CAMBRIDGE ON N1R 7K7",waterloo,control
DJ'S LAUNDRY & CAFE,"#751 VICTORIA ST S,  KITCHENER ON N2M 3B2",waterloo,control
DOGGSHOPPE T.O.,"#99 Regina St S,  Waterloo ON N2J 4V3",waterloo,control
DOLLAR HAVEN & DISCOUNT,"#385 WATERLOO ST,  NEW HAMBURG ON N3A 1S6",waterloo,control
DOLLAR MART,"#11-274 HIGHLAND RD W,  KITCHENER ON N2M 3C5",waterloo,control
DOLLAR PLUS DEALS,"#800-115 Christopher Dr,  Cambridge ON N1R 4S1",waterloo,control
DOLLAR POWER,"#6D-75 Dundas St S,  CAMBRIDGE ON N1R 6G5",waterloo,control
DOLLAR TREE,"#20B-700 STRASBURG RD,  KITCHENER ON N2E 2M2",waterloo,control
DOLLAR TREE,"#585 Weber St N,  Waterloo ON",waterloo,control
DOLLAR TREE,"#1005 Ottawa St N,  Kitchener ON",waterloo,control
DOLLAR TREE CANADA,"#180 Holiday Inn Dr,  CAMBRIDGE ON N3C 1Z4",waterloo,control
DOLLARAMA,"#462 Albert Street,  Waterloo ON N2L 3V4",waterloo,control
DOLLARAMA,"#1 HESPELER RD,  CAMBRIDGE ON N1R 8L4",waterloo,control
DOLLARAMA,"#16, 17, 19-130 Cedar ST,  CAMBRIDGE ON N1S 1W4",waterloo,control
DOLLARAMA,"#385 FREDERICK ST,  KITCHENER ON N2H 2P2",waterloo,control
DOLLARAMA,"#53 King St E,  KITCHENER ON",waterloo,control
DOLLARAMA,"#125-980 FRANKLIN BLVD,  CAMBRIDGE ON N1R 8R3",waterloo,control
DOLLARAMA,"#700 WESTMOUNT RD E,  KITCHENER ON N2E 2M6",waterloo,control
DOLLARAMA,"#450 ERB ST W,  WATERLOO ON N2T 1H4",waterloo,control
DOLLARAMA,"#2-330 Farmer's Market Rd,  WOOLWICH ON N2V 0A5",waterloo,control
DOLLARAMA,"#600 LAURELWOOD DR,  WATERLOO ON N2V 0A2",waterloo,control
DOLLARAMA,"#655 Fairway Rd,  KITCHENER ON N2C 1X4",waterloo,control
DOLLARAMA,"#42 PINEBUSH RD,  CAMBRIDGE ON N1R 8K5",waterloo,control
DOLLARAMA,"#370 Highland Rd,  Kitchener ON N2M 5J9",waterloo,control
DOLLARAMA,"#1400 Ottawa St S,  KITCHENER ON",waterloo,control
DOLLARAMA,"#564 King Street North,  Waterloo ON",waterloo,control
DOLLARAMA,"#31 & 33-200 FRANKLIN BLVD,  CAMBRIDGE ON N1R 8N8",waterloo,control
DOLLARAMA,"#123 Pioneer Park,  Dr. Kitchener ON N2P 2A3",waterloo,control
DOLLARAMA,"#6-525 Highland Rd W,  KITCHENER ON N2M 5K1",waterloo,control
DOLLARAMA,"#355 HESPELER RD,  CAMBRIDGE ON N1R 6B3",waterloo,control
DOLLARAMA,"#551 HESPELER RD,  CAMBRIDGE ON N1R 6J3",waterloo,control
DOLLARAMA,"#1375 WEBER ST E,  KITCHENER ON N2A 3Y7",waterloo,control
DOLLARAMA,"#1-295 The Boardwalk,  WATERLOO ON N2T 0A6",waterloo,control
DOMACHOWSKA HOT DOG CART,"#195 King St W,  Kitchener ON",waterloo,control
DOMINO'S,"#221 Holiday Inn Dr.,  CAMBRIDGE ON N3C 3T2",waterloo,control
DOMINO'S PIZZA,"#4B-655 Fairway Rd. S,  Kitchener ON N2C 1X4",waterloo,control
DOMINO'S PIZZA,"#2-450 COLUMBIA ST W,  WATERLOO ON N2T 2W1",waterloo,control
DOMINO'S PIZZA,"#3B-800 FRANKLIN BLVD,  CAMBRIDGE ON N1R 7Z1",waterloo,control
DOMINO'S PIZZA,"#1241 WEBER ST E,  KITCHENER ON N2A 1C2",waterloo,control
DOMINO'S PIZZA,"#110-325 MAX BECKER DR,  KITCHENER ON N2E 4H5",waterloo,control
DOMINO'S PIZZA,"#-809 VICTORIA STREET NORTH,  KITCHENER ON",waterloo,control
DOMINO'S PIZZA,"#6-65 University Ave E,  WATERLOO ON N2J 2V9",waterloo,control
DOMINO'S PIZZA,"#B-188 Highland Rd W,  KITCHENER ON N2M 3C2",waterloo,control
DOMINO'S PIZZA,"#1531 EAGLE ST N,  CAMBRIDGE ON N3H 1E1",waterloo,control
DOMINO'S PIZZA,"#5-195 Franklin Blvd,  Cambridge ON N1R 8H3",waterloo,control
DOMINO'S PIZZA,"#190 ST ANDREWS St,  CAMBRIDGE ON N1S 1N5",waterloo,control
DOON PIONEER PARK COMMUNITY CENTRE,"#150 PIONEER DR,  KITCHENER ON N2P 2C2",waterloo,control
DOON PRESBYTERIAN CHURCH,"#35 ROOS ST,  KITCHENER ON N2P 2B9",waterloo,control
DOON VALLEY GOLF COURSE,"#500 DOON VALLEY DR,  KITCHENER ON N2P 1B4",waterloo,control
DOON VALLEY MANOR,"#86 DOON VALLEY DR,  KITCHENER ON N2P 1B2",waterloo,control
DOON VILLAGE RETIREMENT RESIDENCE,"#868 DOON VILLAGE RD,  KITCHENER ON N2P 3A4",waterloo,control
DOREL'S FOOD LTD.,"#101 WHITNEY PL,  KITCHENER ON N2G 2X8",waterloo,control
DOUBLE DEAL PIZZA,"#101 HAZELGLEN DR,  KITCHENER ON N2M 2E4",waterloo,control
DOUBLE DOUBLE PIZZA AND CHICKEN,"#8-347 ERB ST W,  WATERLOO ON N2L 1W4",waterloo,control
DOUBLE DOUBLE PIZZA AND CHICKEN,"#5-95 Saginaw Pky,  CAMBRIDGE ON N1T 1W2",waterloo,control
DOUBLE DOUBLE PIZZA AND CHICKEN,"#300-115 Christopher Dr,  Cambridge ON N1R 4S1",waterloo,control
DOUBLE DOUBLE PIZZA CHICKEN,"#F-3101 KINGSWAY DR,  KITCHENER ON N2C 2M5",waterloo,control
DOUBLE DOUBLE PIZZA CHICKEN,"#153 KING ST W,  KITCHENER ON N2G 1A7",waterloo,control
DOUBLE TASTE SHAWARMA,"#3-130 Cedar St,  Cambridge ON N1S 1W4",waterloo,control
DOUBLE TASTE SHAWARMA,"#123 Pioneer Dr,  E103 Kitchener ON N2P 2A3",waterloo,control
DOWNTOWN COMMUNITY CENTRE - NEIGHBOURHOOD KITCHEN,"#B-35 Weber St W,  KITCHENER ON N2H 3Z1",waterloo,control
DOWNTOWN COMMUNITY CENTRE-MAIN KITCHEN,"#35 WEBER ST W,  KITCHENER ON N2H 3Z1",waterloo,control
DOWNTOWN COMMUNITY CENTRE-TUCK SHOP,"#35 WEBER ST W,  KITCHENER ON N2H 3Z1",waterloo,control
DRAGON CITY CHINESE RESTAURANT,"#5-970 FRANKLIN BLVD,  CAMBRIDGE ON N1R 8R3",waterloo,control
DRAGON CITY CHINESE RESTAURANT,"#130 CEDAR ST,  CAMBRIDGE ON N1S 1W4",waterloo,control
DRIFTWOOD PARK CHILD CARE CENTRE,"#50 PARKLAND CRES,  KITCHENER ON N2N 1S4",waterloo,control
DT SHAWARMA,"#102-1405 Ottawa St N,  Kitchener ON N2A3Z1",waterloo,control
DUKE AND THE DUCHESS,"#900 JAMIESON PKY,  CAMBRIDGE ON N3C 4N6",waterloo,control
"DUKE CORNER STORE, THE","#10 WATER ST N,  KITCHENER ON N2H 5A5",waterloo,control
DUKE OF WELLINGTON,"#33 ERB ST W,  WATERLOO ON N2L 1S8",waterloo,control
DUKE'S DUGOUT,"#1935 Rogers Dr,  CAMBRIDGE ON N3H 4C8",waterloo,control
DUNCAN MCINTOSH ARENA CANTEEN,"#200 CHRISTOPHER DR,  CAMBRIDGE ON N1R 4S4",waterloo,control
DUNDEE COUNTRY CLUB,"#1801 QUEEN ST N,  WILMOT ON N0B 2E0",waterloo,control
DUNDEE DRIVIN' DINER,"#525 New Bedford Dr,  Waterloo ON N2K 4G5",waterloo,control
DUTCHIE'S FRESH MARKET,"#25 BRUCE ST,  KITCHENER ON N2B 1Y4",waterloo,control
DUTCHIE'S FRESH MARKET,"#663 Erb St W,  WATERLOO ON N2J 3Z4",waterloo,control
DVAS CUSTOM CAKES & TREATS,"#5-383 Elgin St N,  CAMBRIDGE ON",waterloo,control
DYER SWEETS,"#-5 Church St W,  Elmira Ontario N3B 1M2",waterloo,control
DYNAMITE PIZZA,"#501 KRUG ST,  KITCHENER ON N2B 1L3",waterloo,control
E.J.'S AT BADEN,"#39 SNYDER'S RD W,  BADEN ON N0B 1G0",waterloo,control
E.V.O. KITCHEN,"#31 Water St S,  CAMBRIDGE ON",waterloo,control
EAGLE CONVENIENCE,"#1390 EAGLE ST N,  CAMBRIDGE ON N3H 1C7",waterloo,control
EAGLE MINI MART,"#1531 EAGLE ST N,  CAMBRIDGE ON N3H 1E1",waterloo,control
EARLIDALE MEATS,"#2065 FLORADALE RD,  WOOLWICH ON N3B 2Z1",waterloo,control
EARLY YEARS EDUCATION SYSTEM,"#1284 Ottawa Street South,  Kitchener ON N2E 1M1",waterloo,control
EAST AFRICAN CAFE,"#C-50 Ontario St S,  KITCHENER ON N2G 1X4",waterloo,control
EAST SIDE MARIO'S,"#450 KING ST N,  WATERLOO ON N2J 2Z5",waterloo,control
EAST SIDE MARIO'S,"#355 HESPELER RD,  CAMBRIDGE ON N1R 6B3",waterloo,control
EAST SIDE SHAWARMA AND KABAB,"#6B-3101 KINGSWAY DR,  KITCHENER ON N2C 2M5",waterloo,control
EASTWOOD COLLEGIATE INSTITUTE CAFETERIA,"#760 WEBER ST E,  KITCHENER ON N2H 1H6",waterloo,control
"EASY POUR WINE BAR, THE","#1660 BLAIR RD,  CAMBRIDGE ON N3H 4R8",waterloo,control
EASY SEAFOOD,"#980 FRANKLIN BLVD,  CAMBRIDGE ON N1R 8R3",waterloo,control
EATING CLOUDS FOOD TRUCK,"#99 Regina St S,  Waterloo Ontario N2J 4V3",waterloo,control
EBY MANOR LTD.,"#1174 WEEBY PL,  WOOLWICH ON N2J 4G8",waterloo,control
EBY VILLAGE,"#50 EBY ST S,  KITCHENER ON N2G 3L1",waterloo,control
EBYTOWN FOOD CO-OP,"#43 QUEEN ST S,  KITCHENER ON N2G 1V8",waterloo,control
ECO-CAFE,"#1441 King St N,  St. Jacobs ON N0B 2N0",waterloo,control
ECOLE SECONDAIRE CATHOLIQUE (E.S.C.) PERE RENE DE GALINEE,"#450 MAPLE GROVE RD,  CAMBRIDGE ON N3H 4R7",waterloo,control
ECONOMICAL MUTUAL INSURANCE,"#111 WESTMOUNT RD S,  WATERLOO ON N2L 2L6",waterloo,control
EDELWEISS - REGION OF WATERLOO HEADQUARTERS,"#150 FREDERICK ST,  KITCHENER ON N2H 2L9",waterloo,control
EDELWEISS TAVERN,"#600 DOON VILLAGE RD,  KITCHENER ON N2P 1G6",waterloo,control
EDIBLE ARRANGEMENTS,"#B4-583 KING ST N,  WATERLOO ON N2V 2E5",waterloo,control
EDIBLE ARRANGEMENTS,"#13-525 Hespeler Rd,  Cambridge ON N1R 6J2",waterloo,control
EDITH MACINTOSH CHILDREN'S CENTRE,"#104 STIRLING Ave S,  KITCHENER ON N2G 3N9",waterloo,control
EDUKIDS,"#499 HESPELER RD,  CAMBRIDGE ON N1R 8J6",waterloo,control
EDWARD FAMILY ORGANICS,"#5295 William Hastings Line Millbank,  Ontario N0K 1L0",waterloo,control
EGG ROLL KING,"#85 COURTLAND Ave E,  KITCHENER ON N2G 2T6",waterloo,control
EJ'S FRYTASTIC,"#20A Arthur St N,  ELMIRA ON N3B 1Z9",waterloo,control
EL MILAGRO FOOD TRUCK AND CATERING,"#99 Regina St S,  Waterloo Ontario N2J 4V3",waterloo,control
ELEVENSES,"#316-25 FREDERICK ST,  KITCHENER ON N2H 6M8",waterloo,control
ELGIN MINI MART,"#3-79 ELGIN ST N,  CAMBRIDGE ON N1R 5H4",waterloo,control
ELITE DAYCARE,"#445 THOMPSON Dr,  CAMBRIDGE ON N1K 2K7",waterloo,control
ELIXIR BISTRO,"#34 MAIN ST,  CAMBRIDGE ON N1R 1V4",waterloo,control
ELLISON'S BISTRO,"#14 CHARLES ST W,  KITCHENER ON N2E 1H2",waterloo,control
ELMIRA & DISTRICT CURLING CLUB,"#40 ELDALE RD,  WOOLWICH ON N3B 2C7",waterloo,control
ELMIRA BOWL,"#15 FIRST ST E,  ELMIRA ON N3B 2E6",waterloo,control
