Facility Name,Site Address,Facility Type,Last Inspection Date
Koolini's,1520 Tecumseh Rd E Windsor ON N8W 1C4,Restaurant (Full Service),02-Dec-2020
Kubba Kamil,787 Wyandotte St E Windsor ON N9A 3J5,Restaurant (Full Service),10-Dec-2020
Kurley's,1080 Erie St E Windsor ON N9A 3Z1,Restaurant (Full Service),04-Mar-2020
L & S Tecumseh Submarine,11977 Tecumseh Rd E Tecumseh ON N9N 1L8,Restaurant (Full Service),04-Mar-2020
La Casa De Las Arepas,A-11 Talbot St E Leamington ON N8H 1L1,Restaurant (Full Service),26-Jan-2021
La Contessa,780 Erie St E Windsor ON N9A 3Y2,Restaurant (Full Service),22-Jan-2020
La Guardia,59 Pitt St E Windsor ON N9A 2V3,Restaurant (Full Service),02-Oct-2020
La Michoacana,130 Erie St N Leamington ON N8H 3A2,Restaurant (Full Service),28-Oct-2020
La Rocca,9530 Walker Rd McGregor ON N0R 1J0,Restaurant (Full Service),01-Dec-2020
La Rucola,1-3-1614 Lesperance Rd Tecumseh ON N8N 1Y3,Restaurant (Full Service),06-Aug-2020
La Sierra,159 Talbot St E Leamington ON N8H 1M2,Restaurant (Full Service),30-Nov-2020
La Taberna,39 Erie St S Leamington ON N8H 3A8,Restaurant (Full Service),06-Nov-2020
LA Town Grill,5-5975 Malden Rd LaSalle ON N9H 1S6,Restaurant (Full Service),06-Oct-2020
Lakeside Kettle Bar & Grill,100 Lake St Belle River ON N0R 1A0,Restaurant (Full Service),19-Sep-2019
Laylaty Restaurant and Cafe,1011 Wyandotte St W Windsor ON N9A 5Y6,Restaurant (Full Service),
Lee's Bistro,3140 Dougall Ave Windsor ON N9E 1S6,Restaurant (Full Service),27-Nov-2020
Leopard's Lounge,1190 Wyandotte St W Windsor ON N9A 5Y5,Restaurant (Full Service),18-Dec-2019
Leptis Magna Restaurant,980 Howard Ave Windsor ON N9A 1S5,Restaurant (Full Service),30-Jan-2020
Lilly Kazzilly's Crabshack,9550 Riverside Dr E Windsor ON N8P 1A1,Restaurant (Full Service),19-Feb-2020
Li's Restaurant,3710 Tecumseh Rd E Windsor ON N8W 1H9,Restaurant (Full Service),13-Aug-2020
Littlejohn's sandwich,980 Howard Avenue Windsor ON,Restaurant (Full Service),
Logan's Grill House and Taps,2482 Dougall Ave Windsor ON N8X 1T2,Restaurant (Full Service),06-Feb-2020
Lone Star Texas Grill,500-4140 Walker Rd Windsor ON N8W 3T5,Restaurant (Full Service),05-Jan-2021
Lord Amherst Public House,273 Dalhousie Street Amherstburg ON N9V 1X1,Restaurant (Full Service),
Louis Restaurant,4728 Wyandotte St E Windsor ON N8Y 1H7,Restaurant (Full Service),25-Aug-2020
Lucky Chopsticks Chinese Buffet,2-313 Main St E Kingsville ON N9Y 1A7,Restaurant (Full Service),06-Feb-2020
Lucky Kitchen,190 King St W Harrow ON N0R 1G0,Restaurant (Full Service),04-Nov-2020
Lucky's Roadhouse,5270 Tecumseh Rd E Windsor ON N8T 1C6,Restaurant (Full Service),09-Jul-2020
Lux Diner,1-33 Amy Croft Dr Tecumseh ON N9K 1C7,Restaurant (Full Service),07-Dec-2020
Maestro Pizza,2421 Walker Rd Windsor ON N8W 3P8,Restaurant (Full Service),31-Oct-2019
Maidstone Recreation Centre,10720 Cty Rd 34 Tecumseh ON N0R 1K0,Restaurant (Full Service),27-Nov-2019
Main Street Diner,56 Talbot St N Essex ON N8M 1A2,Restaurant (Full Service),06-Oct-2020
Maison Istanbul,600 Wyandotte St E Windsor ON N9A 3J2,Restaurant (Full Service),10-Dec-2020
Mama's Place,14 Talbot St N Essex ON N8M 1A4,Restaurant (Full Service),14-Jan-2020
Mamo Burger Bar,1515 Ottawa St Windsor ON N8X 2G3,Restaurant (Full Service),25-Feb-2020
Mandaloun Restaurant.,769 Erie Street East Windsor ON N9A 3Y2,Restaurant (Full Service),16-Jan-2020
Mandarin,T14-3100 Howard Ave Windsor ON N8X 3Y8,Restaurant (Full Service),10-Nov-2020
Mandarin House,331 Ouellette Ave Windsor ON N9A 4J1,Restaurant (Full Service),29-Sep-2020
Marco's Original Italian Eatery,5645 Wyandotte Street East Windsor ON N8X 1M4,Restaurant (Full Service),08-Sep-2020
Marco's Pizzeria,4141 Tecumseh Road East Windsor ON N8W 1J9,Restaurant (Full Service),09-Sep-2020
Mare Nostrum,401 Sunset Ave Windsor ON N9B 3P4,Restaurant (Full Service),02-Nov-2020
Maria's Restaurant,131 Sandwich St S Amherstburg ON N9V 2V1,Restaurant (Full Service),15-Sep-2020
Marina Fish and Chicken,1033 Wyandotte St E Windsor ON N9A 3K3,Restaurant (Full Service),22-Oct-2020
Marina's Lil' Cafe,7 Main St E Kingsville ON N9Y 1A1,Restaurant (Full Service),24-Feb-2020
Marukin Steak & Sushi,8408 Wyandotte St E Windsor ON N8S 1T6,Restaurant (Full Service),14-Jan-2021
Matter of Taste,1159 Lauzon Rd Windsor ON N8S 3M9,Restaurant (Full Service),19-Oct-2020
May May Inn,14 Pearl St E Kingsville ON N9Y 1K2,Restaurant (Full Service),19-Nov-2020
May Wah Inn,1689 University Ave W Windsor ON N9B 1C3,Restaurant (Full Service),23-Dec-2019
Mazaar Restaurant,372 Ouellette Ave Windsor ON N9A 1A6,Restaurant (Full Service),07-Feb-2020
Mazaar Restaurant,1-350 Cabana Rd E Windsor ON N9G 1A3,Restaurant (Full Service),17-Aug-2020
Mazal Tov,1641 Ouellette Ave Windsor ON N8X 1K9,Restaurant (Full Service),20-Aug-2019
McDonald's,3195 Howard Ave Windsor ON N8X 3Y9,Restaurant (Full Service),16-Nov-2020
McDonald's,7777 Tecumseh Rd E Windsor ON N8T 1G3,Restaurant (Full Service),09-Mar-2020
McDonald's,4840 Wyandotte St E Windsor ON N8Y 1M7,Restaurant (Full Service),22-Oct-2019
McDonald's,883 Huron Church Rd Windsor ON N9C 2K3,Restaurant (Full Service),17-Dec-2020
McDonald's,7100 Tecumseh Rd E Windsor ON N8T 1E6,Restaurant (Full Service),17-Dec-2020
McDonald's,3354 Dougall Ave Windsor ON N9E 1S6,Restaurant (Full Service),04-Nov-2020
McDonald's,4395 Walker Rd Windsor ON N8W 3T6,Restaurant (Full Service),09-Nov-2020
McGregor Columbian Club,9560 Walker Rd McGregor ON N0R 1J0,Restaurant (Full Service),26-Nov-2020
MD's Sports Bar & Smokehouse,2-380 Mill St Windsor ON N9C 2R4,Restaurant (Full Service),21-Jul-2020
Mealtime Express,421 Sandwich St S Amherstburg ON N9V 3L4,Restaurant (Full Service),20-Oct-2020
Mettawas Station,165 Lansdowne Ave Kingsville ON N9Y 1S4,Restaurant (Full Service),24-Oct-2020
Mezzo Ristorante & Lounge,804 Erie St E Windsor ON N9A 3Y4,Restaurant (Full Service),25-Nov-2019
Mi Casita Restaurant & Bar,429 Wyandotte St E Windsor ON N9A 3H8,Restaurant (Full Service),22-Dec-2020
Mi Guanaquita,120 Erie St S Leamington ON N8H 3B6,Restaurant (Full Service),20-Feb-2020
Michigan Bar and Grill,1711 Walker Rd Windsor ON N8W 3P2,Restaurant (Full Service),15-Sep-2020
Michigan Diner,27 Victoria Ave Essex ON N8M 1M4,Restaurant (Full Service),24-Aug-2020
Michigan Diner,7435 Tecumseh Rd E Windsor ON N8T 1G2,Restaurant (Full Service),08-Jan-2021
Michigan Diner,1331 Manning Rd Tecumseh ON N8N 2L9,Restaurant (Full Service),12-Jan-2021
Milos Greek Grill,1840 Wyandotte St E Windsor ON N8Y 1E3,Restaurant (Full Service),22-Jan-2021
Mimi Gardens,440 Tecumseh Rd E Windsor ON N8X 2R6,Restaurant (Full Service),20-Mar-2020
Ming Kitchen,2-1015 University Ave W Windsor ON N9A 5S6,Restaurant (Full Service),23-Sep-2020
Mirathi Hakka & Indian Cuisine,9875 Tecumseh Rd E Windsor ON N8R 1A5,Restaurant (Full Service),
Monaco Express,B-2240 Huron Church Windsor ON N9C 2L7,Restaurant (Full Service),21-Jan-2021
Montaza Mediterranean Food,543 Wyandotte St E Windsor ON N9A 3J1,Restaurant (Full Service),04-Sep-2020
Motor Burger,888 Erie St E Windsor ON N9A 3Y6,Restaurant (Full Service),29-Nov-2019
Mr. Biggs Sports Bar,405 Notre Dame St Belle River ON N0R 1A0,Restaurant (Full Service),29-Oct-2019
Nana's,2936 Dominion Blvd Windsor ON N9E 2M8,Restaurant (Full Service),28-Oct-2020
Naples Pizza,1840 N Talbot Rd Tecumseh ON N9A 6J3,Restaurant (Full Service),12-Nov-2019
Native Wonders Gourmet Grub,1235 Ottawa Street Windsor Ontario N8Y 1R8,Restaurant (Full Service),
Neo Cafe & Eatery,1039 University Ave W Windsor ON,Restaurant (Full Service),03-Nov-2020
New Jade Chinese Cuisine,1584 Huron Church Rd Windsor ON N9C 2L1,Restaurant (Full Service),15-Oct-2020
New Kirin Eatery,2-2466 Dougall Ave Windsor ON N8X 1T2,Restaurant (Full Service),13-Oct-2020
Nick The Greek Restaurant,F-8474 Wyandotte St E Windsor ON N8S 1T6,Restaurant (Full Service),14-Jan-2021
Nick The Greek Restaurant,3839 Dougall Road Windsor ON N9G 1X3,Restaurant (Full Service),08-Sep-2020
Nico Taverna,501 Erie St E Windsor ON N9A 3X8,Restaurant (Full Service),13-Mar-2020
Niko Sushi Bar and Grill,2-10 Amy Croft Dr Tecumseh ON N9K 1C7,Restaurant (Full Service),15-Sep-2020
Nola's: A Taste of New Orleans,1526 Wyandotte St E Windsor ON N9A 3L2,Restaurant (Full Service),17-Dec-2020
Nonna's Pizza,11624 Tecumseh Rd E Windsor ON N8N 1L7,Restaurant (Full Service),
nooch,9-350 Cabana Rd E Windsor ON N9G 1A1,Restaurant (Full Service),29-Oct-2020
North 42 Degrees Estate Winery,130 County Rd 50 E Harrow ON N0R 1G0,Restaurant (Full Service),03-Nov-2020
Old Town Grill,9875 Tecumseh Rd E Windsor ON N8R 1A5,Restaurant (Full Service),05-Nov-2020
Olde Walkerville Vito's Pizzeria,1731 Wyandotte St E Windsor ON N8Y 1C9,Restaurant (Full Service),22-Jan-2021
O'Maggio's Kildare House,1880 Wyandotte St E Windsor ON N8Y 1E3,Restaurant (Full Service),23-Nov-2020
On A Roll,63 Pitt St E Windsor ON N9A 2V3,Restaurant (Full Service),05-Nov-2020
On The Beach,354 Croft Dr Tecumseh ON N8N 2L9,Restaurant (Full Service),10-Jun-2019
On the Docks Bar & Grill,Lower-103 King Street West Harrow ON N0R 1G0,Restaurant (Full Service),11-Dec-2020
Orient Restaurant,5841 Malden Rd LaSalle ON N9H 1S3,Restaurant (Full Service),06-Oct-2020
Ortona 1864 Cafe & Panino Shop Ltd.,1864 Wyandotte Street East Windsor ON N8Y 1E3,Restaurant (Full Service),05-Jan-2021
Our Lady Of Mount Carmel,4401 Mount Royal Rd Windsor ON N9G 2C5,Restaurant (Full Service),29-Nov-2019
Oven 360,150-24 Seacliff Dr Leamington ON N8H 0C2,Restaurant (Full Service),19-Aug-2020
Oxley Estate Winery,533 County Rd 50 E Colchester ON N0R 1G0,Restaurant (Full Service),16-Nov-2020
Paglione Estate Winery,724 County Road 50 East Harrow ON N0R 1G0,Restaurant (Full Service),16-Oct-2020
Palenque Fresh Mexican Cuisine,4736 Wyandotte St E Windsor ON N8Y 1H7,Restaurant (Full Service),25-Aug-2020
Panache Ultra Lounge,53 Pitt St E Windsor ON N9A 2V3,Restaurant (Full Service),16-Sep-2020
Paramount Fine Foods,A5-3184 Dougall Ave Windsor ON N9E 1S6,Restaurant (Full Service),01-Dec-2020
Parks & Rec Gastro Pub,87-3087 Forest Glade Dr Windsor ON N8R 1X5,Restaurant (Full Service),26-Oct-2020
Parkside Grille,981 Cty Rd 2 Belle River ON N0R 1A0,Restaurant (Full Service),30-Sep-2020
Pat & Hank's,3163 Tecumseh Rd E Windsor ON N8W 1G9,Restaurant (Full Service),08-Oct-2020
Pat & Hank's,12213 Tecumseh Rd E Tecumseh ON N8N 1M3,Restaurant (Full Service),21-Jan-2021
Paula's Fish Place,857 Point Pelee Dr Leamington ON N8H 3V4,Restaurant (Full Service),25-Sep-2019
Paul's Kitchen,2565 Dougall Ave Windsor ON N8X 1T5,Restaurant (Full Service),22-Oct-2020
Pelee Bistro Bar & Grill,566 Bevel Line Rd Leamington ON N8H 3V4,Restaurant (Full Service),29-Nov-2019
Penalty Box,2151 Walker Rd Windsor ON N8W 3P5,Restaurant (Full Service),07-Oct-2020
Perfetto Bistro,80-3850 Dougall Windsor ON N9G1X2,Restaurant (Full Service),24-Nov-2020
Peter's Kitchen,6500 Main St Comber ON N0R 1J0,Restaurant (Full Service),15-Jan-2020
Phat Albert,410 Front Rd Lasalle ON N9J 1Z9,Restaurant (Full Service),13-Aug-2020
Pho Mango Thai Vietnamese Cuisine,1550 Huron Church Rd Windsor ON N9C 2L1,Restaurant (Full Service),01-Feb-2021
Pho Maxim,567 Pelisser St Windsor ON N9A 4L2,Restaurant (Full Service),18-Nov-2020
PHO Nguyen Hoang,510 Wyandotte St W Windsor ON N9A 5X3,Restaurant (Full Service),14-Sep-2020
PHO Saigon,A-52 Erie St N Leamington ON N8H 3A9,Restaurant (Full Service),06-Nov-2020
PHO Windsor,E3-4450 Walker Rd Windsor ON N8W 3T5,Restaurant (Full Service),17-Nov-2020
Pho Xic-Lo Vietnamese Noodle House,1750 Wyandotte St W Windsor ON N9B 1J1,Restaurant (Full Service),16-Oct-2020
Phog,157 University Ave W Windsor ON N9A 5P4,Restaurant (Full Service),19-Dec-2019
Piccolo's Pizza & Pasta House,2135 Tecumseh Rd W Windsor ON N9B 1V9,Restaurant (Full Service),28-Aug-2019
Pita Mania Restaurant,4-1050 Lesperance Rd Tecumseh ON N8N 1W8,Restaurant (Full Service),27-Oct-2020
Pizza and Coffee to Go,9 Division Rd S Kingsville ON N9Y 1P1,Restaurant (Full Service),14-Jan-2021
Pizza Hut,7475 Tecumseh Rd E Windsor ON N8T 1G2,Restaurant (Full Service),06-Feb-2020
Pizza Hut,1770 Huron Church Rd Windsor ON N9C 2L4,Restaurant (Full Service),23-Jul-2020
Pizza Hut,246 Talbot St W Leamington ON N8H 1P1,Restaurant (Full Service),02-Dec-2020
Pizza Plus Curry House,4691 Wyandotte St E Windsor ON N8Y 1H6,Restaurant (Full Service),15-Sep-2020
Place Fortin Restaurant,1203 Cty Rd 22 Emeryville ON N0R 1C0,Restaurant (Full Service),05-Mar-2020
Players Sports Club,1530 Langlois Ave Windsor ON N8X 4M2,Restaurant (Full Service),20-Nov-2019
Pleasant Valley Campground Snack Bar and Restaurant,808 County Rd 20 W Kingsville ON N9Y 2E6,Restaurant (Full Service),18-Sep-2020
Pointe West Golf Club,200 Golfwood Dr Amherstburg ON N9V 3T4,Restaurant (Full Service),22-Jul-2020
Pomegranate Restaurant,7816 Wyandotte St E Windsor ON N8S 1S9,Restaurant (Full Service),18-Jan-2021
Potka's Kitchen,235-480 Advance Blvd Lakeshore ON N8N 0B7,Restaurant (Full Service),03-Dec-2019
Punjab Karahi & Grill,3226 Sandwich St Windsor ON N9C 1A8,Restaurant (Full Service),17-Sep-2020
Qdoba Mexican Eats,102-650 Division Rd Windsor ON N8X 0A8,Restaurant (Full Service),04-Dec-2020
QQ Coffee Shop,2462 Tecumseh Rd E Windsor ON N8W 1E7,Restaurant (Full Service),13-Aug-2020
Quality Inn & Suites,675 Goyeau St Windsor ON N9A 1H3,Restaurant (Full Service),02-Nov-2020
Queen Ashtar Restaurant,322 Pelissier St Windsor ON N9A 4K7,Restaurant (Full Service),29-Jul-2020
Quesada Burritos & Tacos,337 Ouellette Ave Windsor ON N9A 4J1,Restaurant (Full Service),15-Jan-2021
Quesada Burritos & Tacos,7-500 Manning Rd Tecumseh ON N8N 5H3,Restaurant (Full Service),21-Jan-2021
Quick Sushi,425 Cabana Rd E Windsor ON N9G 1A1,Restaurant (Full Service),29-Oct-2020
Ray's Ribhouse,17 Robson Rd Leamington ON N8H 2M8,Restaurant (Full Service),19-Mar-2020
Red Lobster,6575 Tecumseh Rd E Windsor ON N8T 1E7,Restaurant (Full Service),02-Jul-2020
Red Sail Restaurant,3838 Walker Rd Windsor ON N8W 3T1,Restaurant (Full Service),16-Oct-2020
Red Sun Restaurant,1481 Front Rd LaSalle ON N9J 2B3,Restaurant (Full Service),04-Dec-2020
Riccardo's Italian Restaurant,238 Dalhousie St Amherstburg ON N9V 1W4,Restaurant (Full Service),16-Jul-2020
Riso Kitchen,33 Amy Croft Dr Windsor ON N9K 1C7,Restaurant (Full Service),25-Jan-2021
Ristorante Avante,1317 Hall Ave Windsor ON N8X 4R2,Restaurant (Full Service),20-Dec-2019
Riverside Sportsmen Club,10835 Riverside Dr E Windsor ON N8P 1A5,Restaurant (Full Service),02-Jul-2020
Riverside Tavern,488 Lauzon Rd Windsor ON N8S 3M3,Restaurant (Full Service),14-Jan-2021
Riviera Maya,4 Wellington St Leamington ON N8H 4P9,Restaurant (Full Service),06-Jan-2021
Riviera Pizza,5760 Wyandotte St E Windsor ON N8S 1M5,Restaurant (Full Service),24-Nov-2020
Roast 'N Toast Family Diner,2005 Ottawa St Windsor ON N8Y 1R6,Restaurant (Full Service),03-Dec-2019
Rock Bottom Bar & Grill,3236 Sandwich St Windsor ON N9C 1A8,Restaurant (Full Service),27-Aug-2020
Rockhead Pub,1444 Ottawa St Windsor ON N8X 2G2,Restaurant (Full Service),11-Dec-2019
Roma's Pizza House,7805 Wyandotte Street East Windsor ON N8S 1S8,Restaurant (Full Service),18-Jan-2021
Rosa's Restaurant Spaghetti House Ltd,61 Richmond St Amherstburg ON N9V 1G1,Restaurant (Full Service),29-Jul-2020
Rose Garden Chinese Cuisine,492 University Ave W Windsor ON N9A 5P8,Restaurant (Full Service),08-Oct-2020
Roseland Golf & Curling Club,455 Kennedy Dr W Windsor ON N9G 1S8,Restaurant (Full Service),04-Mar-2020
Rose's Kitchen,189 Talbot St S Essex ON N8M 1B7,Restaurant (Full Service),07-Oct-2020
Route 42 Diner & Dairy Bar,2825 Cty Rd 42 Windsor ON N9A 6J3,Restaurant (Full Service),29-Jan-2020
Roy Thai Restaurant & Bar,36 Talbot St E Leamington ON N8H 1L2,Restaurant (Full Service),27-Oct-2020
Royal Canadian Legion-Branch 241,6420 Main St Comber ON N0P 1J0,Restaurant (Full Service),13-Jan-2020
Royal Spice,21-B-25 Amy Croft Dr Tecumseh ON N9K 1C7,Restaurant (Full Service),26-Nov-2020
Royal Sushi House,259 Dalhousie St Amherstburg ON N9V 1W8,Restaurant (Full Service),23-Sep-2020
Ruby King,244 Simcoe St Amherstburg ON N9V 1M7,Restaurant (Full Service),22-Nov-2019
Saigon House Restaurant,2169 Wyandotte St W Windsor ON N9B 1K1,Restaurant (Full Service),21-Sep-2020
Sake Sushi,1-1571 Seacliff Dr Kingsville ON N9Y 2M5,Restaurant (Full Service),10-Nov-2020
Sake Sushi,2080 Wyandotte St W Windsor ON N9B 1J7,Restaurant (Full Service),20-Oct-2020
Salsa Caliente,275 Erie St S Leamington ON N8H 3C4,Restaurant (Full Service),02-Dec-2020
Salt Sushi,31-25 Amy Croft Dr Tecumseh ON N9K 1C7,Restaurant (Full Service),09-Dec-2020
Saltimbocca,B-119 Lesperance Rd Tecumseh ON N8N 1V9,Restaurant (Full Service),14-Nov-2019
Sandbar Waterfront Grill,930 Old Tecumseh Rd Tecumseh ON N0R 1A0,Restaurant (Full Service),25-Oct-2019
Sandwich Nook Restaurant,384 Manning Rd Tecumseh ON N8N 4W5,Restaurant (Full Service),30-Oct-2020
Sandy's,7021 Wyandotte St E Windsor ON N8S 1R1,Restaurant (Full Service),14-Jan-2021
Schnitzel & Grill,1-105 Talbot St S Essex ON N8M 1B3,Restaurant (Full Service),02-Jul-2020
Scottish Club,1340 Tecumseh Rd E Windsor ON N8W 1B8,Restaurant (Full Service),27-Jan-2020
Scudder Beach Bar & Grill,325 North Shore Rd Pelee Island ON N0R 1M0,Restaurant (Full Service),
Seven Lakes Championship Golf & Estates,3600 Seven Lakes Drive LaSalle ON N9H0E5,Restaurant (Full Service),15-Jul-2020
Shanghai Bistro,2045 Wyandotte St W Windsor ON N8Y 1E8,Restaurant (Full Service),28-Sep-2020
Shawarma Corner,323 Erie St S Leamington ON N8H 3C8,Restaurant (Full Service),25-Jun-2020
Shawarma Hot Spot,460 Ouellette Ave Windsor ON N9A 1B3,Restaurant (Full Service),17-Dec-2020
Shawarma Shack,1A-3357 Walker Rd Windsor ON N8W 3R9,Restaurant (Full Service),20-Jul-2020
Sher-E Darbar Restaurant & Sweets,1139 University Ave W Windsor ON N9A 5T1,Restaurant (Full Service),10-Feb-2021
Sherman's Station Steakhouse & Seafood,119 Erie St N Leamington ON N8H 3A3,Restaurant (Full Service),06-Nov-2020
Shin Shin Restaurant,978 University Ave W Windsor ON N9A 5S2,Restaurant (Full Service),27-Aug-2020
Shooter's,17 Sandwich Street North Amherstburg ON N9V 2T8,Restaurant (Full Service),16-Nov-2020
Shooter's,307 Queen St Harrow ON N0R 1G0,Restaurant (Full Service),08-Dec-2020
Simon's Prime Hamburgers,1-3580 Tecumseh Rd E Windsor ON N8W 1H6,Restaurant (Full Service),02-Dec-2020
Simply Thai,13300 Tecumseh Rd E Tecumseh ON N8N 4R8,Restaurant (Full Service),28-Oct-2020
Sir Cedric's,468 University Ave W Windsor ON N9A 5P5,Restaurant (Full Service),16-Sep-2020
Sir Richards Wine & Ale House,11828 Tecumseh Rd E Windsor ON N8N 1L7,Restaurant (Full Service),17-Aug-2020
Slices Pizza,2090 Wyandotte St E Windsor ON N8Y 5B2,Restaurant (Full Service),20-Nov-2020
Smoke and Spice Southern Barbeque,7470 Tecumseh Rd E Windsor ON N8T 1G2,Restaurant (Full Service),21-Oct-2020
Smokies BBQ,1959 Ottawa Street Windsor ON N8Y 1R6,Restaurant (Full Service),19-Aug-2020
Sofo's Submarine,6082 Tecumseh Rd E Windsor ON N8T 1E3,Restaurant (Full Service),19-Jan-2021
Somali Restaurant,2127 University Ave W Windsor ON N9B 1E3,Restaurant (Full Service),22-Oct-2020
Souq,1-2651 Howard Ave Windsor ON N8X 4Z3,Restaurant (Full Service),06-Oct-2020
South Pacific Restaurant,2020 Front Rd LaSalle ON N8J 2B9,Restaurant (Full Service),13-Nov-2020
Southside Bar & Grill,3032 Dougall Ave Windsor ON N9E 1S4,Restaurant (Full Service),16-Nov-2020
Spago Trattoria,690 Erie St E Windsor ON N9A 3X7,Restaurant (Full Service),30-Nov-2020
Spago Trattoria,170-3850 Dougall Ave Windsor ON N9G 1X2,Restaurant (Full Service),19-Nov-2020
Specks,266 Bathurst St Amherstburg ON N9V 1Y9,Restaurant (Full Service),25-Feb-2020
Spice India,1-6124 Tecumseh Rd E Windsor ON N8T 1E6,Restaurant (Full Service),04-Dec-2020
Spoonz,292 Talbot St N Essex ON N8M 3E1,Restaurant (Full Service),10-Feb-2021
St. Clair College - Griff's Cavern Restaurant,2000 Talbot Rd Windsor ON N9A 6S4,Restaurant (Full Service),18-Nov-2020
St. Paul Lutheran Church,311 Sherk St Leamington ON N8H 3L2,Restaurant (Full Service),10-Jun-2020
Stacks,70-1950 Lauzon Rd Windsor ON N8T 2Z3,Restaurant (Full Service),01-Oct-2020
Stathis Grill,1657 College Ave Windsor ON N9B 1M2,Restaurant (Full Service),05-Mar-2020
Station Restaurant,1350 Pelletier St Windsor ON N9B 1R8,Restaurant (Full Service),26-Nov-2020
Steak & Shawarma,4-20 Chatham St E Windsor ON N9A 3K1,Restaurant (Full Service),21-Sep-2020
Stone House Brewery,1115 West Shore Rd Pelee Island ON N0R 1M0,Restaurant (Full Service),26-Jun-2019
Stoney Point Sportsmen's Club,6348 St Clair Rd Stoney Point ON N0R 1N0,Restaurant (Full Service),25-Oct-2019
Sun Hong BBQ & Seafood Restaurant,2037 Wyandotte St W Windsor ON N9B 1J8,Restaurant (Full Service),27-Oct-2020
Sundried Tomato Bistro Restaurant,A-122A Chatham St W Windsor ON N9A 5M6,Restaurant (Full Service),11-Dec-2019
Sunset Grill,650 Division Road Windsor ON N8X 5E7,Restaurant (Full Service),21-Nov-2019
Sunset Ice Cream and Gifts,2211 Front Rd LaSalle ON N9J 2C3,Restaurant (Full Service),
Suny Wok Restaurant,1611 Lauzon Rd Windsor ON N8S 3N4,Restaurant (Full Service),04-Dec-2019
Super Bowl,10000 Tecumseh Rd E Windsor ON N8R 1A2,Restaurant (Full Service),10-Feb-2020
Sushi Bar,130-486 Advance Blvd Lakeshore ON N8N 0B8,Restaurant (Full Service),27-Nov-2019
Sutton Creek Golf Club,2135 County Rd 12 Essex ON N8M 2X6,Restaurant (Full Service),18-Sep-2020
Suzie's Grill Cafe,120-150 Ouellette Pl Windsor ON N8X 1L9,Restaurant (Full Service),26-Aug-2020
Swaad,2883 Howard Ave Windsor ON N8X 3Y4,Restaurant (Full Service),22-Dec-2020
Sweet Chili Indian Restaurant,2180 Wyandotte St W Windsor ON N9B 1J9,Restaurant (Full Service),27-Oct-2020
Sweet Retreat,7 Nelson St Leamington ON N8H 1G6,Restaurant (Full Service),06-May-2019
Swiss Chalet,4450 Walker Rd Windsor ON N8W 3T5,Restaurant (Full Service),29-Sep-2020
Swiss Chalet/Harvey's,16-5844 Malden Rd LaSalle ON N9H 1S4,Restaurant (Full Service),02-Oct-2020
Tabouli By Eddy's,F5-6-1614 Lesperance Rd Windsor ON N8N 1Y2,Restaurant (Full Service),06-Aug-2020
Taco Bell,329 Main St E Kingsville ON N9Y 1A7,Restaurant (Full Service),18-Jan-2021
Tai Yan Palace,11925 Tecumseh Rd E Tecumseh ON N8N 1L8,Restaurant (Full Service),21-Jan-2021
Tai Yin Palace,11925 Tecumseh Rd E Tecumseh ON N8N 1L8,Restaurant (Full Service),12-Dec-2019
Taka Japanese Sushi and Thai Food Restaurant,5011 Legacy Park Dr Windsor ON N8W 5S6,Restaurant (Full Service),12-Jan-2021
Take Five Bistro,1068 Erie St E Windsor ON N9A 3Z2,Restaurant (Full Service),12-Mar-2020
Taloola Cafe,396 Devonshire Rd Windsor ON N8Y 2L4,Restaurant (Full Service),23-Nov-2020
Tandoori Flame & Sweets,1959 Tecumseh Rd W Windsor ON N9B 1V7,Restaurant (Full Service),15-Oct-2020
Taste of India,1457 University Ave W Windsor ON N9B 1B8,Restaurant (Full Service),07-Jan-2021
Ten Friends Dinner,1412 Wyandotte St E Windsor ON N9A 3K9,Restaurant (Full Service),18-Oct-2019
Tenko Sushi,2-4450 Walker Road WIndsor ON N8W 3T5,Restaurant (Full Service),01-Oct-2020
Terra Cotta Gourmet Pizza,318 Pelissier St Windsor ON N9A 4K7,Restaurant (Full Service),11-Aug-2020
Thai Lan Xang Restaurant,Unit C-2629 Howard Ave Windsor ON N8X 4Z3,Restaurant (Full Service),24-Sep-2020
Thai Palace,1140 Lauzon Rd Windsor ON N8S 3N1,Restaurant (Full Service),12-Jan-2021
Thai Time,5-6-3395 Howard Ave Windsor ON N9E 3N6,Restaurant (Full Service),01-Dec-2020
Thanasi's Greek Restaurant,1204 Tecumseh Rd E Windsor ON N8W 1B6,Restaurant (Full Service),01-Dec-2020
The 19th at Wildwood,11112 11th Concession Rd Essex ON N0R 1J0,Restaurant (Full Service),22-Jul-2020
The Barrel House Draft Co,3199 Sandwich St Windsor ON N9C 1A7,Restaurant (Full Service),22-Sep-2020
The Beerded Dog,21 King St E Harrow ON N0R 1GO,Restaurant (Full Service),20-Jan-2021
The Bistro at the River,78 Riverside Dr W Windsor ON N9A 5K4,Restaurant (Full Service),17-Sep-2020
The Bourbon Tap and Grill,1199 Ottawa St Windsor ON N8X 2E4,Restaurant (Full Service),01-Dec-2020
The Chatham Street Diner,39 Chatham St Windsor ON N9A 2W2,Restaurant (Full Service),26-Oct-2020
