Facility Name,Site Address,Facility Type,Last Inspection Date,Inspection Result
Tim Hortons,14 - 15-7215 Goreway Dr Mississauga ON L4T 2T9,Food Take Out,2020-03-02,
Tim Hortons,3-6070 Dixie Rd Mississauga ON L5T 1A6,Food Take Out,2019-12-03,
Tim Hortons,7970 Mavis Rd Brampton ON L6Y 5M3,Food Take Out,2019-10-17,
Tim Hortons,3445 Hurontario St Mississauga ON L5A 2H4,Food Take Out,2019-10-10,
Tim Hortons,7995 Dixie Rd Brampton ON L6T 4P2,Food Take Out,2020-02-27,
Tim Hortons,2-134A-100 City Centre Dr Mississauga ON,Food Take Out,2020-02-07,
Tim Hortons - #8161,10115 Bramalea Rd Brampton ON L6R 1W6,Food Take Out,2019-04-01,
Tim Hortons - Arrivals Terminal 3,BT3 L1-6301 Silver Dart Dr Mississauga ON L5P 1B2,Food Take Out,2019-09-18,
Tim Hortons - Compass Group Canada Ltd,4567 Dixie Rd Mississauga ON L4W 1S2,Food Take Out,2020-02-14,
Tim Hortons - Terminal 1 Gate E81,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Food Take Out,2019-06-26,
Tim Hortons - Terminal 1 Ground Level Kiosk,AT1 LG-6301 Silver Dart Dr Mississauga ON L5P 1B2,Food Take Out,2019-03-29,
Tim Hortons - Terminal 3 Node C - Food Court Area,AT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Food Take Out,2019-09-18,
Tinnels West Indian Takeout,39 Kennedy Rd N Brampton ON L6V 1X6,Food Take Out,2020-01-14,
TJ Meats,kiosk 6-1250 South Service Rd Mississauga ON L5E 1V4,Food Take Out,2020-02-05,
Tony's Panini and Pizza,10-1150 Lorne Park Dr Mississauga ON L5H 3A5,Food Take Out,,
Trillium Health Centre - Crepe Delicious,10-11-100 Queensway W Mississauga ON L5B 1B8,Food Take Out,2019-11-06,
Trillium Health Centre - Tim Hortons - Emergency,100 Queensway W Mississauga ON L5B 1B8,Food Take Out,2020-02-19,
Trillium Health Centre - Tim Hortons - Lower Level,100 Queensway W Mississauga ON L5B 1B8,Food Take Out,2020-02-19,
Trillium Health Centre - Tim Hortons - Main Entrance,100 Queensway W Mississauga ON L5B 1B8,Food Take Out,2020-02-19,
Trish Juice,11 Queen St W Brampton ON,Food Take Out,2019-08-23,
Tropical Joe,184G-499 Main St. Brampton ON L6Y 1N7,Food Take Out,2020-09-30,
Tropical Wave Caribbean Cuisine,230-164 Sandalwood Pky E Brampton ON L6Z 3S4,Food Take Out,2019-10-30,
Tropiical Joe,184G-499 Main St S Brampton ON L6Y 1N7,Food Take Out,2020-01-29,
True North Pizza,E5A-8920 Hwy 50 Brampton ON L0J 1C0,Food Take Out,2020-11-20,
Trust Burger & Grill,D-1212 Dundas St W Mississauga ON L5C 1E2,Food Take Out,2019-09-03,
Tsui Xiang Tsuen,F5-888 Dundas St E Mississauga ON L4Y 4G6,Food Take Out,2019-08-09,
Tsujiri,1-728-100 City Centre Dr Mississauga ON L5B 2C9,Food Take Out,2020-03-11,
T-Swirl Crepe,521 Curran Place Mississauga Ontario L5B 0G4,Food Take Out,2020-01-16,
Tung Hing Bakery,A3-888 Dundas St E Mississauga ON L4Y 4G6,Food Take Out,2020-01-14,
Ultramar - Transit Cafe Restaurant,1520 Courtneypark Dr E Mississauga ON L5T 2C7,Food Take Out,2020-02-11,
University of Toronto Mississauga - Atrium Kiosk,1555 Outer Cir Mississauga ON L5L 1C6,Food Take Out,,
University of Toronto Mississauga - Chatime,1815 Inner Cir Mississauga ON L5L 1C6,Food Take Out,2019-05-22,
University of Toronto Mississauga - Oooh La-La,1867 Inner Cir N Mississauga ON L5L 3C9,Food Take Out,2019-08-27,
University of Toronto Mississauga - Quesada Burritos & Tacos,1599 Outer Cir N Mississauga ON L5L 3C9,Food Take Out,2020-03-12,
University of Toronto Mississauga - Second Cup,1833 Inner Cir Mississauga ON L5L 1G6,Food Take Out,2019-11-14,
University of Toronto Mississauga - Starbucks Coffee,1675 Outer Cir Mississauga ON,Food Take Out,2019-11-21,
University of Toronto Mississauga - Starbucks Coffee,1535 Outer Cir Rd Mississauga ON,Food Take Out,2019-09-25,
University of Toronto Mississauga - Subway,1599 Outer Cir Mississauga ON L5L 1C8,Food Take Out,2020-03-12,
University of Toronto Mississauga - Tim Hortons/Pizza Pizza Kiosk,1800 Middle Rd Mississauga ON L5L 1C6,Food Take Out,2019-11-14,
Urban Tadka Catering,9-335 Deerhurst Dr Brampton ON L6T 5K3,Food Take Out,2020-03-10,
Vanagi Snacks,A1-1585 Britannia Rd E Mississauga ON L4W 2M4,Food Take Out,2019-11-07,
Veggie Flames Inc,7-7210 Airport Rd Mississauga ON L4T 2H3,Food Take Out,2020-12-04,
Veggie Lovers,8-50 Sunnyvale Gate Brampton ON L6S 0C4,Food Take Out,2020-02-14,
Venezia Pizza,230 Sandalwood Pky E Brampton ON L6R 1R3,Food Take Out,2019-10-02,
Villa Madina,1-133-100 City Centre Dr Mississauga ON L5B 2C9,Food Take Out,2019-11-14,
Villa Madina,5100 Erin Mills Pkwy Mississauga ON L5M 4Z5,Food Take Out,2020-01-23,
Villa Madina,733K-25 Peel Centre Dr Brampton ON L6T 3R5,Food Take Out,2019-12-09,
Village Juicery,FM18-100 City Centre Dr Mississauga ON L5B 2C9,Food Take Out,2019-11-27,
Vinayagar Villas,31-85 Kennedy Rd S Brampton ON L6W 3G1,Food Take Out,2020-03-12,
Vip Paan,16-488 Eglinton Ave W Mississauga ON L5R 0G2,Food Take Out,2019-10-10,
Vishnu's Doubles and Roti Shop,10-10215 Kennedy Rd N Brampton ON L6T 3S1,Food Take Out,2020-03-12,
Vito's Pizza & Wings,4-833 Westlock Rd Mississauga ON L5C 1K7,Food Take Out,2020-03-02,
Viv's Catering & Food Take Out,2A-3033 Palstan Rd Mississauga ON L4Y 4E7,Food Take Out,2021-02-05,
Wah Wi Chinese Restaurant,6-1 Queensgate Blvd Caledon ON L7E 2X7,Food Take Out,2020-03-02,
Wal-Mart - McCafe,2-102-100 City Centre Dr Mississauga ON L5B 2C9,Food Take Out,2020-02-20,
Wal-Mart - McDonalds,9455 Mississauga Rd Brampton ON L6X 0B3,Food Take Out,2020-01-06,
Walmart - Raku sushi,800 Matheson Blvd W ON,Food Take Out,2020-01-22,
Warmia Deli,1900 Dundas St E Mississauga ON L4X 2Z4,Food Take Out,2019-09-26,
Warraich Meats,6-305 Charolais Blvd Brampton ON L6Y 2R2,Food Take Out,2020-10-16,
Warraich Meats,23-60 Cottrelle Blvd Brampton ON L6S 0E1,Food Take Out,2019-12-04,
Warraich Meats,109-2970 Drew Rd Mississauga ON L4T 0A6,Food Take Out,2020-03-06,
Warraich Meats,101-527 Van Kirk Dr Brampton ON L7A 0P4,Food Take Out,2019-12-30,
Watz Cookin,26 Sky Harbour Dr Brampton ON L6Y 0C1,Food Take Out,2019-09-19,
Wet n Wild Toronto - Beaver Tails,7855 Finch Ave W Brampton ON L6T 0B2,Food Take Out,2019-06-06,
Wet n Wild Toronto - Chick 'n' Ribs,7855 Finch Ave W Brampton ON L6T 3Y7,Food Take Out,2019-08-14,
Wet n Wild Toronto - Ice Cream,7855 Finch Ave W Brampton ON L6T 0B2,Food Take Out,2019-06-06,
Wet n Wild Toronto - Pizza Pizza,7855 Finch Ave W Brampton ON L6T 0B2,Food Take Out,2019-08-14,
Wet n Wild Toronto - Poutines Burger and More,7855 Finch Ave W Brampton ON L6T 0B2,Food Take Out,2019-08-14,
Wet n Wild Toronto - Seaside Patio,7855 Finch Ave W Brampton ON L6T 0B2,Food Take Out,2019-06-06,
Wet n Wild Toronto- Subway,7855 Finch Ave W Brampton ON L6T 0B2,Food Take Out,2019-08-14,
White Gold Sweets,48-3176 Ridgeway Dr Mississauga ON L5L 5R4,Food Take Out,2019-11-21,
William Osler Health Servcies - Brampton Civic Hospital Emergency - Tim Hortons,2100 Bovaird Dr E Brampton ON L6R 3J7,Food Take Out,,
William Osler Health Services - Brampton Civic Hospital - IP Tim Hortons,2100 Bovaird Dr E Brampton ON L6R 3J7,Food Take Out,,
William Osler Health Services - Brampton Civic Hospital Entrance A - Tim Hortons,2100 Bovaird Dr Brampton ON L6R 3J7,Food Take Out,,
William Osler Health Services - Brampton Civic Hospital Main - Tim Hortons,2100 Bovaird Dr E Brampton ON L6R 3J7,Food Take Out,2019-08-15,
Willy's Jerk,115-370 Main St N Brampton ON L6X 1C5,Food Take Out,2020-02-26,
Willy's Jerk,G18-3024 Hurontario St Mississauga ON L5B 4M4,Food Take Out,2020-02-03,
Wimpy's Diner,19-9025 Torbram Rd Brampton ON L6S 3L2,Food Take Out,2019-10-22,
Wing Factory,14-510 Driftcurrent Dr Mississauga ON L4Z 4B4,Food Take Out,2019-10-10,
Wing Machine,1785 Queen St E Brampton ON L6T 4S3,Food Take Out,2019-09-09,
Wings Up,A401-3030 Thomas St Mississauga ON L5R 4B2,Food Take Out,2020-03-12,
Wings Up,D117-1900 Fowler Dr. Mississauga ON L5K 1T7,Food Take Out,2020-12-14,
Wok A Way,8-2458 Dundas St W Mississauga ON L5K 1R8,Food Take Out,2020-02-24,
Wok for U,22-3221 Derry Rd W Mississauga ON L5N 7L7,Food Take Out,2019-11-13,
Wok This Way,404-6740 Meadowvale Town Centre Cir Mississauga ON L5N 4B7,Food Take Out,2019-11-26,
Wokman's Kitchen,F3-888 Dundas St E Mississauga ON L4Y 4G6,Food Take Out,2019-11-05,
World Vegan Foods,1-5915 Atlantic Dr Mississauga ON,Food Take Out,2020-03-09,
Wow Wow Yum Yum,13-4141 Dixie Rd Mississauga ON,Food Take Out,2020-02-24,
Wrap-A-Bite,4-377 Burnhamthorpe Rd E Mississauga ON L5A 3Y1,Food Take Out,2019-11-25,
X-L Shawarma,2559 Hurontario St Mississauga ON L5A 2G4,Food Take Out,2019-04-10,
Xpress Pizza House,2-135 Inspire Blvd Brampton ON L6R 3X9,Food Take Out,2020-10-23,
Xpress Pizza House,10-31 Steeplebush Ave Brampton ON L6R 2J6,Food Take Out,2020-01-21,
Yogen Fruz,184K-499 Main St S Brampton ON L6Y 1N7,Food Take Out,2020-03-06,
Yogen Fruz,2-310B-100 City Centre Dr Mississauga ON L5B 2C9,Food Take Out,2019-11-27,
Yogen Fruz,25 Peel Centre Dr Brampton ON L6T 3R5,Food Take Out,2020-01-21,
Yogi's Noodles,1D-1550 South Gateway Rd Mississauga ON L4W 5G6,Food Take Out,2019-11-18,
Yoyo Teahouse,A2-6970 Lisgar Dr Mississauga ON L5N 8C8,Food Take Out,2021-01-22,
Yum Shawarma,3-80 Pertosa Dr Brampton ON L6X 5E9,Food Take Out,2021-01-12,
Yumbudz,341 Lakeshore Rd E Mississauga Ontario L5G 1E7,Food Take Out,2019-10-11,
Yumys Chicken and Seafood,103-3417 Derry Rd E Mississauga ON L4T 1A8,Food Take Out,2019-10-15,
Za Cafe,1 Derry Rd E Mississauga ON L5T 1B6,Food Take Out,2020-01-22,
Zeerah Food Take Out,16-3050 Artesian Dr Mississauga ON L5M 7P5,Food Take Out,2019-10-23,
,,,,
