Facility Name,Site Address,Facility Type,Last Inspection Date,Inspection Result
Dairy Queen/Orange Julius,B19-10671 Chinguacousy Rd Brampton ON L7A 0N5,Food Take Out,2019-07-05,
Daisy's Cafe,101B-71 King St W Mississauga ON L5B 4A2,Food Take Out,2019-10-10,
Dalchini Hakka Chinese Cuisine,9-4525 Ebenezer Rd Brampton ON L6P 2K8,Food Take Out,2019-10-08,
Danish Pastry House,2-432 100 City Centre Drive Mississauga ON L5B 2C9,Food Take Out,2019-11-21,
Das Brezel Haus,B-25 Main St N Brampton ON L6X 1M8,Food Take Out,2019-11-12,
Davids Tea,506A-25 Peel Centre Dr Brampton ON L6T 3R5,Food Take Out,2019-05-15,
Davids Tea,2-907A-100 City Centre Dr Mississauga ON L5B 2G6,Food Take Out,2020-01-22,
DAVIDsTEA,R211-5100 Erin Mills Pkwy Mississauga ON L5M 4Z5,Food Take Out,2019-11-12,
Dawat-e-Khas BBQ,1A-80 Pertosa Dr Brampton ON L6X 5E9,Food Take Out,2019-11-12,
Deli To Go,5-301 Queen St S Caledon ON L7E 2B1,Food Take Out,2019-11-27,
Dera,116-7215 Goreway Rd Mississauga ON,Food Take Out,2020-11-04,
Des Pardes BBQ & Catering,1 & 2-980 Burnhamthrope Rd E Mississauga Ontario L4Y 2X6,Food Take Out,,
Desi Boyzz Grill,8-5980 Churchill Meadows Blvd Mississauga ON L5M 7M5,Food Take Out,2020-09-18,
Desi Corner - Food Take Out,C1-40 Dundas St E Mississauga ON L5A 1W2,Food Take Out,2020-03-16,
"Desi Movie, Paan, Falooda",111 Dundas St E Mississauga ON L5A 1W7,Food Take Out,2019-11-27,
Desi Tandoor,5A-180 Sandalwood PKWY E Brampton ON L6Z 1Y4,Food Take Out,2019-10-07,
DHL Express - Lunchbox Cafe & Catering,18 Parkshore Dr Brampton ON L6T 5M1,Food Take Out,2020-02-05,
Dinesh Indian Cuisine,43-8887 The Gore Rd Brampton ON L6P 2K9,Food Take Out,2019-09-23,
Dirty Bird - Terminal 1,AT1-6301 Silver Dart Dr Mississauga Ontario L5P 1B2,Food Take Out,2020-01-28,
Distillery Bar - Terminal 3,AT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Food Take Out,2019-06-13,
Dixie Bloor Convenience,100-3461 Dixie Rd Mississauga ON L4Y 3X4,Food Take Out,2020-02-10,
Dixie/401 Flea Market - Leading Edge Event,H431-1400 Aimco Blvd Mississauga ON L4W 1E1,Food Take Out,2019-10-19,
Dolled Up Cupcakes,M02B-6550 Meadowvale Town Centre Cir Mississauga ON L5N 4B7,Food Take Out,2019-03-20,
Domino's,5-6-2855 Derry Rd E Mississauga ON L4T 1A6,Food Take Out,2020-02-07,
Domino's,7-2555 Erin Centre Blvd Mississauga ON L5M 5H1,Food Take Out,2020-02-13,
Dominos Pizza,15-10 Dewside Dr Brampton ON L6R 3Y3,Food Take Out,2020-01-13,
Dominos Pizza,370 Main St N Brampton ON L6V 1A1,Food Take Out,2020-02-26,
Domino's Pizza,41-Dundas St E Mississauga ON L5A 1V9,Food Take Out,2019-10-15,
Domino's Pizza,6-801 Matheson Blvd W Mississauga ON L5V 2N6,Food Take Out,2020-03-04,
Domino's Pizza,7-1 Steeles Ave Brampton ON L6W 4J4,Food Take Out,2020-01-07,
Domino's Pizza,1A-20 Kingsbridge Garden Cir Mississauga ON L5R 3K7,Food Take Out,2020-02-13,
Domino's Pizza,1038 Burnhamthorpe Rd E Mississauga ON L4Y 2X6,Food Take Out,2020-01-16,
Domino's Pizza,13-4040 Creditview Rd Mississauga ON L5C 3Y8,Food Take Out,2020-02-05,
Domino's Pizza,11240 Creditview Rd Brampton ON L7A 0G1,Food Take Out,2020-02-11,
Domino's Pizza,3-1 Wexford Rd Brampton ON L6Z 2W1,Food Take Out,2020-01-13,
Domino's Pizza,645 Lakeshore Rd E Mississauga ON L5G 1J5,Food Take Out,2020-08-21,
Domino's Pizza,2-3068 Mayfield Rd Brampton ON L6Z 0E3,Food Take Out,2021-01-13,
Domino's Pizza,108-6750 Winston Churchill Blvd Mississauga ON L5N 4C4,Food Take Out,2019-10-30,
Domino's Pizza,B4-9995 McVean Dr Brampton ON L6P 4K8,Food Take Out,2020-02-06,
Domino's Pizza,1650 Williams Pky Brampton ON L6S 5R7,Food Take Out,2019-10-04,
Domino's Pizza,3-3405 Glen Erin Dr Mississauga ON L5L 3S2,Food Take Out,2020-02-27,
Domino's Pizza,A3-8005 Financial Dr Brampton ON L6Y 6A1,Food Take Out,2020-02-26,
Donatello's Pizzeria,2-152 Inspire Blvd Brampton ON,Food Take Out,2020-08-18,
Doughboys Pizza & Chicken,152 Lakeshore Rd E Mississauga ON L5G 1E9,Food Take Out,2020-08-21,
Dragon Express,7965 Mississauga Rd Brampton ON L6Y 0B9,Food Take Out,2019-09-23,
Druxy's,5550 Explorer Dr Mississauga ON L4W 0C3,Food Take Out,2020-02-18,
DunDun's Kitchen,1D16-7215 Goreway Dr Mississauga ON L4T 2T8,Food Take Out,2020-11-04,
Dynasty BBQ Restaurant,106-1550 South Gateway Rd Mississauga ON L4W 5G6,Food Take Out,2019-11-18,
East Meats West Halal - Retail/Sandwich Room,31-2399 Cawthra Rd Mississauga ON L5A 2W9,Food Take Out,2019-06-12,
Eastern Foods International - Food Take Out,3071 Hurontario St Mississauga ON L5A 2G9,Food Take Out,2020-02-27,
Easy Drink Easy Go,2-2500 Hurontario St Mississauga ON L5B 1N4,Food Take Out,2019-06-14,
Edible Arrangements,15-1891 Rathburn Rd E Mississauga ON L4W 3Z3,Food Take Out,2020-12-15,
Edible Arrangements,11-9960 McVean Dr Brampton ON L6P 2S5,Food Take Out,2020-02-20,
Edible Arrangements,9-63 Queen St S Mississauga ON L5M 3S9,Food Take Out,2019-08-30,
Edible Arrangements,103-373 Steeles Ave W Brampton ON L6Y 0P8,Food Take Out,2019-04-12,
Edo Japan,184 E-499 Main St S Brampton ON L6Y 1N7,Food Take Out,2020-02-28,
El Catrin - Terminal 3,AT3 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Food Take Out,2019-11-20,
EllisDon/AstraZeneca - Select Sandwich,1195-1004 Middlegate Rd Mississauga ON L4Y 1M4,Food Take Out,2019-11-19,
Epic Pita,14-15 Ashby Field Rd Brampton ON L6X 0G9,Food Take Out,2020-02-06,
Escape Food Co. Escape to The Caribbean - Food Court Terminal 1,BT1-6301 Silver Dart Dr Mississauga ON L5P 1B2,Food Take Out,2020-01-13,
Esso - Circle K,5585 Winston Churchill Blvd Mississauga ON L5M 2B2,Food Take Out,2019-03-15,
Esso - Tim Hortons,2185 Leanne Blvd Mississauga ON L5K 2L6,Food Take Out,2019-10-25,
Esso - Tim Hortons,5980 Hurontario St Mississauga ON L5R 3T6,Food Take Out,2019-12-12,
Esso - Tim Hortons,7030 McLaughlin Rd Mississauga ON L5W 1W7,Food Take Out,2019-12-06,
Esso - Tim Hortons,43 Mountainash Rd Brampton ON L6R 1W4,Food Take Out,2019-03-27,
Esso - Tim Hortons,480 Derry Rd E Mississauga ON L5T 2J7,Food Take Out,2020-02-05,
Esso - Tim Hortons,5014 Dixie Rd Mississauga ON L4W 4G1,Food Take Out,2019-10-03,
Esso - Tim Hortons,7280 Dixie Rd Mississauga ON L5S 1B7,Food Take Out,2020-02-27,
Esso - Tim Hortons,780 Bancroft Dr Mississauga ON L5V 2Y6,Food Take Out,2019-11-27,
Esso - Tim Hortons,4530 Erin Mills Pky Mississauga ON L5M 4L9,Food Take Out,2019-11-04,
Esso on the Run-Tim Hortons,4011 Dixie Rd Mississauga ON L4W 1M3,Food Take Out,2019-10-24,
Esso/Circle K - Food Take Out,7995 Kennedy Rd S Brampton ON L6V 3N2,Food Take Out,2019-03-20,
Euromax Foods,7-8-1525 Bristol Rd W Mississauga ON L5M 4Z1,Food Take Out,2020-02-26,
Euromax Karpaty,4-2550 Hurontario St Mississauga ON L5B 1N5,Food Take Out,2019-10-11,
European B.B.Q Chicken Churrasqueira,5B-12599 Hwy 50 Caledon ON L7E 1M4,Food Take Out,2019-12-11,
Eva's Original Chimneys,2-433-100 City Centre Dr Mississauga ON L5B 2C9,Food Take Out,2020-10-23,
Evia Management Inc - Hot Dog Stand,6670 Meadowvale Town Centre Cir Mississauga ON L,Food Take Out,2019-04-12,
Express Au Lait,170 Queensway W Mississauga ON L5B 3A8,Food Take Out,2020-01-09,
Fair Grounds Inc,1106 Ogden Ave Mississauga ON L5E 2G6,Food Take Out,2020-01-27,
Falafel Plus,133-1065 Canadian Pl Mississauga ON L4W 0C2,Food Take Out,2020-01-14,
Family Pizza,7-10 Lormel Gate Brampton ON L7A 2K7,Food Take Out,2019-12-05,
Fancy Food,2 & $-2580 Shepard Ave Mississauga ON L5A 4K3,Food Take Out,,
Farmers Market - Terminal 1,AT1 LG-6301 Silver Dart Dr Mississauga ON L5P 1B2,Food Take Out,2019-08-22,
Farol Churrasqueira,3635 Cawthra Rd Mississauga ON L5A 2Y5,Food Take Out,2020-02-06,
Fat Bastard Burrito Co.,10-6045 Mavis Rd Mississauga ON L5R 4G6,Food Take Out,2020-02-04,
Father Michael Goetz Catholic Secondary School - Hospitality,330 Central Pky W Mississauga ON L5B 3K6,Food Take Out,2019-06-06,
Faz,18 kensington Rd Brampton ON L6T 4S5,Food Take Out,2019-10-04,
Firehouse Subs,1-70 World Dr Mississauga ON,Food Take Out,2019-12-03,
Firehouse Subs,C1-6815 Airport Rd Mississauga ON L4V 2Y4,Food Take Out,2019-10-16,
Firehouse Subs,D03a-90 Resolution Dr Brampton ON L6W 4V2,Food Take Out,2019-10-17,
First United Church - Kitchen,151 Lakeshore Rd W Mississauga ON L5H 1G3,Food Take Out,2020-07-28,
Flying J Travel Plaza - Food Take Out,1400 Britannia Rd E Mississauga ON L4W 1C8,Food Take Out,2019-11-04,
Fortune Dragon,2D-6085 Creditview Rd Mississauga ON L5V 2A8,Food Take Out,2020-03-11,
"Four Brothers Pizza, Wings & Juice Bar",3-5920 Turney Dr Mississauga ON L5M 2R8,Food Take Out,2020-02-19,
Frank's Hamburgers,227 Vodden St E Brampton ON L6V 1N1,Food Take Out,2019-11-08,
Fred's Kitchen,109-110-2515 Hurontario St Mississauga ON L4K 3H4,Food Take Out,2020-03-13,
Fresh Burger,5089 Dixie Rd Mississauga ON L4W 0E6,Food Take Out,2019-11-19,
Fresh Burger,6575 Airport Rd Mississauga Ontario L4V 1E5,Food Take Out,2020-09-14,
Fresh Burrito Mexican Grill,B-212 Queen St E Brampton ON L6V 1B7,Food Take Out,2019-11-28,
Fresh Burrito Mexican Grill,184B-499 Main St S Brampton ON L6Y 1N7,Food Take Out,2020-10-08,
﻿Fresh Burrito Mexican Grill,2B-8980 Chinguacousy Rd Brampton ON L6Y 0J2,Food Take Out,2020-03-06,
Fresh Coffee Corner,7A-60 Dundas St E Mississauga ON L5L 1W4,Food Take Out,2020-01-22,
Fresh Pick Cash & Carry,14-305 Charolais Blvd Brampton ON L6Y 2R2,Food Take Out,2019-09-18,
Freshii,B239-5100 Erin Mills Pkwy Mississauga ON L5M 4Z5,Food Take Out,2020-03-13,
Freshii,A5-6795 Airport Rd Mississauga ON L4W 1E6,Food Take Out,2020-02-28,
Freshii Bolton,11-12788 Hwy 50 Bolton ON L7R 4G1,Food Take Out,2020-08-13,
Freshly Squeezed,1-104-100 City Centre Dr Mississauga ON L5B 2C9,Food Take Out,2020-01-23,
Freshly Squeezed,162-499 Main St S Brampton ON L6Y 1N7,Food Take Out,2019-12-10,
Freshly Squeezed,F15-5100 Erin Mills Pky Mississauga ON L5M 4Z5,Food Take Out,2019-10-03,
Fruit Squeezed Bubble Tea,608-2225 Erin Mills Pkwy Mississauga ON L5K 1T9,Food Take Out,2020-11-04,
Fruitomann,76-7070 Saint Barbara Blvd Mississauga Ontario L5W 0E6,Food Take Out,2020-08-26,
Fruitomann Real Shakes,1D04-7215 Goreway Dr Mississauga ON L4T 0B4,Food Take Out,2019-11-07,
Fusia Asian Kitchen,184J-499 Main St S Brampton ON L6Y 1N7,Food Take Out,2020-02-26,
Fusion Halal Cuisine,49-8500 Torbram Rd Brampton ON L6T 5C6,Food Take Out,2019-11-01,
FV Foods,10-1125 Dundas St E Mississauga ON L4Y 2C4,Food Take Out,2019-05-02,
Fyah Side Jamaican Grill,2-25 Brisdale Dr Brampton ON L7A 0S9,Food Take Out,2020-02-18,
Gateway #541 Cafe On The Go,147-33 City Centre Dr Mississauga ON L5B 2N5,Food Take Out,2019-10-08,
Gateway On The Go,201 City Centre Dr Mississauga ON L5B 2T4,Food Take Out,2019-10-08,
Gazebo Sweets & Catering,4-626 Bloor St Mississauga ON L5A 3V9,Food Take Out,2020-02-25,
Gentlemen Chai and Snacks,11-47 Kennedy Rd N Brampton ON L6V 1X6,Food Take Out,2021-01-14,
George's Greek Grill,622 Bloor St Mississauga ON L5A 3V9,Food Take Out,2019-11-07,
Get Grill,18-7910 Hurontario St Brampton ON L6Y 0P6,Food Take Out,2019-10-29,
Gillz Sweet Factory,3-2131 Williams Pkwy Brampton ON L6S 5Z4,Food Take Out,2019-10-01,
Gino's Pizza,36-1151 Dundas St W Mississauga ON L5C 1C6,Food Take Out,2019-10-15,
Gino's Pizza,5-8770 The Gore Rd Brampton ON L6P 0B1,Food Take Out,2020-01-30,
Gino's Pizza,24A-7205 Goreway Dr Mississauga ON L4T 2T9,Food Take Out,2020-02-05,
Gino's Pizza,1-136 Queen St S Mississauga ON L5M 1K8,Food Take Out,2020-03-12,
Gino's Pizza,10-389 Main St N Brampton ON L6X 3V1,Food Take Out,2020-01-16,
Gino's Pizza,14-9025 Torbram Rd Brampton ON L6S 3L2,Food Take Out,2020-03-04,
Gino's Pizza,2A-1550 South Gateway Rd Mississauga ON L4W 5G6,Food Take Out,2020-08-18,
Gino's Pizza,7-3221 Derry Rd W Mississauga ON L5N 7L7,Food Take Out,2020-12-17,
Gino's Pizza,4-45 Dusk Dr Brampton ON L6Y 5Z6,Food Take Out,2020-01-14,
Gino's Pizza,9-10671 Chinguacousy Rd Brampton ON L7A 0N5,Food Take Out,2020-01-07,
Glen Abbey Italian Bakery - Food Take-out,5-3770 B Laird Dr Mississauga ON L5L 0A7,Food Take Out,2019-11-20,
Godiva Chocolatier,2-246-100 City Centre Dr Mississauga ON L5B 2C9,Food Take Out,2020-01-22,
Golden Empire,A12-10886 Hurontario St Brampton ON L7A 3R9,Food Take Out,2019-11-13,
Golden Lake Restaurant,380 Bovaird Dr E Brampton ON L6Z 2S7,Food Take Out,2020-01-14,
Golden Star,19-55 Mountainash Rd Brampton ON L6R 1W4,Food Take Out,2020-02-20,
Golden Star Chinese Restauant,110-164 Sandalwood Pky E Brampton ON L6Z 3S4,Food Take Out,2019-10-24,
Gol's Lanzhou Noodle,1-130 100 City Centre Dr Mississauga ON L5B 2C9,Food Take Out,2019-10-24,
Gong cha,"115-90 Burnhamthorpe Road West Mississauga, Ontario L5B 3C3",Food Take Out,2020-11-24,
Gore Meat Shop,15-4525 Ebenezer Rd Brampton ON L6P 2K8,Food Take Out,2020-02-11,
Grabb A Pizza,110-537 Van Kirk Dr Brampton ON L7A 0P4,Food Take Out,2019-10-29,
Grabb-a-pizza,14-227 Vodden St E Brampton ON L6V 1N2,Food Take Out,2020-08-17,
Grabb-a-Pizza,3-4369 Brandon Gate Drive Mississauga ON L4T 3L5,Food Take Out,2020-02-19,
Grand Taj Fine Indian Cuisine,61-90 Maritime Ontario Blvd Brampton ON L6S 0E7,Food Take Out,2019-12-12,
Great Canadian Bagel Etuck - Infield Terminal,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Food Take Out,2019-12-19,
Greek 2 Go,2-1125 Dundas St E Mississauga ON L4Y 2C4,Food Take Out,2020-01-15,
Greek Stop,3-90 Courtneypark Dr E Mississauga ON L5T 2Y3,Food Take Out,2019-11-27,
Green Press,E9-129 Lakeshore Rd E Mississauga ON L5G 1E5,Food Take Out,2020-01-30,
Grill It Up,F1-5100 Erin Mills Pkwy Mississauga ON,Food Take Out,2020-02-07,
Gur Punjabi Food Kornor,1D02-7215 Goreway Dr Mississauga ON L4T 0B4,Food Take Out,2020-11-13,
Gusto Pizzaria,135 Main St N Brampton ON L6X 1M9,Food Take Out,2020-09-09,
Gyro's Place,10B-1350 Matheson Blvd E Mississauga ON L4W 4M1,Food Take Out,2019-11-27,
Hakka Flavours,13-2880 Queen St E Brampton ON L6S 6E8,Food Take Out,2021-02-04,
Halal Hot Bite Pizza and Grill,8-3476 Glen Erin Dr Mississauga ON L5L 3R4,Food Take Out,2019-09-25,
Hampton Inn - Cafeteria,8710 The Gore Rd Brampton ON L6P 0B1,Food Take Out,2020-02-28,
Hampton Inn & Suites - Cafeteria,12700 Hwy 50 Bolton ON L7E 1L9,Food Take Out,2020-02-18,
Hanh Salon and Spa - Food,11495 Hurontario st Brampton ON L6Z 0B1,Food Take Out,2019-07-19,
Happy Days Ice Cream Parlour,5 Queen St N Bolton ON L7E 1C2,Food Take Out,2019-08-01,
Harvey's,30 Cottrelle Blvd Brampton ON L6S 0E1,Food Take Out,2019-12-13,
Hattendo,FD 004-100 City Centre Drive Mississauga ON L5B 2C9,Food Take Out,2019-10-10,
Hearth Market - Terminal 1,AT1-L2-6301 Silver Dart Dr Mississauga Ontario L5P 1B2,Food Take Out,2020-01-13,
Hello Pizza Bite,2-52 Baycliffe Cres Brampton ON L7A 3Z4,Food Take Out,2020-02-24,
Henry's Fish & Chips,6-833 Westlock Rd Mississauga ON L5C 1K7,Food Take Out,2020-01-13,
Heritage Fish & Chips,601-2462 Queen St E Brampton ON L6S 5X9,Food Take Out,2020-01-14,
Higher Ground Cafe,17227 Old Main St Caledon ON L7K 0E8,Food Take Out,2019-11-05,
Highland Farms - Bento Nouveau,50 Matheson Blvd E Mississauga ON L4Z 1N5,Food Take Out,2020-01-10,
"Himalaya, The",2A17-7215 Goreway Dr Mississauga ON L4T 0B4,Food Take Out,2020-02-10,
HK Food Station,1-1510 Drew Rd Mississauga ON L5S 1W7,Food Take Out,2019-11-26,
Holiday Inn Express,10 Nevets Rd Brampton ON L6T 5T2,Food Take Out,2019-10-09,
Holiday Inn Express - Kitchen,40 Admiral Blvd Mississauga ON L5T 2W1,Food Take Out,2020-02-04,
Holy Smokez BBQ,2-1133 Dundas St E Mississauga ON L4Y 2C3,Food Take Out,2020-02-03,
Hometown Soya Snack,3-3085 Hurontario St Mississauga ON L5A 2X1,Food Take Out,2019-07-25,
Honey Pepper,1F-1550 South Gateway Rd Mississauga ON L4W 5G6,Food Take Out,2019-08-19,
Hot bite Pizza and Grill,3-10990 Chinguacousy Rd Brampton ON L7A 0P1,Food Take Out,2020-02-18,
House of Pepper,1G-1550 South Gateway Rd Mississauga ON L4W 5G6,Food Take Out,2019-11-13,
Humphrey's Pilot Shop,13691 McLaughlin Rd Caledon ON L7C 3L7,Food Take Out,2019-10-24,
Husky House - Dragon Express,1553 Shawson Dr Mississauga ON L4W 1T7,Food Take Out,2019-10-02,
Ice Cream Parlour,58-7215 Goreway Dr Mississauga ON L4T 0B4,Food Take Out,2019-10-08,
India Bazaar Fresh Pick - Food Take Out,10405 Kennedy Rd N Brampton ON L6T 3S7,Food Take Out,2020-03-13,
Indian Curry Express & Bar,47 Queen St W Brampton ON L6Y 1L9,Food Take Out,2019-11-01,
Indian Delights and Take Out Corner,1-3088 Mayfield Rd Brampton ON L6Z 0E3,Food Take Out,2020-01-06,
Indian Frootland - Food Takeout,A9-12-9985 McVean Dr Brampton ON L6P 0K4,Food Take Out,2020-11-10,
Intact-Tim Hortons,6925 Century Ave Mississauga ON L5N 0B7,Food Take Out,2020-02-26,
International Centre - Hall 1 Snack Express,6900 Airport Rd Mississauga ON L4V 1E8,Food Take Out,2019-03-22,
International Centre - Hall 2 Snack Express,6900 Airport Rd Mississauga ON L4V 1E8,Food Take Out,2019-03-22,
International Centre - Hall 5 Snack Express,6900 Airport Rd Mississauga ON L4V 1E8,Food Take Out,2019-03-22,
Ishtar Food and Bakery,26-2399 Cawthra Rd Mississauga ON L5A 2W9,Food Take Out,2019-11-13,
Ishtar Food Products,124-5602 Tenth Line W Mississauga ON L5M 7L9,Food Take Out,2020-02-07,
Island Thyme Restaurant,22-7205 Goreway Dr Mississauga ON L4T 4J1,Food Take Out,2019-09-16,
Island Vibez Inc.,8-791 Bovaird Dr W Brampton ON L6X 0T9,Food Take Out,2019-11-28,
J P's Pizzeria,12-5980 Churchill Meadows Blvd Mississauga ON L5M 7M5,Food Take Out,2019-11-08,
Jamaica House Jerk,23 & 24-145 Clarence St Brampton ON L6W 1T2,Food Take Out,2020-10-15,
Jan Chi Food,3-2580 Shepard Ave Mississauga ON L5A 2H6,Food Take Out,2020-03-06,
Jerk & BBQ Haven,20-488 Eglinton Ave W Mississauga ON L5R 0G2,Food Take Out,2019-10-04,
Jimmy the Greek,F-05-5100 Erin Mills Pkwy Mississauga ON L5M 4Z5,Food Take Out,2020-02-06,
Jimmy the Greek,1-137-100 City Centre Dr Mississauga ON L5B 2C9,Food Take Out,2020-11-03,
Jimmy The Greek,71-1250 South Service Rd Mississauga ON L5E 1V4,Food Take Out,2020-03-11,
JMAQ BBQ Vietnamese Sandwiches & Bubble Tea,50 Kennedy Rd S Brampton ON L6W 3R7,Food Take Out,2019-10-09,
Jo & John Meat Deli - Retail,2001 Wharton Way Mississauga ON L4X 2B2,Food Take Out,,
Joe's Pizzeria,37-51 McMurchy Ave S Brampton ON L6Y 1Y5,Food Take Out,2019-08-14,
Johal Sweet Catering & Restaurant,1-3918 Cottrelle Blvd Brampton ON L6P 2R1,Food Take Out,2020-02-28,
Jopapas Pizza & Wings,18-2425 Truscott Dr Mississauga ON L5J 2B4,Food Take Out,2019-09-27,
Juice & Rocco's Pizzeria,52 Main St N Brampton ON L6V 1N6,Food Take Out,2020-02-26,
Juicebox Smoothies,40 Annagem Blvd Mississauga ON L5T 2Y3,Food Take Out,2019-11-18,
Kabab Saray Shahyad,7A-255 Dundas St W Mississauga ON L5B 3B2,Food Take Out,2019-11-08,
Kababna,1A-1B-3443 Wolfedale Rd Mississauga ON L5C 1V8,Food Take Out,2019-10-08,
Kabob Guys,A-7460 Airport Rd Mississauga ON L4T 2H5,Food Take Out,2020-01-29,
Kachori House,2-12 Bram Court Brampton ON L6W 3R6,Food Take Out,2019-10-17,
Kama Sushi,3163 Winston Churchill Blvd Mississauga ON L5L 2W1,Food Take Out,2019-10-29,
Kang's Dhaba & Pizza,9-15 Ashby Field Rd Brampton ON L6X 3B7,Food Take Out,,
Kaoi Sushi,F4-888 Dundas St E Mississauga ON L4Y 4G6,Food Take Out,2019-12-05,
Karachi Grill,3425 Fieldgate Dr Mississauga ON L4X 2J4,Food Take Out,2020-01-13,
Karachi Kabab Wala,108-808 Britannia Rd W Mississauga ON L5V 0A7,Food Take Out,2020-05-12,
Karachi Kababeez,2-6700 Montevideo Rd Mississauga ON L5N 1V1,Food Take Out,2020-03-05,
Karachi Kitchen Take Out Restaurant,3-4120 Dixie Rd Mississauga ON L4W 4V8,Food Take Out,2020-01-16,
Karahi Stop,17-145 Clarence St Brampton ON L6W 3G1,Food Take Out,2020-02-21,
Kathi Roll Express,113-10 Gillingham Dr. Brampton ON L6X 0G6,Food Take Out,2019-11-15,
Kejjis,8-5 McMurchy Ave N Brampton ON L6X 2R6,Food Take Out,2019-07-29,
Kernels,5100 Erin Mills Pky Mississauga ON L5M 4Z5,Food Take Out,2019-10-24,
Kernels,1-150-100 City Centre Dr Mississauga ON L5B 2C9,Food Take Out,2020-02-24,
Kernels Popcorn,1250 South Service Rd Mississauga ON L5E 1V4,Food Take Out,2019-11-15,
Kevin's Taiyaki,333 Dundas St E Mississauga ON L5A 1X1,Food Take Out,2020-02-06,
KFC,965 Dundas St E Mississauga ON L4Y 2B7,Food Take Out,2020-01-29,
KFC,4-5-896 Burnhamthorpe Rd W Mississauga ON L5C 2S3,Food Take Out,2020-02-13,
KFC,392-6740 Meadowvale Town Centre Cir Mississauga ON L5N 4B7,Food Take Out,2020-03-04,
KFC,27 Ruth Ave Brampton ON L6Z 4R2,Food Take Out,2019-10-03,
KFC,1250 South Service Rd Mississauga ON L5E 1V4,Food Take Out,2020-01-20,
KFC,6965 Vanguard Dr Mississauga ON L5S 1B2,Food Take Out,2020-01-28,
KFC/Taco Bell,1-9465 Mississauga Rd Brampton ON L6X 0Z8,Food Take Out,2019-07-19,
KFC/Taco Bell,F005-5100 Erin Mills Pky Mississauga ON L5M 4Z5,Food Take Out,2020-01-23,
KFC/Taco Bell,9940 Airport Rd Brampton ON L6S 0C5,Food Take Out,2019-10-02,
KFC/Taco Bell,56-499 Main St S Brampton ON L6Y 1N7,Food Take Out,2020-02-25,
King Corn,1250 South Service Rd. Mississauga ON L5E 1V4,Food Take Out,2020-10-08,
King Pizza,12-510 Driftcurrent Dr Mississauga ON L4Z 4B4,Food Take Out,2019-10-10,
Kung Fu Tea,R102-285 Enfield Place Mississauga ON L5B 3Y6,Food Take Out,2020-02-07,
La Diperie,208 Queen St S Mississauga ON L5M 1X1,Food Take Out,2020-06-30,
La Place - Hammerhead Terminal 1,AT1 L2-6301 Silver Dart Dr Mississauga ON L5P 1B2,Food Take Out,2019-10-08,
Lakefront Promenade Marina Food Take Out,135 Lakefront Prom. Mississauga ON L5E 3G6,Food Take Out,2019-06-07,
Las Delicias,59 Dundas St W Mississauga ON L5B 1H7,Food Take Out,2019-08-06,
Latin Hut,8-1960 Dundas St W Mississauga ON L5K 2R9,Food Take Out,2019-11-18,
Latin Super Chicken,A5-17 Queen St N Mississauga ON L5N 6A1,Food Take Out,2020-01-30,
Laura Secord,2E218-5100 Erin Mills Pkwy Mississauga ON L5M 4Z5,Food Take Out,2019-10-09,
Laura Secord,249-25 Peel Centre Dr Brampton ON L6T 3R5,Food Take Out,2019-04-04,
Laura Secord/Hallmark,B9-950 Southdown Rd Mississauga ON L5J 2Y4,Food Take Out,2019-04-04,
Lavender Restaurant and Takeout,121-2260 Bovaird Dr E Brampton ON L6R 3J5,Food Take Out,2019-12-05,
Lazeez Shawarma,17B-7205 Goreway Dr Mississauga ON L4T 4J1,Food Take Out,2020-11-06,
Lazeez Shawarma,E7-5618 Tenth Line W Mississauga ON L5M 7L9,Food Take Out,2021-02-09,
Lazeez Shawarma and Mediterranean Grill,B12-10671 Chinguacousy Rd Brampton ON L7A 0N5,Food Take Out,2020-01-21,
Lazros Greek Grills,4-6700 Montevideo Rd Mississauga ON L5N 1V1,Food Take Out,2019-09-04,
Lemon Grass Kitchen,1C-1550 South Gateway Rd Mississauga ON L4W 5G8,Food Take Out,2020-09-01,
Let's Play Cafe,10150 The Gore Rd Brampton ON L6P 0A6,Food Take Out,2019-10-02,
Let's Play Cafe,1050 Sandalwood Pky W Brampton ON L7A 0K9,Food Take Out,2020-03-12,
Let's Play Cafe - Earnscliffe Recreation Centre - Snack Bar,44 Eastbourne Dr Brampton ON L6T 3M2,Food Take Out,2019-10-07,
Life Time Athletic - Poolside Bistro,Outdoor-3025 Pepper Mill Crt Mississauga ON L5L 4X5,Food Take Out,2019-08-19,
Little Caesars,2-2945 Sandalwood Pky E Brampton ON L6R 3J6,Food Take Out,2020-03-06,
Little Caesars,644 Bloor St Mississauga ON L5A 3V9,Food Take Out,2019-08-28,
Little Caesars,C4-10625 Creditview Rd Brampton ON L7A 0T4,Food Take Out,2019-07-30,
Little Caesars,6A-2550 Hurontario St Mississauga ON L5B 1N5,Food Take Out,2020-03-10,
Little Caesars,4141 Dixie Rd Mississauga ON L4W 2V5,Food Take Out,2020-01-24,
Little Caesars,4B-3055 Argentia Rd Mississauga ON L5N 8E1,Food Take Out,2020-09-16,
