Facility Name,Site Address,Community,Facility Type
Donaleigh's Irish Public House,28 Dunlop St E Barrie ON L4M 1A3,Barrie,Restaurant
Dornoch Tap and Grill,4203 County Road 124 Nottawa ON L0M 1P0,Nottawa,Restaurant
Dosti Eats,C1-535 Bryne Dr Barrie ON L4N 9P6,Barrie,Restaurant
Double Happiness Chinese Restaurant,233 King Street Midland ON L4R 3M1,Midland,Restaurant
"Dragon Restaurant, The",70 Essa Rd Barrie ON L4N 3K7,Barrie,Restaurant
Drunken Oyster Bar,18 Huron Street Collingwood ON L9Y 1C4,Collingwood,Restaurant
Druxy's,201 Georgian Dr Barrie ON L4M 6M2,Barrie,Restaurant
Duckworth's Fish & Chips,750 Atherley Road Orillia ON L3V 1P6,Orillia,Restaurant
Duffer's Golf Centre,4904 County Rd 90 Barrie ON L4M 4S4,Barrie,Restaurant
Duffer's Tap & Grill,476 South Mary Lake Rd Port Sydney ON P0B 1L0,Port Sydney,Restaurant
Duncan's Cafe,60 Hurontario St Collingwood ON L9Y 2L7,Collingwood,Restaurant
Dunlop Billiards Sports Bar and Eatery,A-445 Dunlop St W Barrie ON L4N 1C3,Barrie,Restaurant
Dunlop Street Diner,20 Dunlop St E Barrie ON L4M 1A3,Barrie,Restaurant
Duntroon Highlands Golf Club,1226 Concession Road 10 S Duntroon ON L0M 1H0,Duntroon,Restaurant
East Side Mario's,138 Young St Alliston ON L9R 1P8,Alliston,Restaurant
East Side Mario's,10-111 Howland Dr Huntsville ON P1H 2P4,Huntsville,Restaurant
East Side Mario's,315 Memorial Avenue Orillia ON L3V 5Y1,Orillia,Restaurant
East Side Mario's,502 Bayfield St Barrie ON L4M 5A2,Barrie,Restaurant
East Side Mario's,451 Bryne Dr Barrie ON L4N 6C8,Barrie,Restaurant
Eclectic Cafe,39 Mississaga Street West - Unit B Orillia ON L3V3A5,Orillia,Restaurant
Econo Lodge,117 Main St W Huntsville ON P1H 1W8,Huntsville,Restaurant
Eddies 241 Pizza,208 Victoria St E Alliston ON L9R 1B6,Alliston,Restaurant
Eggcellent,17 Holland Street West Bradford ON L3Z 2B8,Bradford,Restaurant
Eggsmart,9-155 First St Collingwood ON L9Y 1A5,Collingwood,Restaurant
El Pueblito,155 Manitoba Street Bracebridge ON P1L 2B7,Bracebridge,Restaurant
EL Toro Smokehouse,2921-2921 Hwy 11 N Oro-Medonte ON L0L 2X0,Oro,Restaurant
Electric Juicery And Cafe,19 Queen Street S Tottenham ON L0G 1W0,Tottenham,Restaurant
Elmvale Sales Barn and Flea Market,1568 Highway 92 Elmvale ON L0L 1P0,Elmvale,Restaurant
Em's Cafe,16 Coldwater Rd Coldwater ON L0K 1E0,Coldwater,Restaurant
Era 67 Restaurant & Lounge,4-64 Mississaga Street W Orillia ON L3V 3A8,Orillia,Restaurant
Erika's Wild Flour Bake Shoppe,2832 Highway 60 Dwight ON P0A 1H0,Dwight,Restaurant
Espresso Post,139 Hurontario St Collingwood ON L9Y 2L9,Collingwood,Restaurant
Espresso Post Petit,2-65 Simcoe Street Collingwood ON L9Y 1H7,Collingwood,Restaurant
"Everett Grille, The",1-8069 Main St E Everett ON L0M 1J0,Everett,Restaurant
Exit 156 Port Severn Restaurant,78 Lone Pine Rd Port Severn ON L0K 1S0,Port Severn,Restaurant
"Explorers Cafe, The",345 King St Midland ON L4R 3M7,Midland,Restaurant
Extreme Pita,108A-75 Barrie View Dr Barrie ON L4N 8V4,Barrie,Restaurant
Extreme Pita,4-642 Yonge Street Barrie ON L4N 4E6,Barrie,Restaurant
Extreme Pita,547 Holland St W Bradford ON L3Z 0C1,Bradford,Restaurant
Fairfield by Marriott,8 Mulcahy Court Orillia ON L3V 8B3,Orillia,Restaurant
Family Place Restaurant & Pizza,1 King William Street Huntsville ON P1H 1G7,Huntsville,Restaurant
Famous Wok,16-1029 Brodie Dr Severn ON L3V 0V2,Severn,Restaurant
Fancy's Fish and Chips,5 Bell Farm Rd Barrie ON L4M 5G1,Barrie,Restaurant
Farmer's Daughter,118 Highway 60 Huntsville ON P1H 1C2,Huntsville,Restaurant
"Farmhouse, The",268 Bradford Street Barrie ON L4N 6T3,Barrie,Restaurant
Fat Bastard Burrito,2-506 Bayfield St N Barrie ON L4M 5A2,Barrie,Restaurant
Fat Bastard Burrito,4-205 Memorial Ave Orillia ON L3V 5X8,Orillia,Restaurant
Feeb's Pub & Grill,2 Mill Street E Tottenham ON L0G 1W0,Tottenham,Restaurant
Fern Resort,4432 Fern Resort Road Orillia ON L3V 6H5,Orillia,Restaurant
Fern Resort - BBQ,4432 Fern Resort Road Orillia ON L3V 6H5,Orillia,Restaurant
Fern Resort - Mary Lou's,4432 Fern Resort Road Orillia ON L3V 6H5,Orillia,Restaurant
Fig and Feta,A-65 Hurontario Street Collingwood ON L9Y 2L7,Collingwood,Restaurant
Fil's Cafe,17-353 Duckworth St Barrie ON L4M 5C2,Barrie,Restaurant
Fine Thymes Bistro & Bakery,B-13 Taylor Road Bracebridge ON P1L 1S6,Bracebridge,Restaurant
Fionn MacCool’s,547 Cundles Rd E Barrie ON L4M 0G9,Barrie,Restaurant
Fionn MacCool’s,2 Front St N Orillia ON L3V 4R5,Orillia,Restaurant
Firehouse Subs,502 Holland Street West Bradford ON L3Z 0R7,Bradford,Restaurant
Firehouse Subs,H3-454 Bayfield St Barrie ON L4M 5A2,Barrie,Restaurant
"First Class Café, The",1 Georgian Dr Barrie ON L4M 3X9,Barrie,Restaurant
Fish & Sips,206 Hurontario St Collingwood ON L9Y 2M2,Collingwood,Restaurant
Fishbone Kitchen & Wine Bar,261 Sunseeker Avenue Innisfil ON L9S 0J7,Innisfil,Restaurant
Flapjacks,10-490 Mapleview Dr W Barrie ON L4N 9Z5,Barrie,Restaurant
Flashback Diner,309 Bayfield Street Barrie ON L4M 3C2,Barrie,Restaurant
Flippin Eggs,598 Atherley Rd Orillia ON L3V 6P5,Orillia,Restaurant
Flying Monkeys Craft Brewery,107 Dunlop Street E Barrie ON L4M 1A6,Barrie,Restaurant
Flynn's at Delawana,42 Delawana Road Honey Harbour ON P0E 1E0,Honey Harbour,Restaurant
Flynn's Irish Pub,96 Main Street Penetanguishene ON L9M 1T5,Penetanguishene,Restaurant
"Fork & Plate Family Grill, The",2383-25 Sideroad Alcona ON L9S 2G3,Alcona,Restaurant
Fornetto,7304 Highway 26 Stayner ON L0M 1S0,Stayner,Restaurant
Four Seasons Chinese Restaurant,1-2-50 Main Street E Beeton ON L0G 1A0,Beeton,Restaurant
Fox Lounge Rock Bar and Hot Dogery,16 Dunlop St E Barrie ON L4M 1A3,Barrie,Restaurant
Freaky Wizard,13A-130 Bell Farm Road Barrie ON L4M 6J4,Barrie,Restaurant
French's Stand,145 Tecumseth St Orillia ON L3V 1Y5,Orillia,Restaurant
Fresco Cafe and Catering,105-190 Cundles Rd E Barrie ON L4N 4S5,Barrie,Restaurant
Fresh A-Fare,530 Welham Rd Barrie ON L4N 8Z7,Barrie,Restaurant
Fresh A-Fare,531 Bayfield St Barrie ON L4M 4Z9,Barrie,Restaurant
Fresh Kutz Market & Grill,4-195 Wellington St Bracebridge ON P1L 1C2,Bracebridge,Restaurant
Freshii,8-90 Park Pl Boulevard Barrie ON L4N 6P8,Barrie,Restaurant
Freshii,B-3270 Monarch Dr Orillia ON L3V 8A2,Orillia,Restaurant
Freshii,5-295 Wellington St Bracebridge ON P1L 1B8,Bracebridge,Restaurant
Freshii,H2 - 494 Holland Street West Bradford ON L3Z 0A2,Bradford,Restaurant
Freshii,3-285 Mill Street Angus ON L0M 1B4,Angus,Restaurant
Freshii,1 First Street Collingwood Ontario L9Y 1A1,Collingwood,Restaurant
Freshii,347-Cundles Rd E Barrie ON L4M 0G9,Barrie,Restaurant
Friday Harbour Beach Club,3740 Sunreef Ave Innisfil ON L9S 2L3,Innisfil,Restaurant
"Friendly Corner Store and Restaurant, The",120 Green Point Road Tiny ON L9M 2H7,Tiny,Restaurant
Friend's Diner,400 Laclie St Orillia ON L3V 4P5,Orillia,Restaurant
Friends Pub Grill,7287 Highway 26 E Stayner ON L0M 1S0,Stayner,Restaurant
Frosty Pint Pub,110 Ferguson Road Gravenhurst ON P1P 1P7,Gravenhurst,Restaurant
FryDay,8873 Highway 11 N Orillia ON L3V 6H3,Orillia,Restaurant
"Galley at Driftwood Cove, The",93 Port Severn Road N Port Severn ON L0K 1S0,Port Severn,Restaurant
Gateway Casinos Innisfil,7485 5th Sideroad Innisfil ON L9S 3S1,Innisfil,Restaurant
Georges Country Style Restaurant,119 Colborne St W Orillia ON L3V 2Y8,Orillia,Restaurant
Georgian Bay Family Restaurant,401 Hume Street Collingwood ON L9Y 2L7,Collingwood,Restaurant
Georgian Bowl,832 Hurontario St Collingwood ON L9Y 3Z1,Collingwood,Restaurant
Georgian Circle Family Restaurant,1-1441 Mosley St Wasaga Beach ON L9Z 2B9,Wasaga Beach,Restaurant
Georgian College Food Lab Room E 109,109-1 Georgian College Drive Barrie ON L4M 3X9,Barrie,Restaurant
Georgian Grill,7 Tiny Beaches Road N Tiny ON L0L 2J0,Tiny,Restaurant
Get Roasted Cafe,827 Big Bay Point Road Barrie ON L4N 0G5,Barrie,Restaurant
Gibby G's,489 Yonge Street Barrie ON L4N 4E1,Barrie,Restaurant
Gibson & Co.,3-93 Hurontario St Collingwood ON L9Y 2L9,Collingwood,Restaurant
Gidley's Galley,18-2 Poyntz Street Penetanguishene ON L9M 1M2,Penetanguishene,Restaurant
Giffen's Country Market,55 Station St Glen Huron ON L0M 1L0,Glen Huron,Restaurant
Gino's Pizza,412 Holland Street W Bradford ON L3Z 2A4,Bradford,Restaurant
Globe Deli & Restaurant,478 Elizabeth St Midland ON L4R 1Z8,Midland,Restaurant
Gluten Free Me,3-191 Hurontario St Collingwood ON L9Y 2M1,Collingwood,Restaurant
Go 4 Sushi,3-2 Massey Street Angus ON L0M 1B0,Angus,Restaurant
Golden Griddle Family Restaurant,45-400 Bayfield St Barrie ON L4M 5A1,Barrie,Restaurant
Golden Mango Thai Cuisine,3-444 Holland Street W Bradford ON L3Z 0G1,Bradford,Restaurant
Golden Taste of Asia,316 Holland St W Bradford ON L3Z 1J3,Bradford,Restaurant
Golden Wok Buffet,16 Front St N Orillia ON L3V 4R5,Orillia,Restaurant
Grandview Golf Club -,245 Grandview Dr N Huntsville ON P1H 1B2,Huntsville,Restaurant
"Grape and Olive Wine & Martini Bistro, The",400 Memorial Ave Orillia ON L3V 6J3,Orillia,Restaurant
"Great Canadian Bagel, The",B12-411 Bayfield St Barrie ON L4M 6E5,Barrie,Restaurant
Green Mango Tree Thai Fusion,6-115 First St Collingwood ON L9Y 1A5,Collingwood,Restaurant
Green Mango Tree Thai Fusion,3-75 Barrie View Drive Barrie ON L4N 8V4,Barrie,Restaurant
GreeneStone Muskoka,3571 Highway 169 Bala ON P0C 1A0,Bala,Restaurant
Griffin Gastropub,9 Chancery Lane Bracebridge ON P1L 2E3,Bracebridge,Restaurant
"Grill at Kirrie Glen, The",1838 Highway 118 W Milford Bay ON P0B 1E0,Milford Bay,Restaurant
"Grill, The",3279 Port Severn Rd N Port Severn ON L0K 1S0,Port Severn,Restaurant
Grilled Cheese Social Eatery,53 Dunlop St E Barrie ON L4M 1A2,Barrie,Restaurant
Grillicious Gourmet Food Tap & Grill,Lower-147 Dunlop St E Barrie ON L4M 1A6,Barrie,Restaurant
Groovy Tuesday's Bistro,73 Collier St Barrie ON L4M 1G7,Barrie,Restaurant
Grounded Coffee Co.,538 Bay St Midland ON L4R 1L3,Midland,Restaurant
Guac Mexi Grill,3-1890 Mosley Street Wasaga Beach ON L9Z 1Z4,Wasaga Beach,Restaurant
Guac Mexi Grill,2-86 Young St Alliston ON L9R 1V2,Alliston,Restaurant
Guac Mexi Grill,1472 Innisfil Beach Road Innisfil ON L9S 4J1,Alcona,Restaurant
Guac Mexi Grill,515-975 West Ridge Blvd Orillia ON L3V7W7,Orillia,Restaurant
Gung Ho Chinese Canadian Restaurant,3-4-438 West St N Orillia ON L3V 5E8,Orillia,Restaurant
Gustav's Chophouse and Bar/Georgian Bay Hotel,10 Vacation Inn Dr Collingwood ON L9Y 5G4,Collingwood,Restaurant
Hacienda Santa Teresa,22 Holland Street West Bradford L3Z 2A7,Bradford,Restaurant
Halibut House,P02-36 Young St Alliston ON L9R 1P8,Alliston,Restaurant
Halibut House Fish & Chips,200-627 Cundles Rd East Barrie ON L4M 0G9,Barrie,Restaurant
Halibut House Fish & Chips,494 Holland Street West Bradford ON L3Z 0A2,Bradford,Restaurant
Hangar 26,5195 Highway 26 Clearview ON L0M 1S0,Clearview,Restaurant
Harbour House,2755 Honey Harbour Road Honey Harbour ON P0E 1E0,Honey Harbour,Restaurant
Harbour House Grill,727 Harbour St Lefroy ON L0L 1W0,Lefroy,Restaurant
Harbour Street Fish Bar,403-404 10 Keith Ave Collingwood ON L9Y 0W5,Collingwood,Restaurant
Harvey's,A-109 Young Street W Alliston ON L9R 0E9,Alliston,Restaurant
Harvey's,401 Bayfield St Barrie ON L4M 3C5,Barrie,Restaurant
Harvey's,481 Holland Street W Bradford ON L3Z 0C1,Bradford,Restaurant
Harvey's,1-75 Barrie View Dr Barrie ON L4N 8V4,Barrie,Restaurant
Harvey's,3311 County Road 89 Cookstown ON L0L 1L0,Cookstown,Restaurant
Harvey's,150 Highway 118 W Bracebridge ON P1L 1T4,Bracebridge,Restaurant
Harvey's,370 Memorial Ave Orillia ON L3V 6H1,Orillia,Restaurant
Harvey's,349 Main St Wasaga Beach ON L9Z 0B6,Wasaga Beach,Restaurant
Harvey's,440 First St Collingwood ON L9Y 1B6,Collingwood,Restaurant
Harvey's Swiss Chalet,285 Mill St Angus ON L0M 1B4,Angus,Restaurant
Harvey's Swiss Chalet,1466 Innisfil Beach Road Innisfil ON L9S 4J1,Innisfil,Restaurant
Harvey's Swiss Chalet,1215 Muskoka Rd S Gravenhurst ON P1P 1K9,Gravenhurst,Restaurant
Harvey's Swiss Chalet,150 Hanes Rd Huntsville ON P1H 1M4,Huntsville,Restaurant
Harvey's Swiss Chalet,9340 County Rd 93 Midland ON L4R 4K4,Midland,Restaurant
Hasty Tasty Diner,380 Laclie St Orillia ON L3V 4P3,Orillia,Restaurant
Hawk Ridge Golf & Country Club,1151 Hurlwood Lane Orillia ON L3V 6K8,Orillia,Restaurant
Hay Caramba Restaurant,54-D-54 Holland Street W Bradford ON L3Z 2A7,Bradford,Restaurant
Heart of Muskoka Fries,92 Muskoka Rd 10 Port Sydney ON P0B 1M0,Port Sydney,Restaurant
Heavenly Cafe,301-10 Keith Ave Collingwood ON L9Y 0W5,Collingwood,Restaurant
"Heights Ski & Country Club, The",1106 Horseshoe Valley Rd W Oro-Medonte ON L4M 4Y8,Oro-Medonte,Restaurant
Heinz Burger Co.,2-120 Anne St S Barrie ON L4N 6A2,Barrie,Restaurant
Henrietta's Pine Bakery,3 King William Street Huntsville ON P1H 2J2,Huntsville,Restaurant
Heritage Hills Golf Club,367 Line 1 S Shanty Bay ON L0L 2L0,Shanty Bay,Restaurant
Hermie's Diner,5-575 West Street South Orillia ON L3V7N6,Orillia,Restaurant
Hero Certified Burgers,444 Holland Street W Bradford ON L3Z 0G1,Bradford,Restaurant
Hidden Valley Highlands Ski Area,1655 Hidden Valley Rd Huntsville ON P1H 1A4,Huntsville,Restaurant
Hidden Valley Resort,1755 Valley Rd Huntsville ON P1H 1Z8,Huntsville,Restaurant
Higher Grounds,A-69A Dunlop St W Barrie ON L4N 1A5,Barrie,Restaurant
Hills Maple Leaf Restaurant,181 Memorial Ave Orillia ON L3V 5X7,Orillia,Restaurant
Hockley General Store and Restaurant,994227 Mono Adjala Townline Adjala-Tosorontio ON L0G 1L0,Adjala-Tosorontio,Restaurant
Hog N' Penny,9 Matchedash Street N Orillia ON L3V 4T4,Orillia,Restaurant
Holly's Sweets & Eats,L-12 Commerce Park Dr Barrie ON L4N 8W8,Barrie,Restaurant
Homestead Artisan Bakery,80 Dunlop St E Barrie ON L4M 1A4,Barrie,Restaurant
Homestyle Cafe,5-500 Muskoka Rd 118 W Bracebridge ON P1L 1T4,Bracebridge,Restaurant
Hook and Ladder Family Dining,3119 Muskoka Rd 169 Bala ON P0C 1A0,Bala,Restaurant
Hooligans,66 Dunlop St E Barrie ON L4M 1A4,Barrie,Restaurant
Hooligans,66 Dunlop St E Barrie ON L4M 1A4,Barrie,Restaurant
Hooper's,3383 Muskoka St Washago ON L0K 2B0,Washago,Restaurant
Hooters,5 Mulcaster St Barrie ON L4M 3L9,Barrie,Restaurant
Hot Stacks,27 King Street N Cookstown ON L0L 1L0,Cookstown,Restaurant
Hot Wok Chinese Restaurant,477 Grove Street E Barrie ON L4M 6M3,Barrie,Restaurant
"Hound Lounge Bar and Grill, The",4 North Road Baysville ON P0B 1A0,Baysville,Restaurant
HQ Restaurant & Tap House,3239 Penetanguishene Road Craighurst ON L4M 4Y8,Craighurst,Restaurant
"Hungry Sumo, The",188 First St Collingwood ON L9Y 1A7,Collingwood,Restaurant
Huntsville Bowl,A-2A Cann St Huntsville ON P1H 1H3,Huntsville,Restaurant
Huntsville Downs Golf & Country Club,182 Golf Course Rd Huntsville ON P1H 1N7,Huntsville,Restaurant
Husky,1-3479 County Road 88 Bradford ON L3Z 2B2,Bradford,Restaurant
Il Buco Ristorante,101-31 Dunlop St E Barrie ON L4M 1A2,Barrie,Restaurant
Ilha Azul Bar & Grill,6 Holland Street West Bradford ON L3Z 2A7,Bradford,Restaurant
In Play,L-M-551 Bryne Dr Barrie ON L4N 9P6,Barrie,Restaurant
In The Penalty Box,1A-220 Bayview Dr Barrie ON L4N 4Y8,Barrie,Restaurant
Indian Curry and Grill House,311 Blake St Barrie ON L4M 1K7,Barrie,Restaurant
Indian Flames Authentic Indian Cuisine & Bar,33 Paris St Alliston ON L9R 1J3,Alliston,Restaurant
Inn at the Falls,8 Maffafy Court Bracebridge P1L 2A6,Bracebridge,Restaurant
Innisbrook Golf Course,211 Lockhart Rd Barrie ON L9J 0B4,Barrie,Restaurant
Innisfil Creek Golf Course,239 Reive Boulevard Cookstown ON L0L 1L0,Cookstown,Restaurant
Irie Jerk,3-222 Mapleview Dr W Barrie ON L4N 9E7,Barrie,Restaurant
Iron Horse Bar & Grill,1 Church St Cookstown ON L0L 1L0,Cookstown,Restaurant
Iron Skillet 2.0,1-49 Huron Street Collingwood ON L9Y 1C5,Collingwood,Restaurant
Iron Skillet -The Beach,1531 Mosley St Wasaga Beach L9Z 2B7,Wasaga Beach,Restaurant
"Italian Bakery, The",200 Wellington Street W Barrie ON L4N 1K9,Barrie,Restaurant
"Italian Eatery,The",6-90 Park Pl Boulevard Barrie ON L4N 6P8,Barrie,Restaurant
Jack Astor's Bar and Grill,70 Mapleview Dr W Barrie ON L4N 9H5,Barrie,Restaurant
Jacks Pancake Factory Incorporated,7-8-222 Mapleview Dr W Barrie ON L4N 9E7,Barrie,Restaurant
Jey's Burritos,4-453 Dunlop Street W Barrie ON L4N 1C3,Barrie,Restaurant
Jimmy's Family Restaurant,1014 Highway 9 Palgrave ON L0N 1P0,Palgrave,Restaurant
JJ's Caribbean Cuisine,5-110 Little Ave Barrie ON L4N 4K8,Barrie,Restaurant
Johnny & Roger's Pizza,1-312 Victoria St E Alliston ON L9R 1K4,Alliston,Restaurant
JoJo's Crepe Cafe,23 Holland St W Bradford ON L3Z 2B4,Bradford,Restaurant
Jongs Restaurant,7273 Highway 26 Stayner ON L0M 1S0,Stayner,Restaurant
Journeys Blend Cafe,30 Mountain Rd Collingwood ON L9Y 5H7,Collingwood,Restaurant
JW Marriott The Rosseau Muskoka Resort & Spa - Cottages,1050 Paignton House Rd Minett ON P0B 1G0,Minett,Restaurant
JW Marriott The Rosseau Muskoka Resort & Spa - Lower Cabana/ Deck,1050 Paignton House Road Minett ON P0B 1G0,Minett,Restaurant
"JW Marriott The Rosseau Muskoka Resort & Spa - Teca ""Simply Italian""",1050 Paignton House Rd Minett ON P0B 1G0,Minett,Restaurant
Kabab and Karahi,1-488 Holland Street West Bradford ON L3Z 2B7,Bradford,Restaurant
Katmanis Thai Restaurant,4-1288 Mosley Street Wasaga Beach ON L9Z 2C9,Wasaga Beach,Restaurant
Kawartha Dairy,647 Atherley Rd Orillia ON L3V 1P1,Orillia,Restaurant
Kelly's Bistro,34 Victoria St E Alliston ON L9R 1T4,Alliston,Restaurant
Kelly's Kitchen Pub,5 Manitoba Street Bracebridge ON P1L 2A4,Bracebridge,Restaurant
Kelsey's,917 King Street Midland ON L4R 4L3,Midland,Restaurant
Kelsey's,371 First St Collingwood ON L9Y 1B3,Collingwood,Restaurant
Kelsey's,27 Mapleview Dr W Barrie ON L4N 9H5,Barrie,Restaurant
Kelsey's,20-111 Howland Dr Huntsville ON P1H 2P4,Huntsville,Restaurant
Kelsey's,458 Bayfield Street Barrie ON L4M 5A2,Barrie,Restaurant
Kelsey's,405 Memorial Avenue Orillia ON L3V 5Y1,Orillia,Restaurant
Kenzington Burger Bar,40 Dunlop St E Barrie ON L4M 1A3,Barrie,Restaurant
Kenzington Burger Bar,511 Bryne Dr Barrie ON L4N 9P7,Barrie,Restaurant
Kenzington Burger Bar,85 Mississaga St E Orillia ON L3V 1V6,Orillia,Restaurant
Kenzington Burger Bar,1-4 Holland Street W Bradford ON L3Z 2A9,Bradford,Restaurant
KFC,505 Highway 118 W Bracebridge ON P1L 1T1,Bracebridge,Restaurant
KFC,14 King William St Huntsville ON P1H 1G5,Huntsville,Restaurant
KFC,350 Winewood Ave E Gravenhurst ON P1P 1B7,Gravenhurst,Restaurant
KFC,375 King Street Midland ON L4R 3M7,Midland,Restaurant
KFC,70 First St Collingwood ON L9Y 1A3,Collingwood,Restaurant
KFC,1-502 Holland Street West Bradford ON L3Z 0A2,Bradford,Restaurant
KFC / Taco Bell,644 Yonge St Barrie ON L4N 4E6,Barrie,Restaurant
KFC / Taco Bell,281 Main St Wasaga Beach ON L9Z 2L3,Wasaga Beach,Restaurant
KFC / Taco Bell,315 Bayfield St Barrie ON L4M 3C2,Barrie,Restaurant
Kimberley's,A-28 Queen St W Elmvale ON L0L 1P0,Springwater,Restaurant
Kings and Castles,7-649 Bayview Dr Barrie ON L4N 6Z2,Barrie,Restaurant
Kitchens Pastry and Catering,A-16 Manitoba Street Bracebridge ON P1L 1R9,Bracebridge,Restaurant
Kitcho Sushi,240 First St Collingwood ON L9Y 1A9,Collingwood,Restaurant
Knights Inn,69 Main St W Huntsville ON P1H 1W9,Huntsville,Restaurant
KoHyang House Korean & Asian Cuisine,33 Bayfield Street Barrie ON L4M 3A6,Barrie,Restaurant
Koi Sushi,1-2-660 Atherley Rd Orillia ON L3V 1P2,Orillia,Restaurant
L.A. Cafe,339 Lafontaine Rd W Tiny ON L9M 0H1,Tiny,Restaurant
La Baie Creperie,342 King St Midland ON L4R 3M8,Midland,Restaurant
La Mexicanada Restaurant,32 Holland St E Bradford ON L3Z 2B5,Bradford,Restaurant
La Pizzeria,7278 Highway 26 Stayner ON L0M 1S0,Stayner,Restaurant
Labyrinth Games And Cafe,1-12 Commerce Park Drive Barrie ON L4N 8W8,Barrie,Restaurant
Lady Muskoka Cruises,300 Ecclestone Dr Bracebridge ON P1L 1G4,Bracebridge,Restaurant
Lagoon Harbour Resort & Hotel - Lakeview Restaurant,1 Poplar Crescent Brechin ON L0K 1B0,Brechin,Restaurant
Lake Country Grill,425 West St N Orillia ON L3V 7R2,Orillia,Restaurant
"Lake Joseph Club, The",1072 Elgin House Rd Minett ON P0B 1J0,Minett,Restaurant
"Lake Joseph Club, The",1072 Elgin House Rd Minett ON P0B 1J0,Minett,Restaurant
Lake of Bays Brew Pub,59 Main St E Huntsville ON P1H 2B8,Huntsville,Restaurant
Lake St. George Golf Club,3156 South Sparrow Lake Rd Washago ON L0K 2B0,Washago,Restaurant
Lakeside Bala Limited,3068 Muskoka Rd 169 Bala ON P0C 1A0,Bala,Restaurant
Lakeside Seafood & Grill,9 Harbour St E Collingwood ON L9Y 5C5,Collingwood,Restaurant
Landings of Willow Creek Golf Course,424 Penetanguishene Road Barrie ON L4M 4Y8,Barrie,Restaurant
Lanterna Ristorante North,2812 Lakeshore Drive Brechin ON L0K 1B0,Brechin,Restaurant
"Last Class Café, The",1 Georgian Dr Barrie ON L4M 3X9,Barrie,Restaurant
"Last Shot Bar & Grill, The",1-4171 Innisfil Beach Road Thornton ON L0L 2N0,Thornton,Restaurant
Lazeez Shawarma,5-176 Victoria Street East Alliston ON L9R 1K6,Alliston,Restaurant
Lazy Tulip Café,29 Maple Ave Barrie ON L4N 1A2,Barrie,Restaurant
Le Villageois de Lafontaine / Rendezvous Lafontaine,333 Lafontaine Rd W Tiny ON L9M 0H1,Tiny,Restaurant
Leacock Cafe,50 Museum Dr Orillia ON L3V 6K5,Orillia,Restaurant
Lee's Kitchen Chinese & Thai Cuisine,4-346 Bayfield St Barrie ON L4M 3C4,Barrie,Restaurant
Lee's Tasty House,17 Holland St E Bradford ON L3Z 2A9,Bradford,Restaurant
Licious Italian Bakery Cafe,2-490 Mapleview Street West Barrie ON L4N 6C3,Barrie,Restaurant
Lickel Bickle,598 Atherly Rd Orillia ON L3V 1P2,Orillia,Restaurant
Life's A Slice Pizza,3-200 Main St Stayner ON L0M 1S0,Stayner,Restaurant
Life's A Slice Pizza,13 Yonge St S Elmvale ON L0L 1P0,Elmvale,Restaurant
Life's a Slice Pizza & Shawarma,670 River Road W Wasaga Beach ON L9Z 2P1,Wasaga Beach,Restaurant
Lilly's Italian Eatery,223 King St Midland ON L4R 3M1,Midland,Restaurant
Lily Pad,150 Laguna Parkway Brechin ON L0K 1B0,Brechin,Restaurant
Limoncello Bistro,41 Maple Ave Barrie ON L4N 1S1,Barrie,Restaurant
Linda's Eating Place & Coffee Shop,1027 Bayfield St N Midhurst ON L0L 1X1,Midhurst,Restaurant
Linx Kitchen + Social,312 King Street Barrie ON L4N 6L2,Barrie,Restaurant
Little D's Family Restaurant,7-165 Wellington St W Barrie ON L4N 1L7,Barrie,Restaurant
Living Water Resorts - Station on the Green Bar & Grill,28 Harbour St W Collingwood ON L9Y 3Z4,Collingwood,Restaurant
"Local Landing, The",1-119 Medora Street Port Carling P.O. Box 278 ON P0B 1J0,Port Carling,Restaurant
"Lockeroom Sports Bar & Grill, The",201 Cundles Rd E Barrie ON L4M 4S5,Barrie,Restaurant
Log Cabin Restaurant,3394 Muskoka St Washago ON L0K 2B0,Washago,Restaurant
Lone Star Texas Grill,140 Park Pl Boulevard Barrie ON L4N 6P1,Barrie,Restaurant
Lone Wolf Cafe,10 Matchedash Street South Orillia ON L3V 4W3,Orillia,Restaurant
Loobies Restaurant,2066 Horseshoe Valley Rd W Barrie ON L4M 4Y8,Barrie,Restaurant
Loretto Tavern,7994 County Rd 1 Loretto ON L0G 1L0,Loretto,Restaurant
Lot 88 Kitchen and Bar,294 Memorial Ave Orillia ON L3V 5X6,Adjala-Tosorontio,Restaurant
Lumina Resort,1348 Fox Point Rd Dwight ON P0A 1H0,Lake of Bays,Restaurant
MacLeod's Coffee Shop & Lunch Spot,2-21 High St MacTier ON P0C 1H0,MacTier,Restaurant
Mac's Sushi,J09B-509 Bayfield St Barrie ON L4M 4Z8,Barrie,Restaurant
Mad Cravings,8215 Highway 93 Tiny ON L0K 2E1,Wyebridge,Restaurant
Mad Dogs Coffee & Vinyl Café,239 Hurontario St Collingwood ON L9Y 2M1,Collingwood,Restaurant
"Mad River Golf Club, The",2008 Airport Rd Creemore ON L0M 1G0,Creemore,Restaurant
Made In Mexico,I6-465 Holland Street W Bradford West Gwillimbury ON L3Z 0C1,Bradford West Gwillimbury,Restaurant
Main Street Local,24 Main St E Huntsville ON P1H 2C8,Huntsville,Restaurant
