Facility Name,Site Address,Community,Facility Type
Shawarma Place,9-477 Grove St E Barrie ON L4M 6M3,Barrie,Restaurant
Shawarma Times and Grill,355 Memorial Ave Orillia ON L3V 6H1,Orillia,Restaurant
Shaws Pancake House,493 Line 14 S Orillia ON L3V 6H1,Orillia,Restaurant
Sherwood Inn,1090 Sherwood Rd Port Carling ON P0B 1J0,Port Carling,Restaurant
Shine Express,B-11B Taylor Rd Bracebridge ON P1L 1S6,Bracebridge,Restaurant
Shine Juice Bar & Café,144 Mississaga St E Orillia ON L3V 1V7,Orillia,Restaurant
"Shipyards Muskoka Marketplace, The",908 Bay St Gravenhurst ON P1P 1Z9,Gravenhurst,Restaurant
Shirley's Bayside Grille,150 Dunlop St E Barrie ON L4M 6H1,Barrie,Restaurant
Sicilian Gourmet,4-225 Ferndale Dr S Barrie ON L4N 6B9,Barrie,Restaurant
Silver Brooke Golf Club,45 Cindy Lane Lisle ON L0M 1M0,Lisle,Restaurant
Silver Pines Resort,1613 Kilworthy Rd Kilworthy ON P0E 1G0,Kilworthy,Restaurant
Simmering Kettle,B2-531 Bryne Dr Barrie ON L4N 9P7,Barrie,Restaurant
Simoro Golf Links,1045 Penetanguishene Rd Barrie ON L4M 4Y8,Barrie,Restaurant
Sinbad's Fish & Chips,2-176 Victoria St E Alliston ON L9R 1K6,Alliston,Restaurant
Sir Halibut Olde Style Fish & Chips,2-4 Pine River Rd Angus ON L0M 1B2,Angus,Restaurant
Skeleton Lake Marina,1008 Skeleton Lake Rd 3 Raymond ON P0B 1M0,Raymond,Restaurant
Skyways,3560 Highway 11 N Gravenhurst ON P1P 1R1,Gravenhurst,Restaurant
Smart Moves Play Place,565 Bryne Dr Barrie ON L4N 9Y3,Barrie,Restaurant
Smoke's Poutinerie,A-24 Dunlop Street W Barrie ON L4N 1A2,Barrie,Restaurant
"Snack Shack , The",165 Mill St Angus ON L0M 1B2,Angus,Restaurant
Snow Valley Ski Resort,2632 Vespra Valley Rd Barrie ON L4M 4S9,Barrie,Restaurant
Snow Valley Ski Resort - Snow Tubing,2632 Vespra Valley Road Barrie ON L4M 4S9,Barrie,Restaurant
Sol Kitchen,19 Hurontario St Collingwood ON L9Y 2L7,Collingwood,Restaurant
SoulSistas,3-68 West Rd Huntsville ON P1H 1L8,Huntsville,Restaurant
South Beach Resto Lounge,31 Beach Drive Wasaga Beach ON L9Z 2K2,Wasaga Beach,Restaurant
South Muskoka Curling & Golf Club,10 Golf Course Road Bracebridge ON P1L 1M6,Bracebridge,Restaurant
South St. Burger Co.,421 Bryne Dr Barrie ON L4N 6C8,Barrie,Restaurant
South St. Burger Co.,1-534 Bayfield St Barrie ON L4M 5A2,Barrie,Restaurant
Spitfire Canteen,1997 Concession 6 N Stayner ON L0M 1S0,Stayner,Restaurant
Spoon and Fork Japanese Thai,130 Park Place Boulevard Barrie Ontario L4N 6P1,Barrie,Restaurant
Spring Basil Asian Cuisine,214 Victoria St E Alliston ON L9R 1K6,Alliston,Restaurant
Spring Lake Resort,2893 Highway 60 Dwight ON P0A 1H0,Dwight,Restaurant
Springwater Golf Course,1481 Golf Course Rd Minesing ON L0L 1Y2,Minesing,Restaurant
Springwater Lanes Bowling Centre,120 Yonge St N Elmvale ON L0L 1P0,Elmvale,Restaurant
Spynn,20 Fairview Rd Barrie ON L4N 4P3,Barrie,Restaurant
St. Louis Bar & Grill,1-408 Dunlop St W Barrie ON L4N 1C2,Barrie,Restaurant
St. Louis Bar & Grill,1-494 Veterans Dr Barrie ON L4N 9J5,Barrie,Restaurant
St. Louis Bar & Grill,A8-1354 Innisfil Beach Road Innisfil ON L9S 4B7,Alcona,Restaurant
St. Louis Bar & Grill,11-350 Big Bay Point Rd Barrie ON L4N 8A8,Barrie,Restaurant
St. Louis Bar & Grill,8-30 45th St S Wasaga Beach ON L9Z 0A6,Wasaga Beach,Restaurant
St. Louis Bar & Grill,1-353 Duckworth St Barrie ON L4M 5C2,Barrie,Restaurant
St. Louis Bar & Grill,1-10 Balsam St Collingwood ON L9Y 3J4,Collingwood,Restaurant
St. Louis Bar & Grill,1-541 Holland St W Bradford ON L3Z 0C1,Bradford,Restaurant
St. Louis Bar & Grill,B1-50 King Street South Alliston ON L9R 0E5,Alliston,Restaurant
St. Louis Bar& Grill,1-685 University Ave Orillia ON L3V 8K8,Orillia,Restaurant
Stacked Pancake & Breakfast House,D6-559 Essa Road Barrie ON,Barrie,Restaurant
Stacked Pancake & Breakfast House,1890 Mosley St Wasaga Beach ON L9Z 1K7,Wasaga Beach,Restaurant
Stacked Pancake & Breakfast House,2-142 Young St Alliston ON L9R 0E9,Alliston,Restaurant
Stacked Pancake & Breakfast House,440 Essa Road Barrie ON L4M 5S7,Barrie,Restaurant
Stacked Pancake & Breakfast House,10-7905 Yonge St Stroud ON L9S 1K9,Stroud,Restaurant
Stacked Pancake & Breakfast House,105-201 Cundles Road E Barrie ON L4M 4S5,Barrie,Restaurant
Stacked Pancake & Breakfast House,10-17 King St Angus ON L0M 1B2,Angus,Restaurant
Stackers Pancake House,1-2 727 William St Midland ON L4R 4Y5,Midland,Restaurant
Starbucks,65 First St Collingwood ON L9Y 1A2,Collingwood,Restaurant
Starbucks,8A-30 45th St S Wasaga Beach ON L9Z 0A6,Wasaga Beach,Restaurant
Starbucks,177 Holland St E Bradford ON L3Z 1X8,Bradford,Restaurant
Starbucks,N027-509 Bayfield St Barrie ON L4M 4Z8,Barrie,Restaurant
Starbucks,8825 Highway 11 N Severn ON L3V 6S2,Severn,Restaurant
Starbucks,D-1484 Innisfil Beach Rd Alcona ON L9S 4J1,Alcona,Restaurant
Starbucks,389 Yonge St Barrie ON L4N 4C9,Barrie,Restaurant
Starbucks,103 Mapleview Dr W Barrie ON L4N 9H7,Barrie,Restaurant
Starbucks,496 Holland St. W Bradford ON L3Z 0A2,Bradford,Restaurant
Starbucks,35 Mapleview Drive West Barrie ON L4N 9H5,Barrie,Restaurant
Starbucks,40 King St S Alliston ON L9R 1H6,Alliston,Restaurant
Starbucks,2-179 Live Eight Way Barrie ON L4N 0L1,Barrie,Restaurant
Starbucks,84 King William St Huntsville ON P1H 1A5,Huntsville,Restaurant
Starbucks,665 University Ave Orillia ON L3V 6H2,Orillia,Restaurant
Starbucks,235 Sunseeker Ave Innisfil ON L9S 2N1,Innisfil,Restaurant
Starbucks,420 Essa Rd Barrie ON L4N 9J7,Barrie,Restaurant
State & Main Kitchen & Bar,3281 Monarch Drive Orillia ON L3V 7X1,Orillia,Restaurant
State & Main Kitchen and Bar,467 Cundles St E Barrie ON L4M 0G9,Barrie,Restaurant
Station Eleven,1001 South Kashe Lake Rd Kilworthy ON P0E 1G0,Kilworthy,Restaurant
Steelers Restaurant & Pub,23 Queen St W Elmvale ON L0L 1P0,Elmvale,Restaurant
Steyn House,2 Marsellus Drive Barrie ON L4N 0Y4,Barrie,Restaurant
Stone Gate Inn,437 Laclie St Orillia ON L3V 4P7,Orillia,Restaurant
"Stone Grille, The",3-4-7975 Yonge St Stroud ON L9S 1L2,Stroud,Restaurant
Studabakers Beach Side,211 Mississaga St E Orillia ON L3V 1W2,Orillia,Restaurant
Studs Lonigan Pub,168 Main St Wasaga Beach ON L9Z 2L2,Wasaga Beach,Restaurant
Study Hall,179 Mississaga Street E Orillia ON L3V 1V8,Orillia,Restaurant
Stuffed,11 Peter Street South Orillia ON L3V5A8,Orillia,Restaurant
Submarine Supreme,562 Victoria St E Alliston ON L9R 1K1,Alliston,Restaurant
Subway,19 Mapleview Dr W Barrie ON L4N 9H5,Barrie,Restaurant
Subway,410 Essa Rd Barrie ON L4N 9J7,Barrie,Restaurant
Subway,1-205 Memorial Ave Orillia ON L3V 5X8,Orillia,Restaurant
Subway,1-331 Bayfield St Barrie ON L4M 3C2,Barrie,Restaurant
Subway,6-70 Front St N Orillia ON L3V 4R8,Orillia,Restaurant
Subway,8873 Highway 11 N Severn ON L3V 6H3,Severn,Restaurant
Subway,D10-22 Dunham Drive Alliston ON L9R 0G1,Alliston,Restaurant
Subway,7380 Highway 26 Stayner ON L0M 1S0,Stayner,Restaurant
Subway,10-237 Mapleview Dr Barrie ON L4N 0W5,Barrie,Restaurant
Subway,6-547 Holland St W Bradford ON L3Z 0C1,Bradford,Restaurant
Subway,2-7 Commerce Rd Angus ON L0M 1B2,Angus,Restaurant
Subway,8-6048 Highway 9 New Tecumseth ON L0G 1T0,New Tecumseth,Restaurant
Subway,652 Dunlop St W Barrie ON L4N 9X1,Barrie,Restaurant
Subway,12 Coldwater Rd Coldwater ON L0K 1E0,Coldwater,Restaurant
Subway,307 Blake St Barrie ON L4M 1K7,Barrie,Restaurant
Subway,345 First St Collingwood ON L9Y 1B3,Collingwood,Restaurant
Subway,2-9319 County Rd 93 Midland ON L4R 4K4,Midland,Restaurant
Subway,5-1491 Innisfil Beach Rd Alcona ON L9S 4B2,Alcona,Restaurant
Subway,D3-636 Yonge St Barrie ON L4N 4E6,Barrie,Restaurant
Subway,9-190 Minets Point Rd Barrie ON L4N 4C3,Barrie,Restaurant
Subway,10-353 Duckworth St Barrie ON L4M 5C2,Barrie,Restaurant
Subway,66 King William St Huntsville ON P1H 1G5,Huntsville,Restaurant
Subway,C-827 Big Bay Point Road Barrie ON L4N 0G5,Barrie,Restaurant
Subway,20 Depot Dr Bracebridge ON P1L 0A1,Bracebridge,Restaurant
Subway,212 King Street Midland ON L4R 3L9,Midland,Restaurant
Subway,188 Main Street Penetanguishene ON L9M 1L9,Penetanguishene,Restaurant
Subway,M-420 Leacock Drive Barrie ON L4N 5G5,Barrie,Restaurant
Subway,5-351 Talisman Dr Gravenhurst ON P1P 0A7,Gravenhurst,Restaurant
Subway,52 Queen St W Cookstown ON L0L 1L0,Cookstown,Restaurant
Subway,J45-3311 Highway 89 Cookstown ON L0L 1L0,Cookstown,Restaurant
Subway,A-172A Holland St W Bradford ON L3Z 1H7,Bradford,Restaurant
Subway,7-295 Wellington St Bracebridge ON P1L 1P3,Bracebridge,Restaurant
Subway,13-221 Cundles Rd E Barrie ON L4M 6L5,Barrie,Restaurant
Subway,1179 Bayfield St N Midhurst ON L0L 1X1,Midhurst,Restaurant
Subway,1-89 Park Pl Boulevard Barrie ON L4N 6P4,Barrie,Restaurant
Subway,151 Medora St Port Carling ON P0B 1J0,Port Carling,Restaurant
Subway,4-30 45th St S Wasaga Beach ON L9Z 0A6,Wasaga Beach,Restaurant
Subway,175 Hanes Rd Huntsville ON P1H 1M4,Huntsville,Restaurant
Subway,3-102 Bayfield St Barrie ON L4M 3A8,Barrie,Restaurant
Subway,B1-7 Anne Street W Barrie ON L4N 1C1,Barrie,Restaurant
Subway,975 West Ridge Boulevard Orillia ON L3V 8A3,Orillia,Restaurant
Subway,2-281 Coldwater Rd W Orillia ON L3V 3M1,Orillia,Restaurant
Subway,5-8056 Yonge St Stroud ON L9S 1L6,Stroud,Restaurant
Subway,367 Cundles Road E Barrie ON L4M 0G9,Barrie,Restaurant
Subway,87-320 Bayfield St Barrie ON L4M 3C1,Barrie,Restaurant
Subway,645 Hurontario St Collingwood ON L9Y 2N6,Collingwood,Restaurant
Subway,430 Pine St Waubaushene ON L0K 2C0,Waubaushene,Restaurant
Subway,459 West St N Orillia ON L3V 5E9,Orillia,Restaurant
Subway,5-627 River Rd W Wasaga Beach ON L9Z 2P1,Wasaga Beach,Restaurant
Subway,10-660 Atherley Rd Orillia ON L3V 1P2,Orillia,Restaurant
Sugar Ridge Retreat Centre,5720 Forget Road Wyebridge ON L0K 2E0,Wyebridge,Restaurant
Sully's Muskoka,7-13C Taylor Rd Bracebridge ON P1L 2E8,Bracebridge,Restaurant
Summerland General Store,1003 Riley Lake Rd Gravenhurst ON P1P 1R3,Gravenhurst,Restaurant
Sunset Grill,367 Cundles Rd E Barrie ON L4M 0G9,Barrie,Restaurant
Sunset Grill,109 Young St Alliston ON L9R 0E9,Alliston,Restaurant
Sunset Grill,1472 Innisfil Beach Rd Innisfil ON L9S 4B2,Innisfil,Restaurant
Sunset Grill,L2-487 Holland Street W Bradford ON L3Z 0C1,Bradford,Restaurant
Sunset Grill,A-3270 Monarch Drive Orillia ON L3V 8A2,Orillia,Restaurant
Sunset Grill,J09E-509 Bayfield St Barrie ON L4M 4Z8,Barrie,Restaurant
Sunset Grill,04-25 Stonebridge Boulevard Wasaga Beach ON L9Z 0B6,Wasaga Beach,Restaurant
Sunset Grill,85 Barrie View Dr Barrie ON L4N 8V4,Barrie,Restaurant
"Surf Bar & Grill, The",369 Balm Beach Road West Tiny ON L0L 2J0,Tiny,Restaurant
Sushi by the Water,2194 Muskoka Road 169 Gravenhurst ON P1P 1R2,Gravenhurst,Restaurant
"Sushi Chef, The",3-4171 Innisfil Beach Road Thornton ON L0L 2N0,Thornton,Restaurant
Sushi Hon,70 Hurontario St Collingwood ON L9Y 2L6,Collingwood,Restaurant
Sushi Wadasi,66 Mississaga St S Orillia ON L3V 1V5,Orillia,Restaurant
Swiss Chalet,390 Memorial Ave Orillia ON L3V 6H1,Orillia,Restaurant
Swiss Chalet,150 Highway 118 W Bracebridge ON P1L 1T4,Bracebridge,Restaurant
Swiss Chalet,36 Young St Alliston ON L9R 1P8,Alliston,Restaurant
Swiss Chalet,333 Main St Wasaga Beach ON L9Z 0B6,Wasaga Beach,Restaurant
Swiss Chalet,440 First St Collingwood ON L9Y 1B6,Collingwood,Restaurant
Swiss Chalet,489 Holland Street W Bradford ON L3Z 0C1,Bradford,Restaurant
Swiss Chalet,397 Bayfield St Barrie ON L4M 3C5,Barrie,Restaurant
Swiss Chalet,85 Barrie View Dr Barrie ON L4N 8V4,Barrie,Restaurant
Symposium Cafe,A15-117 Young Street Alliston ON L9R 0R9,Alliston,Restaurant
Symposium Cafe,307 Cundles Rd E Barrie ON L4M 0G9,Barrie,Restaurant
Table For 2,49 Victoria St W Alliston ON L9R 1J3,Alliston,Restaurant
Taboo Golf-Food Truck,1209 Muskoka Beach Rd Gravenhurst ON P1P 1R1,Gravenhurst,Restaurant
Taboo Resort - Boathouse,1209 Muskoka Beach Road Gravenhurst ON P1P 1R1,Gravenhurst,Restaurant
Taboo Resort - Golf Clubhouse,1209 Muskoka Beach Road Gravenhurst ON P1P 1R1,Gravenhurst,Restaurant
Taco Bell,705 University Ave Orillia ON L3V 6H2,Orillia,Restaurant
Tailwinds Bar and Grill,3449 Airport Road Ramara ON L3V 0K6,Ramara,Restaurant
Taj Bistro,101-140 Dunlop Street E Barrie ON L4M 6H9,Barrie,Restaurant
Taj Grace Of India,357 Mill St Angus ON L0M 1B4,Angus,Restaurant
Tall Trees Restaurant,87 Main Street W Huntsville ON P1H 1X1,Huntsville,Restaurant
Tally Ho Inn,2222 Highway 60 Huntsville ON P1H 2J6,Lake of Bays,Restaurant
Tammie's Place,83 Mississaga St W Orillia ON L3V 3A9,Orillia,Restaurant
Tandoori Flavour Authentic Indian Cuisine,5A-157 Bayfield St Barrie ON L4M 3B4,Barrie,Restaurant
Tandoori Kingdom,428 Blake Street Barrie ON L4M 1L3,Barrie,Restaurant
Tandoori Tonight,36 Anne Street North Barrie ON L4N 2B6,Barrie,Restaurant
Tangle Creek Golf & Country Club,4730 25th Sideroad Essa ON L0L 2N0,Essa,Restaurant
Tang's Kitchen,14 Balsam St Collingwood ON L9Y 4H7,Collingwood,Restaurant
Taps Pizza & Wings,9281-Beachwood Road Collingwood ON L9Y 0X2,Collingwood,Restaurant
Tara Indian Cuisine,128 Dunlop St E Barrie ON L4M 1A4,Barrie,Restaurant
Taste Buds,3041 Highway 141 Bent River ON P0B 1M0,Bent River,Restaurant
Tent Kitchen and Bar,6273 County Road 169 Ramara ON L3V 6H5,Adjala-Tosorontio,Restaurant
Teriyaki Experience,4-89 Park Place Boulevard Barrie ON L4N 6P4,Barrie,Restaurant
Tesoro Restaurant,18 Schoolhouse Lane Collingwood ON L9Y 4H5,Collingwood,Restaurant
Thai Bamboo Restaurant,21-22-61 King St Barrie ON L4N 6B5,Barrie,Restaurant
Thai Plate Restaurant,179 Memorial Ave Orillia ON L3V 5X7,Orillia,Restaurant
That Little Place by the Lights,1-76 Main St E Huntsville ON P1H 2C7,Huntsville,Restaurant
The Backyard BBQ,2 Mill St E Hillsdale ON L0L 1V0,Hillsdale,Restaurant
The Common Stove,27 Mississaga St W Orillia ON L3V 3A5,Orillia,Restaurant
The Golf Club,107-100 Pretty River Pkwy Collingwood ON L9Y 5A4,Collingwood,Restaurant
The Huron Club,94 Pine St Collingwood ON L9Y 2N9,Collingwood,Restaurant
The J Sushi,1070 Innisfil Beach Road Innisfil ON L9S 4T9,Alcona,Restaurant
The Jerk Marshall Jamaican Grill,24B Dunlop Street West Barrie ON L4M 1A2,Barrie,Restaurant
The Keg Steakhouse and Bar,1-110 Concert Way Barrie ON L4N 6N5,Barrie,Restaurant
The Nest Golf Club,3800 Friday Drive Innisfil ON L9S 3E1,Innisfil,Restaurant
The Old Familiar,29 Coldwater Road Coldwater ON L0K 1E0,Coldwater,Restaurant
The Original Pieces Of Olde,28 Queen St W Elmvale ON,Elmvale,Restaurant
The Phelpston Roadhouse,1551 Flos Road 4 west Phelpston ON L0L 2K0,Phelpston,Restaurant
The Pine,203 Hurontario Street Collingwood ON L9Y 2M1,Collingwood,Restaurant
The Tremont Cafe,100 Pine Street Collingwood ON L9Y 2N9,Collingwood,Restaurant
Theo's Eatery,214 Memorial Ave Orillia ON L3V 5X6,Orillia,Restaurant
Thera Greek Restaurant,126 Victoria St W Alliston ON L9R 1L7,Alliston,Restaurant
Thesmoke,498 First St Collingwood ON L9Y 1B8,Collingwood,Restaurant
"Thirsty Judge Restaurant, The",99 Manitoba St Bracebridge ON P1L 2B3,Bracebridge,Restaurant
Thornton Cafe & Ice Cream,236 Barrie St Thornton ON L0L 2N0,Thornton,Restaurant
Tian Ya BBQ,54 Maple Ave Barrie ON L4N 1R8,Barrie,Restaurant
Tiffany Restaurant,26 Coldwater Rd Coldwater ON L0K 1E0,Coldwater,Restaurant
Tiff's Bar & Restaurant,1-29 Anne St S Barrie ON L4N 2C5,Barrie,Restaurant
Tikka Fusion,E&F-505 Bryne Dr Barrie ON L4N 9P7,Barrie,Restaurant
Tim Hortons,2098 Commerce Park Dr Innisfil ON L9S 4A3,Innisfil,Restaurant
Tim Hortons,45B-509 Bayfield St Barrie ON L4M 4Z8,Barrie,Restaurant
Tim Hortons,3 Dunham Drive Alliston ON L9R 0G1,Alliston,Restaurant
Tim Hortons,181 Livingstone St E Barrie ON L4M 6Z4,Barrie,Restaurant
Tim Hortons,5 Patterson Street North Beeton ON L0G 1A0,Beeton,Restaurant
Tim Hortons,440 Holland Street W Bradford ON L3Z 2B4,Bradford,Restaurant
Tim Hortons,441 Bayview Dr Barrie ON L4N 8Y2,Barrie,Restaurant
Tim Hortons,9225 County Road 93 Midland ON L4R 4K4,Midland,Restaurant
Tim Hortons,44 Highway 60 Huntsville ON P1H 1C2,Huntsville,Restaurant
Tim Hortons,1271 Mosley St Wasaga Beach ON L9Z 2Y7,Wasaga Beach,Restaurant
Tim Hortons,543 Holland Street W Bradford ON L3Z 2B4,Bradford,Restaurant
Tim Hortons,830 King Street Midland ON L4R 0B8,Midland,Restaurant
Tim Hortons,1-295 Wellington St Bracebridge ON P1L 1P3,Bracebridge,Restaurant
Tim Hortons,132 Main Street Penetanguishene ON L9M 1M3,Penetanguishene,Restaurant
Tim Hortons,1150 Hanes Road Huntsville ON P1H 2K8,Huntsville,Restaurant
Tim Hortons,2 Quarry Ridge Rd Barrie ON L4M 7G1,Barrie,Restaurant
Tim Hortons,68 Yonge Street S Elmvale ON L0L 1P0,Elmvale,Restaurant
Tim Hortons,1 Capstone Lane Huntsville ON P1H 0A2,Huntsville,Restaurant
Tim Hortons,35 Lone Pine Road Port Severn ON L0K 1S0,Port Severn,Restaurant
Tim Hortons,2329 Highway 11 S Gravenhurst ON P1P 1R1,Gravenhurst,Restaurant
Tim Hortons,940 Innisfil Beach Rd Alcona ON L9S 2C2,Alcona,Restaurant
Tim Hortons,1-1900 Mosley St Wasaga Beach ON L9Z 1Z3,Wasaga Beach,Restaurant
Tim Hortons,3 Sarjeant Drive Barrie ON L4N 4V9,Barrie,Restaurant
Tim Hortons,298 Memorial Ave Orillia ON L3V 5X6,Orillia,Restaurant
Tim Hortons,353 Duckworth St Barrie ON L4M 5C2,Barrie,Restaurant
Tim Hortons,2234 Highway 12 Brechin ON L0K 1B0,Brechin,Restaurant
Tim Hortons,1 Roth St Angus ON L0M 1B0,Angus,Restaurant
Tim Hortons,8919 Highway 11 N Orillia ON L3V 6H3,Orillia,Restaurant
Tim Hortons,16815 Highway 12 Midland ON L4R 4K4,Midland,Restaurant
Tim Hortons,201 Main St E Stayner ON L0M 1S0,Stayner,Restaurant
Tim Hortons,25 Colborne St E Orillia ON L3V 1T4,Orillia,Restaurant
Tim Hortons,350 Yonge St Barrie ON L4N 4C8,Barrie,Restaurant
Tim Hortons,501 Hume St Collingwood ON L9Y 4H8,Collingwood,Restaurant
Tim Hortons,109 Mapleview Dr W Barrie ON L4N 9H7,Barrie,Restaurant
Tim Hortons,115 Hurontario St Collingwood ON L9Y 4T4,Collingwood,Restaurant
Tim Hortons,265 Atherley Road Orillia ON L3V 1N7,Orillia,Restaurant
Tim Hortons,4 Fairview Rd Barrie ON L4N 4P3,Barrie,Restaurant
Tim Hortons,8010 Yonge St Stroud ON L9S 1L5,Stroud,Restaurant
Tim Hortons,2 Bruce Wilson Rd Port Carling ON P0B 1J0,Port Carling,Restaurant
Tim Hortons,175 Westmount Dr N Orillia ON L3V 7T7,Orillia,Restaurant
Tim Hortons,150 Talisman Dr Gravenhurst ON P1P 1K8,Gravenhurst,Restaurant
Tim Hortons,475 Bay Street Midland ON L4R 1L1,Midland,Restaurant
Tim Hortons,75 Barrie View Dr Barrie ON L4N 8V4,Barrie,Restaurant
Tim Hortons,3295 Monarch Dr Orillia ON L3V 7Z4,Orillia,Restaurant
Tim Hortons,9 Depot Dr Bracebridge ON P1L 0A1,Bracebridge,Restaurant
Tim Hortons,B21-3311 County Road 89 Cookstown ON L0L 1L0,Cookstown,Restaurant
Tim Hortons,7618 Poplar Sideroad Collingwood ON L9Y 3Z1,Collingwood,Restaurant
Tim Hortons,C3-563 Essa Rd Barrie ON L4N 6A9,Barrie,Restaurant
Tim Hortons,118 Holland Street E Bradford ON L3Z 2B4,Bradford,Restaurant
Tim Hortons,405 Huronia Road Barrie ON L4N 8Z1,Barrie,Restaurant
Tim Hortons,5 Fallowfield Lane Waubashene ON L0K 2C0,Waubaushene,Restaurant
Tim Hortons,A-157 Young St Alliston ON L9R 2A9,Alliston,Restaurant
Tim Hortons,533 Bayfield St Barrie ON L4M 4Z9,Barrie,Restaurant
Tim Hortons,375 Mapleview Dr W Barrie ON L4N 9G4,Barrie,Restaurant
Tim Hortons,281 First St Collingwood ON L9Y 1B2,Collingwood,Restaurant
Tim Hortons,48 Queen Street West Cookstown ON L0L 1L0,Cookstown,Restaurant
Tim Hortons,354 Bayfield St Barrie ON L4M 3C4,Barrie,Restaurant
Tim Hortons,226 Essa Rd Barrie ON L4N 9C5,Barrie,Restaurant
Tim Hortons,4191 Innisfil Beach Rd Thornton ON L0L 2N0,Thornton,Restaurant
Tim Hortons,420 West St N Orillia ON L3V 5E8,Orillia,Restaurant
Tim Hortons,130 Queen St N Tottenham ON L0G 1W0,Tottenham,Restaurant
Tim Hortons,201 Cundles Rd E Barrie ON L4M 4S5,Barrie,Restaurant
Tim Hortons,59 King William St Huntsville ON P1H 1E5,Huntsville,Restaurant
Tim Hortons,297 Dunlop Street W Barrie ON L4N 1C1,Barrie,Restaurant
Tim Hortons,720 River Rd W Wasaga Beach ON L9Z 0B6,Wasaga Beach,Restaurant
Tim Hortons,185 Bridge Street Bradford ON L3Z 2B4,Bradford,Restaurant
Timo Italian Grille,11 Mill St E Tottenham ON L0G 1W0,Tottenham,Restaurant
Toast Home Style,24 Queen Street Cookstown ON L0L 1L0,Cookstown,Restaurant
Top of the Cove Restaurant,375 South Bay Road Port Severn ON L0K 1S0,Port Severn,Restaurant
Top Wok,1-490 Mapleview Dr W Barrie ON L4N 6C3,Barrie,Restaurant
Touchstone Grill,1869 Muskoka District Road 118 West Bracebridge ON P1L 1W8,Bracebridge,Restaurant
Town & Country Steakhouse,76 Dunlop Street W Barrie ON L4N 1A6,Barrie,Restaurant
Trail Walk Cafe (RCL Kitchen),215 Mississaga Street E Orillia ON L3V 1W2,Orillia,Restaurant
Tre Sorelle,133 Mississaga Street E Orillia ON L3V 1V6,Orillia,Restaurant
Treetops Playground & Kids Salon,3 Progress Dr Orillia ON L3V 0T7,Orillia,Restaurant
Trehaven Golf & Country Club,135 Line 10 S Hawkestone ON L0L 1T0,Hawkestone,Restaurant
Trillium Resort & Spa,848 Clearwater Lake Road Port Sydney ON P0B 1L0,Port Sydney,Restaurant
Tulo's Taqueria,2 James Bartleman Way Port Carling ON P0B 1J0,Port Carling,Restaurant
Turtle Jack's Muskoka Grill,123 Medora St Port Carling ON P0B 1J0,Port Carling,Restaurant
Twisted Indian Wraps,3-685 University Ave Orillia ON L3V 6H2,Orillia,Restaurant
Twisted Indian Wraps,7-90 Park Pl Boulevard Barrie ON L4N 6P8,Barrie,Restaurant
Tymes Restaurant,845 King St Midland ON L4R 4V9,Midland,Restaurant
Ultimate Food truck,8-3280 Monarch Dr Orillia ON L3V 8A2,Orillia,Restaurant
Uncle J Restaurant,3-136 Holland Street East Bradford ON L3Z 2B3,Bradford,Restaurant
Uncle Jimmy's,9225 County Rd 93 Midland ON L4R 4K4,Midland,Restaurant
Uncle Ming's Chinese Restaurant,596 River Rd W Wasaga Beach ON L9Z 2P1,Wasaga Beach,Restaurant
Uncle Roy's,289 King Street Midland ON L4R 3N5,Midland,Restaurant
Unity Market Cafe & Studios,25 Toronto Street Barrie ON L4N 1T8,Barrie,Restaurant
Urban Dish Grill & Wine Bar,367 Yonge St Barrie ON L4N 4C9,Barrie,Restaurant
Uttara-Khand India,B-16 Holland Street West Bradford ON L3Z 2B2,Bradford,Restaurant
Valiant's,B-114 Dunlop St E Barrie ON L4M 1A4,Barrie,Restaurant
Vespra Hills Golf Club,2694 Wilson Dr Minesing ON L0L 1Y3,Minesing,Restaurant
Vidya's Veggie Gourmet,238 Barrie St Thornton ON L0L 2N0,Thornton,Restaurant
Village Inn Hotel,2 Holland Street E Bradford ON L3Z 2A9,Bradford,Restaurant
"Village Mercantile, The",154 William St Victoria Harbour ON L0K 2A0,Victoria Harbour,Restaurant
Village Pizza Restaurant & Baja Luna Lounge,60 Queen Street S Tottenham ON L0G 1W0,Tottenham,Restaurant
Vivo Pizza & Pasta,4-444 Holland Street West Bradford ON L3Z 0G1,Bradford,Restaurant
Wabora,17-295 Wellington Street Bracebridge ON P1L 1P3,Bracebridge,Restaurant
Wasaga's Curry & Cocktail,10-1470 Mosley Street Wasaga Beach ON L9Z 2C2,Wasaga Beach,Restaurant
Waubaushene Truck Stop,21 Quarry Road Waubaushene ON L0K 2C0,Waubaushene,Restaurant
"Waubic, The",27 SR 406 Severn River Coldwater L0K 1E0,Honey Harbour,Restaurant
Waverley Service Center,6555 Highway 93 E Wyebridge ON L0K 2E0,Tay,Restaurant
Waypoint Centre for Mental Health Care - The Bay Café,500 Church Street Penetanguishene ON L9M 1G3,Penetanguishene,Restaurant
Webers,8825 Highway 11 N Severn ON L3V 6H3,Severn,Restaurant
Websters Beacon,25888 Highway 35 Dwight ON P0A 1H0,Dwight,Restaurant
"Well, The",81 Victoria St W Alliston ON L9R 1V5,Alliston,Restaurant
Wendy B's Fine Foods,336 Lafontaine Road W Tiny ON L9M 0H1,Tiny,Restaurant
