Facility Name,Site Address,Last Inspection Date,Facility Type
Mary Brown's,15 Taunton Rd E Oshawa ON L1G 3T6,02-Oct-20,Food Take Out
Mary Brown's,2460 Brock Rd Pickering ON L1X 2R2,21-Jan-21,Food Take Out
Mary Brown's,10-199 Wentworth St W Oshawa ON L1J6P4,05-Oct-20,Food Take Out
Mary Brown's,380 Baseline Rd Bowmanville ON L1C 3K3,03-Jun-20,Food Take Out
Mary Brown's,10-3975 Garden St Whitby ON L1R 3A4,06-Oct-20,Food Take Out
Mary Brown's,5-400 King St W Oshawa ON L1J 2J9,02-Mar-20,Food Take Out
Mary Brown's Chicken,101-5 Rossland Rd. E Ajax ON L1Z 0T4,09-Mar-20,Food Take Out
Mary Brown's Chicken & Taters,20-5969 Baldwin St S Brooklin ON L1M 2J7,29-Jan-20,Food Take Out
Mary Brown's Chicken & Taters,780 Kingston Rd Pickering ON L1V 1A9,06-Oct-20,Food Take Out
Mathilda's,29 Simcoe St S Oshawa ON L1H 4G1,04-Mar-20,Food Take Out
May Flower Chinese Foods,210 King St E Oshawa ON L1H 1C4,10-Feb-21,Food Take Out
McCoy Burger Co.,104-5 Rossland Rd E Ajax ON L1Z 0T4,22-Dec-20,Food Take Out
McDonald's,222 Bayly St W Ajax ON L1S 3V4,09-Feb-21,Food Take Out
McDonald's,1300 Kingston Rd Pickering ON L1V 3B4,04-Oct-19,Food Take Out
McDonald's,1300 King St E Oshawa ON L1H 8J4,11-Feb-21,Food Take Out
McDonald's,2387 Highway 2 Bowmanville ON L1C 3K7,12-Feb-21,Food Take Out
McDonald's,4100 Baldwin St S Whitby ON L1R 3H8,21-Jan-20,Food Take Out
McDonald's,14500 Simcoe St Port Perry ON L9L 1A2,12-Feb-21,Food Take Out
McDonald's,1951 Ravenscroft Rd Ajax ON L1T 0K5,10-Feb-20,Food Take Out
McDonald's,1349 Simcoe St N Oshawa ON L1G 4X5,07-Jul-20,Food Take Out
McDonald's,419 King St W Oshawa ON L1H 5K3,13-Feb-20,Food Take Out
McDonald's,1000 Regional Rd 17 Newcastle ON L1B 1L9,04-Feb-20,Food Take Out
McDonald's,1899 Brock Rd Pickering ON L1V 4H7,26-Jan-21,Food Take Out
McDonald's,2320 Highway 2 Bowmanville ON L1C 3K7,26-Feb-20,Food Take Out
McDonald's,501 Ritson Rd S Oshawa ON L1H 5K3,12-Jan-21,Food Take Out
McDonald's,296 Toronto St S Uxbridge ON L9P 1N5,16-Jul-20,Food Take Out
McDonald's,1369 Harmony Rd N Oshawa ON L1H 7K3,05-Feb-20,Food Take Out
McDonald's,270 Kingston Rd E Ajax ON L1Z 1G1,25-Feb-20,Food Take Out
McDonald's,200 Taunton Rd E Whitby ON L1R 3H8,04-Nov-19,Food Take Out
McDonald's,1471 Harmony Rd N Oshawa ON L1H 7K5,17-Nov-20,Food Take Out
McDonald's,1301 Brock St S Whitby ON L1N 9K2,16-Jul-20,Food Take Out
McDonald's,B-4 Beaver Ave Beaverton ON L0K 1A0,08-Feb-21,Food Take Out
McDonald's (Walmart),680 Laval Dr Oshawa ON L1J 5N6,05-Nov-19,Food Take Out
McDonald's (Walmart),1899 Brock Rd N Pickering ON L1V 4H7,25-Jul-19,Food Take Out
Menchie's Frozen Yogurt,B101-20 Broadleaf Ave Whitby ON L1R 0B5,28-Nov-19,Food Take Out
Midami Sushi,7 Taunton Rd E Oshawa ON L1G 3T6,28-Jan-21,Food Take Out
Milanu's Tandoori Grill,2-705 Kingston Rd Pickering ON L1V 6K3,16-Dec-19,Food Take Out
Mili Express,7 Taunton Rd E Oshawa ON L1G 3T6,10-Dec-19,Food Take Out
Mr. Pretzels,K4B-419 King St W Oshawa ON L1J 2K5,03-Dec-20,Food Take Out
Mr. Sub,21-1794 Liverpool Rd Pickering ON L1V 4G7,01-Nov-19,Food Take Out
Mr. Sub,3962 Highway 401 W Newcastle ON L1B 1C2,11-Apr-19,Food Take Out
Mr. Sub,1-570 Westney Rd S Ajax ON L1S 6N4,09-Jan-20,Food Take Out
Mr. Sub,136 King St E Bowmanville ON L1C 1N7,10-Jan-20,Food Take Out
Mr. Sub,3A-1010 Brock Rd Pickering ON L1W 3E5,26-May-20,Food Take Out
Mr. Sub,1-1874 Scugog St Port Perry ON L9L 1H6,02-Oct-19,Food Take Out
Mr. Sub,15 Westney Rd. N Ajax ON L1T 1P5,22-Jan-20,Food Take Out
Mr. Sub,355 Wentworth St W Oshawa ON L1J 6G5,21-Jan-20,Food Take Out
Mr. Sub,1-2-370 Brock St S Whitby ON L1N 4K4,20-Feb-20,Food Take Out
Mr. Sub,5-766 Taunton Rd E Oshawa ON L1H 7K5,13-Jan-20,Food Take Out
Mr. Sub,1335 Simcoe St N Oshawa ON L1G 4X1,27-Feb-20,Food Take Out
Mr. Sub,1123 Dundas St E Whitby ON L1N 2K4,20-Feb-20,Food Take Out
Mr. Sub,1335 King St E Oshawa ON L1H 1J3,09-Jan-20,Food Take Out
Mr. Sub,576 Ritson Rd S Oshawa ON L1H 5K6,15-Jan-20,Food Take Out
Mr. Sub,22 Stevenson Rd S Oshawa ON L1J 5L9,11-Jun-20,Food Take Out
Mrs. Vanelli's Pizza,10-1355 Kingston Rd Pickering ON L1V 1B8,14-Nov-19,Food Take Out
Mucho Burrito,2-320 Harwood Ave S Ajax ON L1S 2J1,03-Feb-21,Food Take Out
Mucho Burrito,K4-2316 King St W Bowmanville ON L1C 0K5,13-Mar-20,Food Take Out
Mucho Burrito,50-1550 Kingston Rd Pickering ON L1V 1C3,07-Oct-20,Food Take Out
Mucho Burrito,1-140 Taunton Rd W Whitby ON L1R 3H8,08-Jun-20,Food Take Out
Namak Handi,5-1848 Liverpool Rd Pickering ON L1V 1W3,30-Nov-20,Food Take Out
Nando's Peri Peri,F1-855 Taunton Rd E Oshawa ON L1H 7K5,06-Mar-20,Food Take Out
Naoki,1899 Brock Rd Pickering ON L1V 1C5,19-Aug-20,Food Take Out
Naoki Sushi,4100 Baldwin St S Whitby ON L1R 3H8,10-Feb-20,Food Take Out
Naoki Sushi,1-270 Kingston Rd E Ajax ON L1S 5J5,11-Aug-20,Food Take Out
Naoki Sushi,680 Laval Dr Oshawa ON L1J 6X2,12-Nov-20,Food Take Out
Nathan's Jerk,3B-1812 Simcoe St N Oshawa ON L1G 4Y3,11-Aug-20,Food Take Out
Navona Pizzaria,113 Byron St S Whitby ON L1N 4P5,24-Feb-20,Food Take Out
Neb's Fun World,1300 Wilson Rd N Oshawa ON L1K 2B8,16-Dec-19,Food Take Out
Nestleton Country Store,3990 Hwy 7A Nestleton ON L0B 1L0,05-Feb-20,Food Take Out
New Century Chinese Restaurant,1051 Simcoe St N Oshawa ON L1G 4W3,23-Jul-20,Food Take Out
New Hong Kong Restaurant,18-1800 Dundas St E Whitby ON L1N 6L6,05-Jan-21,Food Take Out
New York Fries,16-1355 Kingston Rd Pickering ON L1V 1B8,27-Jan-20,Food Take Out
New York Fries,FC09-419 King St W Oshawa ON L1J 2H9,05-Feb-21,Food Take Out
Newtonville General Store,4502 Highway 2 Newtonville ON L0A 1J0,27-Oct-20,Food Take Out
Nexus Coffee Co.,234 Toronto St S Uxbridge ON L9P 0C4,24-Sep-20,Food Take Out
Old West Chip Wagon,180 Hopkins St Whitby ON L1N 2K6,14-Aug-20,Food Take Out
Ontario Tech - The Hive,2000 Simcoe St N Oshawa ON L1H 7K4,,Food Take Out
Ontario Tech - UB Cafe - UB Building,2000 Simcoe St N Oshawa ON L1H 7K4,26-Aug-20,Food Take Out
Ontario Tech- Tim Hortons- UA Building,2000 Simcoe St N Oshawa ON L1H 7K4,,Food Take Out
Oriental Kitchen,44 Old Kingston Rd Ajax ON L1T 2Z7,10-Feb-20,Food Take Out
Oshawa Airport Golf Course,1145 Thornton Rd N Oshawa ON L1M 2K6,07-Oct-19,Food Take Out
Osmow's,103-1900 Simcoe St. N Oshawa Ontario L1G4Y3,27-Feb-20,Food Take Out
Osmow's,4D-2460 Brock Rd Pickering ON L1X 2R2,23-Oct-20,Food Take Out
Osmow's,A30-2 Douglas Rd Uxbridge ON L9P 1S9,28-Aug-20,Food Take Out
Osmow's,B1-3-7 Rossland Rd E Ajax ON,24-Jun-20,Food Take Out
Osmow's Grill,B9-820 Kingston Rd Pickering ON L1V 1A9,30-Jun-20,Food Take Out
P. B.'s Fish & Chips,555 Rossland Rd E Oshawa ON L1J 3H1,01-Dec-20,Food Take Out
Pak Halal Meat & Grocery,302 Stevenson Rd N Oshawa ON L1J 5M9,18-Aug-20,Food Take Out
Panago,3-140 Taunton Rd W Whitby ON L1R 3H8,12-Nov-19,Food Take Out
Panago Pizza,103-5 Rossland Rd E Ajax ON L1T 4P8,24-Jan-20,Food Take Out
Panera Bread,268 Kingston Rd E Ajax ON L1Z 1G1,03-Feb-20,Food Take Out
Panera Bread,L2-372 Taunton Rd E Whitby ON L1R 0H5,12-Feb-20,Food Take Out
Papa Dom's Bread & Noodles,250 Bayly St W Ajax ON L1S 3V4,10-Dec-20,Food Take Out
Papa Enrico's Pizza,9 Cameron St W Cannington ON L0E 1E0,11-Mar-20,Food Take Out
Papa John's,820 Kingston Rd Pickering ON L1V 1A8,16-Feb-21,Food Take Out
Papa John's,3050 Garden Street Whitby ON L1R 2G6,18-Jun-20,Food Take Out
Papa John's Pizza,1C-157 Harwood Ave. N Ajax ON L1Z 0A1,20-Aug-20,Food Take Out
Papa John's Pizza,5B-1053 Simcoe St N Oshawa ON L1G 4X1,23-Jan-20,Food Take Out
Papa John's Pizza,461 Park Rd S Oshawa ON L1J 8R3,11-Jan-21,Food Take Out
Papa's Pizza Land,11-361 King Ave Newcastle ON L1B 1H4,25-Jan-21,Food Take Out
Papa's Pizza Land,680 Hortop St Oshawa ON L1N 4N6,08-Nov-19,Food Take Out
Papa's Pizza Land,1656 Nash Rd Courtice ON L1E 2Y4,05-Feb-20,Food Take Out
Papa's Pizzaland,5-1874 Scugog St Port Perry ON L9L 1H6,05-Mar-20,Food Take Out
Papa's Pizzaland,136 King St E Bowmanville ON L1C 1N7,02-Nov-20,Food Take Out
Patty Gyal,5-41 Harwood Ave S Ajax ON L1S 2B8,10-Dec-20,Food Take Out
Philthy Philly's,3-726 Kingston Rd Pickering ON L1V 1A8,12-Feb-21,Food Take Out
Pie Mon,899 Nelson St Oshawa ON L1H 5N7,21-Jan-21,Food Take Out
Pie Squared,2270-419 King St W Oshawa ON L1J 2K5,09-May-19,Food Take Out
Pirates Pizza,328 Mill St Beaverton ON L0K 1A0,04-Jan-21,Food Take Out
Pita Delites,50 Taunton Rd E Oshawa ON L1G 3T7,12-Dec-19,Food Take Out
Pita Delites,102 Harwood Ave S Ajax ON L1S 2H6,20-Jul-20,Food Take Out
Pita Land,314 Harwood Ave S Ajax ON L1S 2J1,09-Dec-20,Food Take Out
Pita Pit,17-17 Bayly St W Ajax ON L1S 2J1,09-Oct-20,Food Take Out
Pita Pit,7-1874 Scugog St Port Perry ON L9L 1H6,01-May-19,Food Take Out
Pita Pit,4-1105 Kingston Rd Pickering ON L1V 1B5,26-Nov-19,Food Take Out
Pita Pit,575 Laval Dr Oshawa ON L1J 0B5,12-Feb-21,Food Take Out
Pita Pit,21 King St E Bowmanville ON L1C 1N1,12-Sep-19,Food Take Out
Pita Pit,A6-2670 Simcoe St N Oshawa ON L1L 0R1,16-Feb-21,Food Take Out
Pizza Cuisine,3-110 Dunlop St. E Whitby ON L1N 6J8,27-Sep-19,Food Take Out
Pizza Depot,B11-603 Church St N Ajax ON L1T 0B8,06-Oct-20,Food Take Out
Pizza House,4-1076 Cedar St Oshawa ON L1J 3R9,27-Nov-20,Food Take Out
Pizza Hut,5-1535 Hwy 7 Port Perry ON L9L 1B5,25-Feb-20,Food Take Out
Pizza Hut,5-633 King St E Oshawa ON L1H 1G3,20-Jan-20,Food Take Out
Pizza Hut,1206 Simcoe St N Oshawa ON L1G 4W9,02-Oct-19,Food Take Out
Pizza Hut,2-2 Douglas Rd Uxbridge ON L9P 1S9,20-Jan-20,Food Take Out
Pizza Hut,215 King St E Bowmanville ON L1C 1P4,08-Nov-19,Food Take Out
Pizza Hut,1121 Dundas St E Whitby ON L1N 2K4,02-Feb-21,Food Take Out
Pizza Nova,10-1360 Kingston Rd Pickering ON L1V 3B4,20-Jul-20,Food Take Out
Pizza Nova,3-1 Warren Ave Oshawa ON L1J 4E9,14-Feb-20,Food Take Out
Pizza Nova,7-1288 Ritson Rd N Oshawa ON L1G 7Z9,11-Feb-21,Food Take Out
Pizza Nova,300 Kingston Rd Pickering ON L1V 6Z9,08-Nov-19,Food Take Out
Pizza Nova,112-2377 Highway # 2 Bowmanville ON L1C 5A3,23-Jan-20,Food Take Out
Pizza Nova,17-5959 Baldwin St Brooklin ON L1M 2J7,03-Mar-20,Food Take Out
Pizza Nova,1801 Dundas St E Whitby ON L1N 7C5,07-Nov-19,Food Take Out
Pizza Nova,207 Dundas St W Whitby ON L1N 2M4,25-Nov-19,Food Take Out
Pizza Nova,1B-20 Harwood Ave S Ajax ON L1S 6N2,04-Nov-19,Food Take Out
Pizza Nova,13-1 Rossland Rd W Ajax ON L1Z 1Z2,04-Jan-21,Food Take Out
Pizza Nova,3975 Garden St Whitby ON L1R 2M4,25-Oct-19,Food Take Out
Pizza Nova,1420 King St E Courtice ON L1E 2J5,15-Jan-20,Food Take Out
Pizza Pizza,570 Longworth Ave Bowmanville ON L1C 1E8,09-Feb-21,Food Take Out
Pizza Pizza,4-766 Taunton Rd E Oshawa ON L1H 7K5,01-Feb-21,Food Take Out
Pizza Pizza,80 Thickson Rd S Whitby ON L1N 7T2,12-Feb-21,Food Take Out
Pizza Pizza,3570 Brock St N Whitby ON L1R 3J4,18-Apr-19,Food Take Out
Pizza Pizza,315 Dundas St E Whitby ON L1N 2J2,07-Jul-20,Food Take Out
Pizza Pizza,4-1822 Whites Rd Pickering ON L1V 4M1,10-Mar-20,Food Take Out
Pizza Pizza,15 Westney Rd N Ajax ON L1T 1P5,13-Aug-20,Food Take Out
Pizza Pizza,129 King St E Oshawa ON L1H 1C2,02-Feb-21,Food Take Out
Pizza Pizza,6 Brock St W Uxbridge ON L9P 1P2,21-Dec-20,Food Take Out
Pizza Pizza,532 Simcoe St S Oshawa ON L1H 4J8,08-Oct-19,Food Take Out
Pizza Pizza,6-300 Rossland Rd E Ajax ON L1Z 0K4,21-Jul-20,Food Take Out
Pizza Pizza,6A-955 Westney Rd S Ajax ON L1S 3K7,18-Jan-21,Food Take Out
Pizza Pizza,6 & 7-705 Kingston Rd Pickering ON L1V 6K3,03-Feb-21,Food Take Out
Pizza Pizza,1335 King St E Oshawa ON L1H 1B3,09-Jan-20,Food Take Out
Pizza Pizza,9-1450 Kingston Rd Pickering ON L1V 1C1,30-Jan-20,Food Take Out
Pizza Pizza,621 King St E Oshawa ON L1H 1G3,10-Feb-20,Food Take Out
Pizza Pizza,65 Kingston Rd E Ajax ON,28-May-19,Food Take Out
Pizza Pizza,8-500 Rossland Rd W Oshawa ON L1J 3H2,19-Mar-19,Food Take Out
Pizza Pizza,1-1200 Rossland Rd E Whitby ON L1N 8H3,12-Aug-20,Food Take Out
Pizza Pizza,1351 Grandview St N Oshawa ON L1K 0G1,26-Apr-19,Food Take Out
Pizza Pizza,3-200 King St E Bowmanville ON L1C 1P3,09-Feb-21,Food Take Out
Pizza Pizza,4-300 Taunton Rd E Oshawa ON L1H 7K4,13-Jan-21,Food Take Out
Pizza Plus Meals,1-576 Ritson Rd S Oshawa ON L1H 5K7,11-Dec-19,Food Take Out
Pizza Shack,B-839 Bayly St Pickering ON L1W 3P6,06-Sep-19,Food Take Out
Pizza Town,14011 Old Scugog Rd Blackstock ON L0B 1B0,04-Nov-19,Food Take Out
Pizzaco,185 Thickson Rd Whitby ON L1N 6T9,,Food Take Out
Pizzaville,102-30 Broadleaf Ave Whitby ON L1R 0B5,11-Mar-20,Food Take Out
Pizzaville,7-1995 Salem Rd N Ajax ON,12-Mar-20,Food Take Out
Pizzaville,5B-680 Longworth Ave Bowmanville ON L1C 5G1,06-Mar-20,Food Take Out
Pizzaville,734 Kingston Rd Pickering ON L1V 1A8,04-Feb-21,Food Take Out
Pizzaville,1100 Simcoe St N Oshawa ON L1G 4W6,05-Dec-19,Food Take Out
Pizzaville,105 Bayly Street West Ajax Ontario L1S 7K7,04-Mar-20,Food Take Out
Pizzaville Store #143,321 Brock St S Whitby ON L1N 4K3,10-May-19,Food Take Out
Polish Food Hot And Deli,3A-1051 Simcoe St N Oshawa ON L1G 4W3,11-Mar-20,Food Take Out
Popeyes,3-2 Douglas Rd Uxbridge ON L9P 1S9,06-Aug-20,Food Take Out
Popeyes,1365 Wilson Rd N Oshawa ON L1K 2Z5,28-Jan-21,Food Take Out
Popeyes Chicken,C3-4099 Baldwin St S Whitby ON L1R 2W6,30-Jan-21,Food Take Out
Popeye's Chicken,3-1 Rossland Rd W Ajax ON L1Z 1Z2,05-Feb-21,Food Take Out
Popeye's Chicken,H2-2334 Highway 2 Bowmanville ON L1C 3K7,30-Jan-20,Food Take Out
Popeye's Chicken & Seafood,22-1725 Kingston Rd Pickering ON L1V 4L9,20-Oct-20,Food Take Out
Popeyes Louisiana,2-1800 Simcoe St N Oshawa ON L1G 4X9,15-Jan-20,Food Take Out
Popeyes Louisiana Kitchen,2-22 Stevenson Rd S Oshawa ON L1J5L9,24-Jul-20,Food Take Out
Popeyes Louisiana Kitchen,2-310 Harwood Ave S Ajax ON L1S 2J1,05-Feb-21,Food Take Out
Popeyes Louisiana Kitchen,10 & 11-820 Kingston Rd Pickering ON L1V 1A8,27-Oct-20,Food Take Out
Popeyes Louisiana Kitchen,1525 Dundas St E Whitby ON,22-Dec-20,Food Take Out
Popeyes Louisiana Kitchen,8-1414 King St E Courtice ON L1E 3B4,13-Feb-20,Food Take Out
Popeye's Louisiana Kitchen,3005 ON-35 Newcastle ON L1B 1L9,28-Jan-20,Food Take Out
Quesada Burritos & Tacos,12A-105 Bayly Street West Ajax Ontario L1S 7K7,31-Oct-19,Food Take Out
Quesada Burritos and Tacos,105-304 Toronto St S Uxbridge ON L6P 1Y2,10-Feb-21,Food Take Out
Quiznos,26-1615 Dundas St E Whitby ON L1N 2L1,24-Sep-19,Food Take Out
Quiznos Sub,3-1288 Ritson Rd N Ohsawa ON L1G 8B2,13-Jan-21,Food Take Out
Real Fruit Bubble Tea,2262-419 King St W Oshawa ON L1J 2K5,29-Jan-20,Food Take Out
Reetaj,7 Nassau St Oshawa ON L1J 4A3,12-Feb-21,Food Take Out
Reginos Pizza,15 Bond St W Oshawa ON L1G 1A1,26-Sep-19,Food Take Out
Regino's Pizza,110 Ritchie Ave Ajax ON L1S 7G5,08-Jan-21,Food Take Out
Rekha's Indian Kitchen,1-1800 Dundas St E Whitby ON L1N 2L4,18-Feb-20,Food Take Out
Retro Burger,18A-105 Bayly St W Ajax ON L1S 7K8,16-Nov-20,Food Take Out
Rice To Go,6-25 Thickson Rd N Whitby ON L1N 8W8,28-Jul-20,Food Take Out
Ritz Caribbean Foods,5C-157 Harwood Ave N Ajax ON L1Z 0A6,18-Jun-20,Food Take Out
Rocky Mountain Chocolate Factory,32-1355 Kingston Rd Pickering ON L1V 1B8,18-Jan-19,Food Take Out
Roland's East Takeout,C7-2200 Brock Rd N Pickering ON L1X 2R2,04-Sep-19,Food Take Out
Roselina's Pizzeria,4 King Ave E Newcastle ON L1B 1H6,29-Jan-20,Food Take Out
Roti N' Ting,5-1298 Kingston Rd Pickering ON L1V 3M9,04-Jun-20,Food Take Out
Royal Garden Food Mart,4793 Regional Rd 57 Caesarea ON L0B 1K0,05-Nov-19,Food Take Out
Ryan's Roti & Jerk Inc.,4B-1051 Simcoe St N Oshawa ON L1E 2N4,11-Feb-21,Food Take Out
Saffron Eatery,151 Queen St Port Perry ON L9L 1B8,10-Sep-20,Food Take Out
Samosa Fusion Supermarket & Take-Out Food,100 Mearns Ave Bowmanville ON L1C 4S4,08-Dec-20,Food Take Out
Samosa Hut Takeout & Catering,9-85 Kingston Rd E Ajax ON L1S 7J4,18-Feb-20,Food Take Out
Sardinha Portuguese Chicken,300 Dundas St E Whitby ON L1N 4B1,09-Feb-21,Food Take Out
Second Cup,304 - 340 Taunton Rd E Whitby ON L1R 0H5,20-Feb-20,Food Take Out
Second Cup,106-650 Kingston Rd Pickering ON L1V 1A6,08-Feb-21,Food Take Out
Shanghai 360,FC7-419 King St W Oshawa ON L1J 2K5,16-Dec-20,Food Take Out
Shop 61- UOIT,61 Charles St Oshawa ON L1H 4X8,20-Sep-19,Food Take Out
Silver Spoon,20-2200 Brock Rd N Pickering ON L1X 2B3,07-Jan-21,Food Take Out
Silver Star Chinese Food,100 A Lupin Dr Whitby ON L1N 1X8,28-Sep-20,Food Take Out
Simcoe St United Church,66 Simcoe St S Oshawa ON L1H 4G3,09-Oct-19,Food Take Out
Skyway Cafe,9-1200 Airport Blvd Oshawa ON L1J 8P5,13-Feb-20,Food Take Out
Smokes Poutinerie,75 King St E Oshawa ON L1H 1B4,29-Jan-20,Food Take Out
Smokes Poutinerie M20 82A,75 King St E Oshawa ON L1H 1B4,28-Aug-20,Food Take Out
Smoke's Poutinerie/Winerie/Burritorie,1-85 Kingston Rd E Ajax ON L1S 7M9,29-Oct-19,Food Take Out
Snuffy's Grill,102-102 Thickson Rd Whitby ON L1N 3R1,14-Sep-20,Food Take Out
South St Burger Co.,12-1105 Kingston Rd Pickering ON L1V 1B5,03-Nov-20,Food Take Out
South St Burger/NYF,1-269 Kingston Rd E Ajax ON L1Z 0K5,21-Feb-20,Food Take Out
South St. Burger,419 King St W Oshawa ON L1J 2K5,22-Nov-19,Food Take Out
Square Boy Pizza,555 Rossland Rd E Oshawa ON,08-Nov-19,Food Take Out
Square Boy Pizza,355 Wentworth St W Oshawa ON L1J 6G5,06-Nov-20,Food Take Out
Square Boy Pizza,80 Water St Port Perry ON L9L 1J2,04-Mar-20,Food Take Out
Square Boy Pizza,3 Harwood Ave S Ajax ON L1S 2C1,06-Dec-19,Food Take Out
Square Boy Pizza,2-1240 Simcoe St N Oshawa ON L1G 4X3,05-Aug-20,Food Take Out
Square Boy Pizza,133 Church St Bowmanville ON L1C 1T4,15-Dec-20,Food Take Out
Square Boy Pizza,9-713 Krosno Blvd Pickering ON L1W 1L6,01-Nov-19,Food Take Out
Starbucks,106-5 Rossland Rd E Ajax ON L1T 4V2,27-Jan-21,Food Take Out
Starbucks,25 Consumers Dr Whitby ON L1N 9S2,30-Jul-20,Food Take Out
Starbucks,1300 Kingston Rd Pickering ON L1V 3B4,02-Nov-20,Food Take Out
Starbucks,780 Kingston Rd Pickering ON L1V 1A8,12-Mar-20,Food Take Out
Starbucks,80 Thickson Rd S Whitby ON L1N 7T2,27-Jan-20,Food Take Out
Starbucks,1365 Wilson Rd N Oshawa ON L1K 2Z5,06-Jan-21,Food Take Out
Starbucks,2-1300 Bayly St Pickering ON,19-Feb-20,Food Take Out
Starbucks,1135-419 King St W Oshawa ON L1J 2K5,25-Jan-19,Food Take Out
Starbucks,1355 Kingston Rd Pickering ON L1V 1B8,06-Oct-20,Food Take Out
Starbucks Coffee,90 Kingston Rd E Ajax ON L1Z 1G1,,Food Take Out
Starbucks Coffee #15720,660 Taunton Rd E Whitby ON L1R 3N6,06-Feb-20,Food Take Out
Starbucks Coffee #4911,3940 Brock St N Whitby ON L1R 3E1,22-May-19,Food Take Out
Stefano's Pizzeria,1-2363 Taunton Rd E Hampton ON L0B 1J0,03-Sep-20,Food Take Out
Strudelicious,123 King Ave W Newcastle ON L1B 1H7,24-Feb-20,Food Take Out
Stuttering John's Smokehouse,160 Baseline Rd E Bowmanville ON L1C 1A2,,Food Take Out
Subway,1700 Victoria St E Whitby ON,14-Feb-20,Food Take Out
Subway,FC5-419 King St W Oshawa ON L1J 2K5,05-Mar-20,Food Take Out
Subway,42 Old Kingston Rd Ajax ON L1T 2Z7,31-Jul-19,Food Take Out
Subway,D2-75 Consumers Dr Whitby ON L1N 9S2,04-Mar-20,Food Take Out
Subway,F5-1949 Ravenscroft Rd Ajax ON L1T 0K4,16-Jan-20,Food Take Out
Subway,B4-680 Longworth Ave Bowmanville ON L1C 3K2,16-Jan-19,Food Take Out
Subway,555 Rossland Rd E Oshawa ON,18-Feb-20,Food Take Out
Subway,104-617 Victoria St W Whitby ON L1N 0E4,04-Mar-20,Food Take Out
Subway,8-2069 Simcoe St N Oshawa ON L1H 7K4,09-Feb-21,Food Take Out
Subway,6 Harwood Ave S Ajax ON L1S 6N2,14-Jan-20,Food Take Out
Subway,199 Wentworth St W Oshawa ON L1J 6P4,13-Mar-20,Food Take Out
Subway,17-1355 Kingston Rd Pickering ON L1V 1B8,22-Jan-20,Food Take Out
Subway,C2A-2727 Courtice Rd Courtice ON L1E 3A2,17-Jan-20,Food Take Out
Subway,5-1 Douglas Rd Uxbridge ON L9P 1S9,10-Feb-21,Food Take Out
Subway,1-789 Taunton Rd E Oshawa ON L1H 7K5,10-Feb-21,Food Take Out
Subway,24-1899 Brock Rd Pickering ON L1V 4H7,21-Oct-20,Food Take Out
Subway,2-1900 Dixie Rd Pickering ON L1V 6M4,08-Feb-21,Food Take Out
Subway,170 Liberty St S Bowmanville ON L1C 2W4,21-Jan-20,Food Take Out
Subway,2-140 Taunton Rd W Whitby ON L1R 3H8,15-Nov-19,Food Take Out
Subway,6-713 Krosno Blvd Pickering ON L1W 3G4,02-Nov-20,Food Take Out
Subway,3-981 Brock Rd S Pickering ON L1W 3A4,22-Aug-19,Food Take Out
Subway,11-1822 Whites Rd Pickering ON L1V 4M1,25-Sep-20,Food Take Out
Subway,290 Durham Highway 47 Goodwood ON L0C 1A0,11-Feb-20,Food Take Out
Subway,14-300 Taunton Rd E Oshawa ON L1G 7T4,20-Jan-20,Food Take Out
Subway,5-4091 Thickson Rd N Whitby ON L1R 2X3,13-Jan-21,Food Take Out
Subway,2-300 Rossland Rd E Ajax ON L1Z 0M1,05-Feb-20,Food Take Out
Subway,6-191 Bloor St E Oshawa ON L1H 3M3,25-Jun-20,Food Take Out
Subway,1202 Simcoe St N Oshawa ON L1G 4W8,10-Feb-21,Food Take Out
Subway,22-705 Kingston Rd Pickering ON L1V 6K3,08-Feb-21,Food Take Out
Subway,210 King St E Bowmanville ON L1C 3X1,30-Jan-20,Food Take Out
Subway,D1-255 Salem Rd S Ajax ON L1Z 0B1,11-Feb-21,Food Take Out
Subway,3-185 Consumers Dr Whitby ON L1N 1C4,07-Feb-20,Food Take Out
Subway,2460 Brock Rd Pickering ON L1X 2R2,,Food Take Out
Subway,7A-500 Rossland Rd W Oshawa ON L1J 3H2,11-Feb-20,Food Take Out
Subway,1403 King St E Courtice ON L1E 2J6,06-Feb-20,Food Take Out
Subway,3315 Highway 35/115 Newcastle ON L1B 1L9,18-Jan-21,Food Take Out
Subway,30 Park Rd N Oshawa ON L1J 4K7,10-Feb-20,Food Take Out
Subway,15-5969 Baldwin St. S Brooklin ON L1M 1T6,24-Jan-20,Food Take Out
Subway,G8-575 Laval Dr Oshawa ON L1J 0B6,16-Feb-21,Food Take Out
Subway,361 King Ave E Newcastle ON L1B 1L8,12-Feb-20,Food Take Out
Subway,H3-1535 Highway 7A Port Perry ON L9L 1B5,19-Feb-20,Food Take Out
Subway,4110 Garden St N Whitby ON L1R 3K5,29-Nov-19,Food Take Out
Subway,6-279 Kingston Rd E Ajax ON L1Z 0K5,31-Jan-19,Food Take Out
Subway,10 Simcoe St S Oshawa ON L1H 4G2,28-Jan-20,Food Take Out
Subway,2B-2363 Taunton Rd Hampton ON L0B 1J0,12-Mar-20,Food Take Out
Subway,14-80 Thickson Rd S Whitby ON L1N 3R1,12-Feb-21,Food Take Out
