Facility Name,Site Address,Facility Type,Last Inspection Date
Subway (Restaurant #14891),43 Durham St Sudbury ON P3E 3M2,Restaurant,20-Nov-20
Subway (Restaurant #14933),943 Lorne St Sudbury ON P3C 4R8,Restaurant,04-Mar-20
Subway (Restaurant #15267),116 Centre St Espanola ON P5E 1S4,Restaurant,05-Jan-21
Subway (Restaurant #23113),1400 Kingsway Blvd Sudbury ON P3A 4R7,Restaurant,27-Aug-20
Subway (Restaurant #23520),140 Regional Rd 24 Lively ON P3Y 1C3,Restaurant,20-Oct-20
Subway (Restaurant #24691),1133 Notre Dame Ave Sudbury ON P3A 2T7,Restaurant,15-Jan-21
Subway (Restaurant #40138),4558 Elmview Dr Hanmer ON P3P 1P6,Restaurant,06-Jul-20
Subway (Restaurant #41788),161 Hwy 17 E Wahnapitae ON P0M 3C0,Restaurant,23-Oct-20
Subway (Restaurant #47611),1199 Marcus Dr Sudbury ON P3B 4K6,Restaurant,08-Dec-20
Subway (Restaurant #48614),2408 Long Lake Rd Sudbury ON P3E 5H5,Restaurant,18-Feb-20
Subway (Restaurant #53306),2156 Lasalle Blvd Sudbury ON P3A 2A7,Restaurant,14-Sep-20
Subway (Restaurant #53871),29 Lorne Street Chapleau ON P0M 1K0,Restaurant,03-Nov-20
Subway (Restaurant #54384),93 Notre Dame St W Azilda ON P0M 1B0,Restaurant,06-Nov-20
Subway (Restaurant #56481),568 Kathleen St Sudbury ON P3C 2N3,Restaurant,15-Jan-21
Subway (Restaurant #59850),29 Regional Rd 84 Capreol ON P0M 1H0,Restaurant,27-Nov-20
Subway (Restaurant #6024),233 Brady St Sudbury ON P3B 4H5,Restaurant,12-Jun-20
Subway (Restaurant #60962),168 Regional Rd 8 Onaping ON P0M 2R0,Restaurant,08-Oct-20
Sudbury Downs - Champion Lounge,400 Bonin Rd Chelmsford ON P0M 1L0,Restaurant,07-Nov-19
Sudbury Sapporo Ichibang,67 Cedar St Sudbury ON P3E 1A7,Restaurant,11-Dec-20
Sudbury Subs,3-208 Loach's Rd Sudbury ON P3E 2P7,Restaurant,
Sugar Bush Canadian Coffee House,22 Yonge Street Kagawong Ontario P0P 1J0,Restaurant,09-Oct-20
Sukhdev Restaurant and Inn,585 Centre St Espanola ON P5E 1J9,Restaurant,18-Dec-20
Sun Wah,1540 Lasalle Blvd Sudbury ON P3A 1Z7,Restaurant,15-Dec-20
Suzanne's Sub Shop,4533 Notre Dame Ave Hanmer ON P3P 1X5,Restaurant,27-Nov-20
Swiss Chalet,1109 Barrydowne Rd Sudbury ON P3A 5Z9,Restaurant,30-Jul-20
Swiss Chalet,2309 Regent St Sudbury ON P3E 6K7,Restaurant,26-Jan-21
Taco Sol,80 Cedar St Sudbury ON P3E 1A5,Restaurant,18-Dec-20
Taj Bistro,151 Larch St Sudbury ON P3E 1C3,Restaurant,18-Dec-20
Tandoori Tastes,96 Larch Street Sudbury ON P3E 1C1,Restaurant,18-Dec-20
Tata-Chika-Pika Camp,Highway 144 Gogama ON P0M 1W0,Restaurant,02-Mar-20
Tea and Bloom,39 Durham Street Sudbury ON P3E 3M2,Restaurant,27-Nov-20
Teklenburg's Seafood,1893 Lasalle Blvd Sudbury ON P3A 2A3,Restaurant,14-Oct-20
Thai Express,103-1349 Lasalle Blvd Sudbury ON P3A 1Z2,Restaurant,07-Dec-20
The Beef 'n Bird,923 Lorne St Sudbury ON P3C 4R7,Restaurant,27-Oct-20
The Cod Mothers Family Restaurant - Restaurant,55 Meredith St Gore Bay ON P0P 1H0,Restaurant,27-Oct-20
The Doghouse Sports Bar & Eatery,25 Aldege St Azilda ON P0M 1B0,Restaurant,16-Sep-20
The Dominion Family Restaurant,12 Birch Street Chapleau ON P0M 1K0,Restaurant,03-Dec-20
The Dragonfly,205 Imperial St S Massey ON P0P 1P0,Restaurant,27-Jan-21
The Garden Shed Bistro,"231 Tenth Line, Tehkummah ON P0P 2C0",Restaurant,06-Aug-19
The Hungry Bear Restaurant,20112 Hwy 69 Alban ON P0M 1A0,Restaurant,17-Apr-19
The Keg,1396 Kingsway Blvd Sudbury ON P3B 0A3,Restaurant,04-Feb-21
The Lodge at Pine Cove,1013 Hwy 528A Noëlville ON P0M 2N0,Restaurant,24-Jun-19
The Maples Golf & Sports Club,170 Wolseley Bay Rd Noëlville ON P0M 2N0,Restaurant,24-Jun-19
The Motley Kitchen,70 Young St Sudbury ON P3E 3G5,Restaurant,06-Nov-20
The Optimist,1500 Regent St Sudbury ON P3E 3Z6,Restaurant,28-Oct-20
The Orient Restaurant,900 Lasalle Blvd Sudbury ON P3A 5W8,Restaurant,09-Dec-20
The Shawarma Shop,1210 Lasalle Blvd Sudbury ON P3A 1Y5,Restaurant,27-Oct-20
The West Arm Lodge and Restaurant,2670 Hwy 535 St. Charles ON P0M 2W0,Restaurant,10-Jul-19
Theatre Cambrian,40 Eyre St S Sudbury ON P3C 4A5,Restaurant,11-Oct-19
Tim Hortons,45 Manitowaning Road Little Current ON P0P 1K0,Restaurant,04-Feb-21
Tim Hortons,29 Regional Rd 84 Capreol ON P0M 1H0,Restaurant,19-Jun-20
Tim Hortons (Restaurant #100032),1373 Martindale Rd Sudbury ON P3E 4J7,Restaurant,29-Jan-20
Tim Hortons (Restaurant #100260),1003 Kingsway Blvd Sudbury ON P3B 2E6,Restaurant,08-Sep-20
Tim Hortons (Restaurant #100331),3140 Hwy 69 N Val Caron ON P3N 1G3,Restaurant,03-Jul-20
Tim Hortons (Restaurant #100431),1205 Falconbridge Rd Sudbury ON P3A 4N4,Restaurant,18-Dec-20
Tim Hortons (Restaurant #100570),3755 Hwy 144 Chelmsford ON P0M 1L0,Restaurant,17-Dec-20
Tim Hortons (Restaurant #100622),85 Regional Rd 24 Lively ON P3Y 1C3,Restaurant,21-Dec-20
Tim Hortons (Restaurant #100644),5085 Hwy 69 N Hanmer ON P3P 1P7,Restaurant,02-Dec-20
Tim Hortons (Restaurant #100661),1486 Lasalle Blvd Sudbury ON P3A 1Z7,Restaurant,02-Feb-21
Tim Hortons (Restaurant #100722),465 Barrydowne Rd Sudbury ON P3A 3T4,Restaurant,25-Jan-21
Tim Hortons (Restaurant #101023),2040 Algonquin Rd Sudbury ON P3E 4Z6,Restaurant,30-Oct-20
Tim Hortons (Restaurant #101361),701 Centre St Espanola ON P5E 1J9,Restaurant,18-Jan-21
Tim Hortons (Restaurant #101456),11 Main St W Dowling ON P0M 1R0,Restaurant,16-Dec-20
Tim Hortons (Restaurant #101478),970 Lorne St Sudbury ON P3C 4R9,Restaurant,16-Dec-20
Tim Hortons (Restaurant #101507),2689 Kingsway Blvd Sudbury ON P3B 2G1,Restaurant,09-Nov-20
Tim Hortons (Restaurant #101633),329 Hwy 17 W McKerrow ON P0P 1M0,Restaurant,14-Jan-21
Tim Hortons (Restaurant #101794),196 Cedar St Sudbury ON P3B 1B4,Restaurant,23-Nov-20
Tim Hortons (Restaurant #101933),3000 Falconbridge Rd Garson ON P3L 1V1,Restaurant,12-Jan-21
Tim Hortons (Restaurant #101961),514 Notre Dame St E Azilda ON P0M 1B0,Restaurant,17-Dec-20
Tim Hortons (Restaurant #102056),679 Lorne St Sudbury ON P3C 4R4,Restaurant,16-Dec-20
Tim Hortons (Restaurant #8368),887 Notre Dame Ave Sudbury ON P3A 2T2,Restaurant,25-Jan-21
Timberlane Rustic Lodges,249 Mill Rd Mindemoya ON P0P 1S0,Restaurant,08-Jul-19
Timberwolf Golf Course,1930 Maley Dr Sudbury ON P3L 1M5,Restaurant,05-Aug-20
Tin Cup Coffee Shop,800 Centre St Espanola ON P5E 1J1,Restaurant,15-Dec-20
Tommy's Not Here,1889 Regent St Sudbury ON P3E 3Z7,Restaurant,05-Nov-20
Tony V's Pizza & Restaurant,1323 Martindale Rd Sudbury ON P3E 4J7,Restaurant,10-Nov-20
Toppers Pizza,88 Centre St Espanola ON P5E 1S4,Restaurant,22-Jan-21
Topper's Pizza,301 King St Sudbury ON P3B 2K7,Restaurant,10-Jul-20
Topper's Pizza,3080 Hwy 69 N Val Caron ON P3N 1E3,Restaurant,16-Oct-20
Topper's Pizza,3563 Hwy 144 Chelmsford ON P0M 1L0,Restaurant,03-Dec-20
Topper's Pizza,7-3098 Falconbridge Rd Garson ON P3L 1P5,Restaurant,22-Sep-20
Topper's Pizza,904 Barrydowne Rd Sudbury ON P3A 3V2,Restaurant,23-Nov-20
Touch of Heaven Nordic Spa & Retreat,309 Old Skead Rd Garson ON P3L 1N3,Restaurant,
Towne Place Suites By Marriott,1710 Kingsway Blvd Sudbury ON P3B 0E4,Restaurant,15-Sep-20
TowneHouse,206 Elgin St Sudbury ON P3E 3N5,Restaurant,09-Oct-20
Tucos Taco Lounge,582 Kathleen Street Sudbury ON P3C 2N3,Restaurant,27-Aug-20
Tutti Frutti,125 Loach's Rd Sudbury ON P3E 2P8,Restaurant,20-Feb-20
Tutti Frutti,480 Barrydowne Rd Sudbury ON P3A 3T3,Restaurant,13-Oct-20
Twiggs Coffee Roasters,1332 Kingsway Blvd Sudbury ON P3B 0A2,Restaurant,08-Feb-21
Twin Stacks Golf Course,84 Smelter Rd Coniston ON P0M 1M0,Restaurant,27-Aug-20
Urban Air Adventure Park,1066 Barrydowne Rd Sudbury ON P3A 3V3,Restaurant,21-Aug-20
Vespa Street Kitchen and Catering,104-359 Riverside Sudbury ON P3E 1H5,Restaurant,30-Nov-20
Voyageur Golf Course,318 Golf Course Rd Alban ON P0M 1A0,Restaurant,02-Jul-19
Wacky Wings,187 Shaughnessy St Sudbury ON P3E 3E6,Restaurant,01-Dec-20
Wander Food & Wine,112 Durham Street Sudbury ON P3E 3M7,Restaurant,17-Dec-20
Wanikewin Lodge,Pickerel River Alban ON P0M 1A0,Restaurant,03-Jul-19
Watershed 144 Ltd.,Hwy 144 Gogama ON P0M 1W0,Restaurant,27-Aug-20
Watershed Den,303 Sultan Road Gogama ON P0M 1W0,Restaurant,24-Nov-20
Wendy's,1015 Kingsway Blvd Sudbury ON P3B 2E6,Restaurant,30-Nov-20
Wendy's,331 Highway 17 Espanola ON P5E 1F3,Restaurant,12-Jan-21
White Water Lanes,430 Notre Dame St E Azilda ON P0M 1B0,Restaurant,09-Sep-20
Win Fortune,840 Notre Dame Ave Sudbury ON P3A 2T4,Restaurant,17-Nov-20
Windy Lake Motel & Restaurant,2 Old Cartier Rd @ Hwy 144 Cartier ON P0M 2C0,Restaurant,09-Nov-20
"Wings, Frings and Things",1-111 Centre St Espanola ON,Restaurant,20-Jan-21
Wonderful Sushi,1716 Regent St Sudbury ON P3E 3Z8,Restaurant,10-Sep-20
Zaher's Small Batch,12 Elgin Street Sudbury ON P3C 5B5,Restaurant,15-Jul-20
Zorro's Chophouse,3020 Old Hwy.69 N Val Caron ON P3N 1E4,Restaurant,09-Dec-20
