Facility Name,Site Address,Last Inspection Date,Facility Type
Hardy John's,1-50 Taunton Rd. E Oshawa ON L1G 3T7,21-Dec-20,Restaurant
Hardy John's,368 Bayly St W Ajax ON L1S 1P1,14-Aug-20,Restaurant
Harmony Creek Golf Centre,1000 Bloor St E Oshawa ON L1H 8S1,12-Mar-20,Restaurant
Harp And Crown Pub,9-11-300 Kingston Rd Pickering ON L1V 6Y9,05-Dec-20,Restaurant
Harpo's,44 Stevenson Rd S Oshawa ON L1J 5L9,13-Dec-19,Restaurant
Harvest,1 Way St Brooklin ON L1M 1B3,05-Dec-19,Restaurant
Harvey's,175 Consumers Dr Whitby ON L1W 1C4,10-Nov-20,Restaurant
Harvey's/ Swiss Chalet,1-170 Liberty St S Bowmanville ON L1C 2P4,29-Sep-20,Restaurant
Haugens Chicken & Ribs Barbeque,13801 Highway 12 Port Perry ON L9L 1A5,09-Mar-20,Restaurant
Heaffles,1550 Kingston Rd Pickering ON L1V 1X6,23-Sep-20,Restaurant
Helmand Kabab House,190 Harwood Ave S Ajax ON L1S 2H6,05-Feb-20,Restaurant
Hero Certified Burgers,1016A-82 Thickson Rd S Whitby ON L1N 7T2,08-Oct-20,Restaurant
Herongate Barn Dinner Theatre,2885 Altona Rd Whitevale ON L0H 1M0,10-Dec-19,Restaurant
Hinata Sushi and Asian Cuisine,4-6 Campbell St Whitby ON L1M 1A2,21-Feb-20,Restaurant
Hobby Horse Arms,37 Main St N Uxbridge ON L9P 1J7,13-Dec-19,Restaurant
Hollywood Cone Cafe,75 Consumers Dr Whitby ON L1S 9S2,06-Feb-21,Restaurant
Holy Grounds Eatery & Cafe,1 Cameron St W Cannington ON L0E 1E0,06-Mar-20,Restaurant
Hong Kong House,89 Simcoe St S Oshawa ON L1H 4G7,10-Dec-19,Restaurant
Hong Xin,14500 Simcoe St Port Perry ON L9L 1V4,27-Feb-20,Restaurant
Hooksey's Fish & Chips,3050 Garden St Whitby ON L1R 2G7,05-Feb-20,Restaurant
Hops House Pub & Grill,121 Green St Whitby ON L1N 4C9,03-Dec-19,Restaurant
Horn Dawgs BBQ Tap & Grill,15930 Old Simcoe Rd Port Perry ON L9L 0A2,27-Oct-20,Restaurant
Horn Dawgs Smokin BBQ & Catering,5B-1410 Bayly St Pickering ON L1W 3R3,26-Feb-20,Restaurant
Hot Mama Noi's Thai on the Fly,6A-1410 Bayly St Pickering ON L1W 3R3,06-Feb-20,Restaurant
Hot Rocks Creative Diner,728 Anderson St Whitby ON L1N 3V6,09-Feb-21,Restaurant
House of Wong,9-475 Westney Rd N Ajax ON L1T 3H4,19-Feb-20,Restaurant
Hu Nan Chinese Restaurant,7-3555 Thickson Rd Whitby ON L1R 1Z6,11-Dec-19,Restaurant
Hyland Family Restaurant,1866 Scugog St Port Perry ON L9L 1J1,06-Aug-20,Restaurant
I Love Roti,23-1725 Kingston Rd Pickering ON L1V 4L9,11-Feb-20,Restaurant
iDaybreak Grill,5-1800 Dundas St E Whitby ON L1N 2L4,28-Jan-20,Restaurant
Il Fornello Ajax,95 Kingston Rd E Ajax ON L1S 7J4,25-Nov-20,Restaurant
Ippon,304 Taunton Rd E Whitby ON L1R 0H4,09-Feb-21,Restaurant
Irish Times,3-1400 Bayly St Pickering ON L1W 3R2,19-Feb-20,Restaurant
Isabella's Chocolate Cafe,2 King St E Oshawa ON L1H 1A9,20-Feb-20,Restaurant
Island Breeze Jamaican Authentic Restaurant,8-570 Kingston Rd Pickering ON L1V 1A6,10-Feb-20,Restaurant
Island Mix Restaurant & Lounge,14 & 15-1050 Brock Rd S Pickering ON L1W 3X4,10-Dec-19,Restaurant
It's All Gravy Poutinerie,1-53 Conlin Rd E Oshawa ON L1H 7K4,11-Dec-18,Restaurant
J7 Ramen,107 Brock St S Whitby ON L1N 4J9,08-Oct-20,Restaurant
Jack Astor's,E1-75 Consumers Dr Whitby ON L1N 9S2,06-Nov-20,Restaurant
Jack Astor's Bar and Grill,9001-1355 Kingston Rd Pickering ON L1V 1B8,29-Oct-20,Restaurant
Jasper Fish & Chips,19-1794 Liverpool Rd Pickering ON L1V 4G7,27-Sep-19,Restaurant
JB's Mongolian Grill,75 Consumers Dr Whitby ON L1N 9S2,11-Feb-21,Restaurant
Jester Court Pub,279 Queen St Port Perry ON L9L 1B9,05-Dec-19,Restaurant
Jim's Pizzeria & Pasta,126 Water St Port Perry ON L9L 1A0,06-Dec-19,Restaurant
Jinju Sushi,54 Water St Port Perry ON L9L 1J2,28-Jan-20,Restaurant
Johnny's Favourite Eatery,280 Marland Ave Oshawa ON L1J 1X1,01-Feb-21,Restaurant
Johnny's North End Burgers,3-433 Simcoe St S Oshawa ON L1H 4J5,04-Jun-20,Restaurant
Johnny's Original Eatery,850 King St W Oshawa ON L1J 2L5,13-Nov-19,Restaurant
Jolie Cafe,94 Harwood Ave S Ajax ON L1S 2H6,04-Feb-20,Restaurant
JP's Pita Deli Inc.,4-170 Liberty St S Bowmanville ON L1C 4W4,10-Sep-20,Restaurant
Jube Pub & Patio,55 Lakeview Park Ave Oshawa ON,11-Jun-19,Restaurant
Jubilee Pavilion,55 Lakeview Park Ave Oshawa ON L1H 8S7,13-Nov-19,Restaurant
Jumbo Burger,2-512 Kingston Rd Pickering ON L1V 1A6,04-Feb-21,Restaurant
Jurgen's Deli,15 Main St N Uxbridge ON L9P 1J7,06-Oct-20,Restaurant
Karahi Boys,259 Kingston Rd Ajax ON L1Z 1A3,,Restaurant
Kathryn's Grill & Bar,14-376 Kingston Rd Pickering ON L1V 1A4,05-Nov-20,Restaurant
KB Food,120 Brock St N Whitby ON L1N 4H2,10-Dec-19,Restaurant
Kelsey's,1312 Harmony Rd N Oshawa ON L1H 7K5,26-Feb-20,Restaurant
Kelsey's,90 Clarington Blvd Bowmanville ON L1C 5A5,11-Feb-20,Restaurant
Kelsey's,2025-419 King St W Oshawa ON L1J 2H9,01-Oct-20,Restaurant
Kelsey's,195 Consumers Dr Whitby ON L1N 1C4,04-Nov-20,Restaurant
Kelsey's,10 Kingston Rd W Ajax ON L1T 4K8,14-Sep-20,Restaurant
Kenzo Japanese Noodle House,24 King St E Oshawa ON L1H 1A9,01-Feb-21,Restaurant
Kerry's Pizza Chicken and Shawarma,36 Old Kingston Rd Ajax ON L1T 2Z7,03-Feb-20,Restaurant
KFC,1327 Simcoe St N Oshawa ON L1G 4X1,08-Dec-20,Restaurant
KFC,209 King St E Bowmanville ON,29-Dec-20,Restaurant
King's Castle Bar & Grill,570 Westney Rd S Ajax ON L1S 6V6,26-Dec-20,Restaurant
King's Key Pub and Restaurant,89 King St E Bowmanville ON L1C 1N4,09-Jun-20,Restaurant
Kingsmen Pub & Grill,1550 Kingston Rd Pickering ON L1V 1C3,09-Sep-20,Restaurant
Kips Flami'n Burgers,1016 Brock Rd Pickering ON L1W 3M1,02-Dec-19,Restaurant
Kiskidee Restaurant & Bar,7-3 Harwood Ave S Ajax ON L1S 2C1,03-Dec-19,Restaurant
Knight's Corner Pub & Grill,605 Kingston Rd Pickering ON L1V 3N7,04-Feb-21,Restaurant
K's Grill,13-14-279 Kingston Rd E Ajax ON L1Z 0K5,31-Dec-20,Restaurant
Kusina ng Ating Bahay,5-71 Station St Ajax ON L1S 1S2,20-Feb-20,Restaurant
Kyoto House Japanese Restaurant,443 Brock St N Whitby ON L1N 4H8,02-Dec-19,Restaurant
La Casa Verde,49 Old Kingston Rd Ajax ON L1T 3A5,10-Dec-19,Restaurant
Lahori Karahi Taste,1 Rossland Rd. W 1-2 Ajax ON L1Z 1Z2,17-Nov-20,Restaurant
Lakeridge Links Golf Course,1355 Brawley Rd Brooklin ON L1M 1B5,18-Sep-19,Restaurant
Lakeridge Ski Resort,790 Chalk Lake Rd Uxbridge ON L9P 1R4,16-Feb-21,Restaurant
Lakeview Burger & Diner,5-1076 Cedar St Oshawa ON L1J 3R9,12-Feb-21,Restaurant
Le Provencal European Bistro,22 Church St S Ajax ON L1S 6B4,05-Nov-19,Restaurant
Lechon Republik,8-1995 Salem Rd. N Ajax ON L1T 0J9,04-Sep-19,Restaurant
Legend of Fazio's,33 Simcoe St S Oshawa ON L1H 4G1,04-Mar-20,Restaurant
Life Time Athletic - Life Cafe,100 Beck Crescent Ajax ON L1Z 1C9,03-Feb-20,Restaurant
Lil Organic Kitchen,3-1618 Dundas St E Whitby ON L1N 2K8,27-Jan-20,Restaurant
Lindo Mexico,2363 Taunton Rd Hampton ON L1C 1N1,03-Sep-20,Restaurant
Lion & Unicorn Bar & Grill,14-965 Dundas St W Whitby ON L1P 1G8,16-Sep-20,Restaurant
Little Brown Jug,314 Osborne St Beaverton ON L0K 1A0,17-Mar-20,Restaurant
Live Resto Lounge,235 Salem Rd Ajax ON L1S 7S3,22-Jan-19,Restaurant
Liverpool John's Pub & Restaurant,1294 Kingston Rd Pickering ON L1V 1B7,05-Feb-20,Restaurant
Lone Star Texas Grill,75 Consumers Dr Whitby ON L1N 9S2,07-Feb-20,Restaurant
Lone Star Texas Grill,705 Kingston Rd Pickering ON L1V 6K3,28-Feb-20,Restaurant
Los Cabos Cantina & Grill,1009 Dundas St E Whitby ON L1N 2K4,22-Jul-20,Restaurant
Lucky Cho,20 King St E Oshawa ON L1H 1A9,09-Dec-19,Restaurant
Lucky's Corner2,1-71 Station St. Ajax ON L1S 1S2,03-Mar-20,Restaurant
M and R Catering,116 Dundas St. W Whitby ON L1N 2L9,24-Aug-20,Restaurant
Mackenzie Pub,1&2-250 Bayly St W. Ajax ON L1S 3V4,07-Oct-20,Restaurant
Madura Dine-In,14-235 Bayly Street West Ajax ON L1S 3K3,25-Aug-20,Restaurant
Maestro's Gourmet Pizza,36 Old Kingston Rd Ajax ON L1T 2Z7,30-Jan-21,Restaurant
Maestro's Gourmet Pizza,61 Bayly St W Ajax ON L1S 4G2,28-Jan-21,Restaurant
Magwyers Pub,10-105 Bayly St W Ajax ON L1S 7K7,10-Nov-20,Restaurant
Maharaja Authentic Indian Cuisine,5-74 Simcoe St N Oshawa ON L1G 4S2,16-Mar-20,Restaurant
Maimana Naan & Kabab,7-279 Kingston Rd E Ajax ON L1Z 0K5,10-Nov-20,Restaurant
Maimana Naan & Kabab,701 Rossland Rd E Whitby ON L1N 9K3,10-Feb-20,Restaurant
Makimono,1300 Harmony Rd N Oshawa ON L1K 2B1,21-Nov-19,Restaurant
Makimono,1-2378 Highway 2 Bowmanville ON L1C 3K7,12-Dec-20,Restaurant
Makimono Japanese Restaurant,1790 Liverpool Rd Pickering ON L1V 1V9,29-Sep-20,Restaurant
Makimono Restaurant,60 Kingston Rd Ajax ON L1Z 1G1,15-Sep-20,Restaurant
Makimono Sushi Bar & Restaurant,C1-75 Consumers Dr Whitby ON L1N 9S2,02-Jun-20,Restaurant
Malinee's Thai House,8-300 Taunton Rd E Oshawa ON L5G 7T4,22-Jun-20,Restaurant
Malt 'n Salt Fish & Chips,8-750 Oklahoma Dr Pickering ON L1W 3G9,08-Feb-21,Restaurant
Mama D's Jamaican Cuisine,1128 Simcoe St N Oshawa ON L1G 4W6,13-Dec-19,Restaurant
Mama's Yummy Food,4 Bond St W Oshawa ON L1G 1A2,12-Feb-20,Restaurant
Mana Salwa Restaurant,14-1211 Kingston Rd Pickering ON L1V 6M5,26-Nov-19,Restaurant
Manchu Kitchen,30 Saint Thomas St Brooklin ON L1M 1H1,04-Dec-19,Restaurant
Mancini's Cafe and Eatery,1-223 Brock St N Whitby ON L1N 4H6,11-Feb-20,Restaurant
Mandarin,1725 Kingston Rd Pickering ON L1V 1C5,04-Feb-21,Restaurant
Mandarin,1319 Airport Blvd Oshawa ON L1J 8A6,01-Feb-21,Restaurant
Marwan's Global Bistro,187 Queen St Port Perry ON L9L 1B8,03-Dec-19,Restaurant
Mary's Restaurant,B-B23005 Durham Regional Rd 23 Port Bolster ON L0E 1E0,03-Sep-20,Restaurant
May's Restaurant,21 Cameron St E Cannington ON L0E 1E0,05-Dec-19,Restaurant
Mazza Garden,1-325 Westney Rd S Ajax ON L1S 6M5,16-Sep-20,Restaurant
McCoy Burger Company,105-2069 Simcoe St N Oshawa ON L1H 7K4,04-Mar-20,Restaurant
McDonald's,1615 Dundas St E Whitby ON L1N 2L1,09-Nov-20,Restaurant
McDonald's,135 Kingston Rd E Ajax ON L1S 7J4,03-Sep-20,Restaurant
Mean Poutine,102-5 Rossland Rd. E Ajax ON L1T 4V2,10-Sep-19,Restaurant
Melanie Pringles,80 Thickson Rd S Whitby ON L1N 7T2,21-Oct-20,Restaurant
Mexico Lindo,915 Taunton Rd E Whitby Ontario L1R 3L7,16-Feb-21,Restaurant
Mexico Lindo Restaurant,200 Harwood Ave S Ajax ON L1S 2H6,28-Nov-19,Restaurant
Mia Sandwiches,69 King St W Bowmanville ON L1C 1R4,12-Aug-20,Restaurant
Michael Kelly's,93 Winchester Rd E Brooklin ON L1M 1B4,29-Jan-20,Restaurant
Michael's Eatery,44 Commercial Ave Ajax ON L1S 2H5,06-Feb-20,Restaurant
Michelle's Billiards and Lounge,1-601 Dundas St W Whitby ON L1N 2N3,30-Dec-19,Restaurant
Milestones,T-75 Consumers Dr Whitby ON L1N 2C4,22-Jul-20,Restaurant
Milos Greek Restaurant,1-1450 Kingston Rd Pickering ON L1V 1C1,18-Nov-19,Restaurant
Mito Sushi,141A-243 King St E Bowmanville ON L1C 3X1,14-Aug-20,Restaurant
Molly's Country Kitchen,C5-2727 Courtice Rd Courtice ON L1E 3A2,13-Jan-20,Restaurant
Montana's,2340 Highway 2 Bowmanville ON L1C 3K7,22-Oct-19,Restaurant
Montana's Cookhouse,1377 Harmony Rd N Oshawa ON L1H 7K5,09-Mar-20,Restaurant
Montana's Cookhouse,75 Consumers Dr Whitby ON L1N 9S2,10-Nov-20,Restaurant
Moxie's Grill Bar,1815 Liverpool Rd Pickering ON L1V 1W2,19-Jan-21,Restaurant
Mr. A's Quickflame Restaurant,212 King St E Oshawa ON L1H 1C4,16-Jun-20,Restaurant
Mr. Burger,314 Bloor St W Oshawa ON L1J 1R1,08-Feb-21,Restaurant
Mr. Delicious Patisserie By The Lake,44A-1295 Wharf St Pickering ON L1N 1A2,03-Dec-19,Restaurant
Mr. Greek,B7 & B8-1101 Kingston Rd Pickering ON,04-Dec-19,Restaurant
Mr. Sub,380 Baseline Rd W Bowmanville ON L1C 3K3,12-Nov-20,Restaurant
Mucho Burrito,5-C8-238 Ritson Rd N Oshawa ON L1G 1Z7,27-Jan-21,Restaurant
Mumbay Grill,1 & 2-619 Kingston Rd Ajax ON L1S 6L8,18-Sep-20,Restaurant
Myrtle's Kitchen,37 Station St Ajax ON L1S 1L2,10-Mar-20,Restaurant
Mysticle Lounge,282 Monarch Ave Ajax ON L1S 2G6,20-Nov-20,Restaurant
Nathan's Family Restaurant,4029-Brock Rd Uxbridge ON L9P 1R4,10-Mar-20,Restaurant
Navarra's Eatery,1 Main St S Uxbridge ON L9P 1J2,09-Sep-20,Restaurant
New Century Chinese Restaurant,1051 Simcoe St N Oshawa ON L1G 4W3,23-Jul-20,Restaurant
New Hong Kong Restaurant,18-1800 Dundas St E Whitby ON L1N 6L6,05-Jan-21,Restaurant
Newcastle Golf Course,2429 Golf Course Rd Newcastle ON L1B 1L9,27-Sep-19,Restaurant
Newcastle Griddle,106 King Ave E Newcastle ON L1B 1H5,14-Sep-20,Restaurant
Nexus Coffee Co.,263 Queen St Port Perry ON L9L 1B9,05-Nov-19,Restaurant
Nice Bistro,117 Brock St N Whitby ON L1N 4H3,12-Feb-21,Restaurant
Nick's Grill,107 Colborne St W Whitby ON L1N 1W9,19-Oct-20,Restaurant
Norm's Delicatessen,29 King St E Bowmanville ON L1C 1N1,20-Feb-20,Restaurant
North End Burgers,605 Brock St N Whitby ON L1N 4J3,27-Feb-20,Restaurant
Nutrition Kitchen,47 King St W Bowmanville ON L1C 1R2,11-Oct-19,Restaurant
Oakridge 1847,45 Baldwin St N Brooklin ON L1M 1A4,11-Jun-20,Restaurant
Oakridge Golf Club,35 Lauren Rd Port Perry ON L9L 2A7,23-Sep-19,Restaurant
Odine,2-269 Kingston Rd E Ajax ON L1Z 0K5,12-Nov-19,Restaurant
Oh Shawarma,31-1414 King St E Courtice ON L1E 1X8,17-Jun-20,Restaurant
Oishi Maki Japanese Restaurant,131 Brock St N Whitby ON L1N 4H3,23-Jul-20,Restaurant
Old Brock Cafe & Pizzeria,1716 Central St Claremont ON L1Y 1A4,12-Aug-20,Restaurant
Olde Tyme Fish & Chips,136 King St E Bowmanville ON L1C 1N7,29-Nov-19,Restaurant
Olympia Restaurant,12 King St E Bowmanville ON L1C 1N2,14-Feb-20,Restaurant
On The Reel,1812 Scugog St Port Perry ON L9L 1H8,09-Jan-20,Restaurant
One Eyed Jack's Pub & Grill,33 Taunton Rd W Oshawa Ontario L1G 7B4,03-Dec-20,Restaurant
Ontario Tech - Smoke's Burritoire - UA Building,2000 Simcoe St N Oshawa ON L1H 7K4,,Restaurant
Open Studio Art Cafe,617 Liverpool Rd Pickering ON L1W 1R1,10-Mar-20,Restaurant
Orange Julius DQ,419 King St W Oshawa ON L1J 2K5,05-Mar-20,Restaurant
Orono Country Cafe,5348 Main St Orono ON L0B 1M0,12-Feb-20,Restaurant
Osaka Sushi,46 Simcoe St N Oshawa ON L1G 4S1,30-Oct-20,Restaurant
Oshawa Buffet Restaurant,600 Grandview St S Oshawa ON L1H 8P4,11-Jun-20,Restaurant
Oshawa Golf and Curling Club,160 Alexandra St Oshawa ON L1H 7K8,13-Feb-20,Restaurant
Oshawa Italian Recreation Club,245 Simcoe St S Oshawa ON L1H 4H3,02-Dec-20,Restaurant
Oshawa Portuguese Club,520 Simcoe St S Oshawa ON L1J 4J8,22-Nov-19,Restaurant
Oshawa Senior Citizen's Centre,1661 Harmony Rd N Oshawa ON L1H 7K5,26-Feb-20,Restaurant
Oshawa Thai Cuisine,24 Bond St W Oshawa ON L1G 4C9,13-Mar-20,Restaurant
Osmow's,3050 Garden St Whitby ON L1R 2G7,30-Sep-20,Restaurant
Osmow's Mediterranean Restaurant,107-2021 Green Rd Bowmanville ON L1C 3K7,11-Feb-20,Restaurant
Osmow's Mediterranean Restaurant,M2-1393 Harmony Rd N Oshawa ON L1K 0Z6,19-Oct-20,Restaurant
Pamier Kabob,30-1801 Dundas St E Whitby ON L1N 7C5,18-Jan-21,Restaurant
Panera Bread,240 Ritson Rd N Oshawa ON L1G 1Z7,16-Nov-20,Restaurant
Pantry Shelf,172 Water St Port Perry ON L9L 1C4,01-Oct-19,Restaurant
Parish Lanes,69 Brock St W Uxbridge ON,29-Sep-20,Restaurant
Parkwood Tea House Restaurant,270 Simcoe St N Oshawa ON L1G 4T6,24-Jul-19,Restaurant
Patois Jamaican Restaurant,1286 Kingston Rd Pickering ON L1V 1B7,05-Dec-19,Restaurant
Paul Wong Fine Chinese Cuisine,8-376 Kingston Rd Pickering ON L1V 1A4,08-Feb-21,Restaurant
Perkins Restaurant & Bakery,1-1097 Kingston Rd Pickering ON L1V 1B5,03-Nov-20,Restaurant
Pete's Big Bite Burgers,4-817 Dundas St W Whitby ON L1N 2N6,11-Feb-21,Restaurant
Philthy Philly's,1E-710 Taunton Rd E Whitby ON L1R 3L6,25-Jun-20,Restaurant
Pho Giato Asian Cuisine,5-1995 Salem Rd N Ajax ON L1T 0J9,12-Jun-20,Restaurant
Pho Metro Asian Cuisine,836 Brock Street North Whitby ON L1N 4J5,20-Nov-19,Restaurant
Pho Saigon,27-1794 Liverpool Rd Pickering ON L1V 4G7,24-Feb-20,Restaurant
Pho Vietnam 999,299 King St W Oshawa ON L1J 2J8,11-Feb-21,Restaurant
Phomono Vietnamese Cuisine,50 Kingston Rd E Ajax ON L1Z 1G1,14-Sep-20,Restaurant
Piano Cafe,217 Queen St Port Perry ON L9L 1B9,09-Nov-20,Restaurant
Pickles and Olives Bistro,1-110 Water St Port Perry ON L9L 1B2,24-Jul-20,Restaurant
Pig Out Bar-B-Q,B6 & B7-780 Kingston Rd Pickering ON L1V 1A8,03-Feb-21,Restaurant
Piper Arm's Pub,5 Winchester Rd E Whitby ON L1M 2J7,04-Feb-20,Restaurant
Pita Deli,1600 Champlain Ave Whitby ON L1N 9B2,09-Sep-20,Restaurant
Pita Deli and Grill,1177 Ritson Rd N Oshawa ON L1G 7H2,21-Dec-20,Restaurant
Pita Land,343 Bloor St W Oshawa ON L1J 5Y5,16-Feb-21,Restaurant
Pita Pit,K02-4160 Baldwin St S Whitby ON L1R 3H8,24-Sep-20,Restaurant
Pita Pit,855 Taunton Rd E Oshawa ON L1H 7K5,28-Oct-20,Restaurant
Pizza Depot,1812 Simcoe St N Oshawa ON L1G 4Y3,07-Mar-19,Restaurant
Pizza Esta,28 Toronto St S Uxbridge ON L9P 1G9,03-Feb-21,Restaurant
Pizza Hut,252 Bayly St W Ajax ON L1S 3V4,27-Oct-20,Restaurant
Pizza Hut,2-280 Rossland Rd E Ajax ON L1Z 0K4,26-Sep-19,Restaurant
Pizza Pino,8-855 Westney Rd S Ajax ON L1S 3M4,28-Sep-20,Restaurant
Pizza Pizza,300 Harwood Ave S Ajax ON L1S 2J1,27-Jan-21,Restaurant
Pizza Pizza,14-199 Wentworth St W Oshawa ON L1J 1N6,01-Oct-20,Restaurant
Pizza Rock,2-1608 Dundas St E Whitby ON L1N 2K8,15-Jan-20,Restaurant
Pizza Studio,224 Ritson Rd N Oshawa ON,12-Mar-20,Restaurant
Pizzamunno,35 King E Oshawa ON L1H 1B2,06-Feb-20,Restaurant
Pizzaville,104-304 Toronto St S Uxbridge ON L9P 1Y2,11-Sep-20,Restaurant
PJ's Restaurant,315 Brock St S Whitby ON L1N 4K3,27-Feb-20,Restaurant
Playdium,75 Consumers Dr Whitby ON L1N 2C2,31-Oct-19,Restaurant
Player's Bench Bar & Grill (The),7-9-1330 Ritson Rd N Oshawa ON L1G 6Z6,03-Jan-20,Restaurant
Popeye's Louisiana Chicken,A1-A2 - 965 Dundas St. W Whitby ON L1N 2N8,10-Sep-20,Restaurant
Port Perry Smokehouse,1821 Scugog St Port Perry ON L9L 1J4,07-Nov-19,Restaurant
Port Perry Thai,8-14500 Simcoe St Port Perry ON L9L 1V4,27-Feb-20,Restaurant
Port Restaurant,1289 Wharf St Pickering ON L1W 1A2,20-Aug-20,Restaurant
Portly Piper Pub,557 King St E Oshawa ON L1H 1G3,05-Dec-20,Restaurant
Presse Cafe,405 Dundas St W Whitby ON L1N 6A1,31-Jan-20,Restaurant
Purple Bubble Asian Cuisine,B202-135 Harwood Ave N Ajax ON L1Z 1E9,07-Jan-21,Restaurant
Quarry Lakes Golf & Recreation,3705 Regional Rd 57 Bowmanville ON L1C 3K2,14-Jun-18,Restaurant
Queen's Castle Restobar,A2-570 Longworth Ave Bowmanville ON L1C 0H4,12-Dec-20,Restaurant
Quesada Burritos & Tacos,199 Wentworth St W Oshawa ON L1J 6P4,10-Jan-20,Restaurant
Quick Flame Restaurant & Bar,2 & 3-199 Wentworth St W Oshawa ON L1J 3M4,18-Nov-20,Restaurant
Rainbow Restaurant,82 Simcoe St N Oshawa ON L1G 4S2,02-Mar-20,Restaurant
Rainbow Sushi,1180 Simcoe St N Oshawa ON L1G 4W8,09-Mar-20,Restaurant
Red House Thai & Malaysian Cuisine,8-705 Kingston Rd Pickering ON L1V 6K3,23-Sep-20,Restaurant
Red Lobster,311 King St W Oshawa ON L1J 2J8,29-Sep-20,Restaurant
Retro Burger,5-705 Kingston Rd Pickering ON L1V 6K3,10-Feb-21,Restaurant
Riley's / The Junction,104 King St E Oshawa ON L1H 1B6,11-Dec-19,Restaurant
River Street Cafe Inc.,93 River St Sunderland ON L0C 1H0,21-Sep-20,Restaurant
Riverside Golf Course,837 Riverside Dr Ajax ON L1T 3R9,16-Aug-19,Restaurant
Roadside Country Diner,85 River St Sunderland ON L0C 1H0,21-Sep-20,Restaurant
Rockin Burger & Pub,298-302 Simcoe St Beaverton ON L0K 1A0,08-Sep-20,Restaurant
Rolling Acres,2941 Taunton Rd E Bowmanville ON,09-Oct-20,Restaurant
Rotilicious,89 Commercial Ave Ajax ON L1S 1S2,22-Nov-19,Restaurant
Royal Ashburn Golf Club,995 Myrtle Rd W Ashburn ON L0B 1A0,08-Oct-20,Restaurant
Royal Heights Restaurant,30 Adelaide Ave. East Oshawa ON L1G0B8,23-Sep-20,Restaurant
Royal Hotel,171 Brock St N Whitby ON L1N 4H3,25-Oct-19,Restaurant
Royal Paan,N1A-1899 Brock Rd Pickering ON N1A 4H7,04-Feb-20,Restaurant
Royal Thai & Hakka Restaurant,2-3-1525 Dundas St E Whitby ON L1W 2K6,12-Mar-20,Restaurant
S & S Fried Chicken & Fish,5-621 King St E Oshawa ON L1H 1G3,18-Sep-19,Restaurant
Sabina's Casual Dining & Pub,1755 Pickering Pkwy Pickering ON L1V 6K5,05-Dec-20,Restaurant
Sakada Sushi Teriyaki Restaurant,8-1822 Whites Rd Pickering ON L1V 4M1,24-Jun-20,Restaurant
Sakura Sushi Japanese,3-1550 Kingston Rd Pickering ON L1V 1C3,04-Feb-20,Restaurant
Sam's Kitchen,114 Brock St S Whitby ON L2N 4J8,11-Mar-20,Restaurant
Sandford Pizza House,403 Sandford Rd Sandford ON L0C 1E0,28-Jan-21,Restaurant
Santorini Gyros,9A Bond St W Oshawa ON L1G1A1,04-Mar-20,Restaurant
Sauter's Restaurant,19-109 Old Kingston Rd Ajax ON L1T 3A6,05-Feb-20,Restaurant
Schooners Fish & Chips,1337 King St E Oshawa ON L1H 1J3,25-Sep-19,Restaurant
Scrambles,B-527 Westney Rd S Ajax ON L1S 4N7,10-Sep-20,Restaurant
Scrambles Kitchen & Bar,350 Reach St Uxbridge ON L9P 1R4,14-Aug-20,Restaurant
Serena Grill,8A-965 Dundas St W Whitby ON L1P 1G8,16-Dec-20,Restaurant
Shadow Eagle Resto Bar and Grill,11-1801 Dundas Street E Whitby ON L1N 7C5,20-Jan-20,Restaurant
Sham Rocks Pub & Grill House,1100 Dundas St E Whitby ON L1N 2K2,26-Nov-19,Restaurant
Shamrock Burgers,9-200 Carnwith Dr E Whitby ON L1M 0A1,13-Jan-20,Restaurant
Shawarma 401,114-1383 Wilson Rd N Oshawa ON,20-Nov-20,Restaurant
Sherry's Diner,15A-300 Taunton Rd E Oshawa ON L1G 7T4,20-Jan-20,Restaurant
Shivas Chicken Restaurant,15300 Hwy 12 Port Perry ON L9L 1A2,29-Oct-19,Restaurant
Shoeless Joe's,1419 Durham Regional Hwy 2 Courtice ON L1E 2J6,21-Jun-19,Restaurant
Shoeless Joe's,820 Kingston Rd Pickering ON L1V 1A8,21-Jul-20,Restaurant
Shoeless Joe's Sports Grill,1-75 Consumers Dr Whitby ON L1N 2C2,18-Oct-18,Restaurant
Shrimp Cocktail,1-843 King St W Oshawa ON L1J 2L4,11-Mar-20,Restaurant
Signature Indian Cuisine,1121 Dundas St E Whitby ON L1N 2K4,03-Dec-19,Restaurant
Simcoe Blues & Jazz Bar & Grill,926 Simcoe St N Oshawa ON L1G 4W2,11-Sep-20,Restaurant
Simcoe Suds Bar & Grill,432 Simcoe St S Oshawa ON L1H 4J6,11-Dec-19,Restaurant
Smash Kitchen & Bar,B1-75 Consumers Dr Whitby ON L1N 2C4,31-Jul-20,Restaurant
Sobie's Grill,200 John St W Oshawa ON L1J 2B4,10-Feb-21,Restaurant
Southend Sports Pub & Grill,837 Simcoe St S Oshawa ON L1H 4K8,28-Feb-20,Restaurant
Spiceland Restaurant and Bakery,1801 Harwood Ave N Ajax ON L1T 0K8,14-Dec-20,Restaurant
Spicy Affairs Indian Cuisine,84 King St W Oshawa ON,27-Apr-20,Restaurant
Spicy Dragon Restaurant,3-1340 Kingston Rd Pickering ON L1V 3M9,18-Feb-20,Restaurant
